ID,Product Name,Category,Type,Estimated Weight (lbs),Method,Confidence,Note
15140,"Ionic Coco Grow Soil/Hydro Qt","Nutrients & Supplements",simple,2.39,size_calculation,HIGH,"1 qt liquid + container"
15141,"Ionic Coco Bloom Soil/hydro Gal","Nutrients & Supplements",simple,9,size_calculation,HIGH,"1 gal liquid + container"
15149,"Plagron Terra Bloom & Grow","Nutrients & Supplements",grouped,9,child_average,MEDIUM,"Average of 7 similar products"
15150,"Plagron Terra Bloom Qt.","Nutrients & Supplements",simple,2.39,size_calculation,HIGH,"1 qt liquid + container"
15152,"Plagron Terra Bloom Gal.","Nutrients & Supplements",simple,9,size_calculation,HIGH,"1 gal liquid + container"
15153,"Plagron Terra grow Qt.","Nutrients & Supplements",simple,2.39,size_calculation,HIGH,"1 qt liquid + container"
15154,"Plagron Terra Grow Gallon","Nutrients & Supplements",simple,9,size_calculation,HIGH,"1 gal liquid + container"
15160,"E-Papillon 600 Watt 240V. W / Lamp","Grow Lights Ballast",simple,15,category_default,LOW,"Average ballast/reflector"
15165,"D‐Papillon 315W FULL SPECTRUM 240V","Grow Lights Ballast",grouped,15,category_default,LOW,"Average ballast/reflector"
15170,"Green Sensation","Nutrients & Supplements",grouped,7.86,child_average,MEDIUM,"Average of 13 similar products"
15185,"Terpinator 0 - 0 - 4 Qt.","Nutrients & Supplements",simple,8.66,size_calculation,HIGH,"4 qt liquid + container"
15187,"Terpinator 0 - 0 - 4 Gallon","Nutrients & Supplements",simple,34.8,size_calculation,HIGH,"4 gal liquid + container"
15195,"Humboldt Nutrients S.I. Structural Integrity","Nutrients & Supplements",grouped,21.44,child_average,MEDIUM,"Average of 48 similar products"
15196,"Humboldt Nutrients S.I. Structural Integrity qt.","Nutrients & Supplements",simple,2.39,size_calculation,HIGH,"1 qt liquid + container"
15200,"Humboldt Nutrients Calyx Magnum 2 - 0 - 0/Qt.","Nutrients & Supplements",simple,3,category_default,LOW,"Default nutrient bottle (qt)"
15202,"Humboldt Nutrients Calyx Magnum 2 - 0 - 0/Gal.","Nutrients & Supplements",simple,3,category_default,LOW,"Default nutrient bottle (qt)"
15215,"Pure Clean Natural Enzymes","Nutrients & Supplements",grouped,8.23,child_average,MEDIUM,"Average of 10 similar products"
15219,"Plagron Royal Rush","Nutrients & Supplements",grouped,9,child_average,MEDIUM,"Average of 7 similar products"
15223,"Plagron Power Roots","Nutrients & Supplements",grouped,9,child_average,MEDIUM,"Average of 7 similar products"
15227,"Cocos A & B","Nutrients & Supplements",grouped,11.4,child_average,MEDIUM,"Average of 5 similar products"
15231,"Plagron Cocos B  liter","Nutrients & Supplements",simple,3,category_default,LOW,"Default nutrient bottle (qt)"
15232,"Plagron Cocos B  5 liter","Nutrients & Supplements",simple,11.3,size_calculation,HIGH,"5 l liquid + container"
15233,"plagron Hydro A&B","Nutrients & Supplements",grouped,9,child_average,MEDIUM,"Average of 7 similar products"
15234,"Plagron Hydro A Liter","Nutrients & Supplements",simple,3,category_default,LOW,"Default nutrient bottle (qt)"
15236,"Plagron Hydro A  5 Liter","Nutrients & Supplements",simple,11.3,size_calculation,HIGH,"5 l liquid + container"
15238,"Plagron Hydro B  5 Liter","Nutrients & Supplements",simple,11.3,size_calculation,HIGH,"5 l liquid + container"
15250,"BADBOY T5 lighting System","Grow Lights Ballast",grouped,24.25,child_average,MEDIUM,"Average of 4 similar products"
15254,"Sunblaster 125W CF 2500k","Grow Lights Ballast",simple,15,category_default,LOW,"Average ballast/reflector"
15255,"Sunblaster 200W CF 6400k","Grow Lights Ballast",simple,15,category_default,LOW,"Average ballast/reflector"
15258,"315 CHM 4K GREENPOWER LUMINAIRES","Grow Lights Ballast",simple,15,category_default,LOW,"Average ballast/reflector"
15259,"BadBoy HO T-5 Triphosphor Bloom 54W 2900K","Philips",simple,0.5,category_default,LOW,"Average bulb"
15261,"Eye Hortilux e-Start Metal Halide Lamps","Philips",grouped,7,child_average,MEDIUM,"Average of 5 similar products"
15264,"Eye Hortilux e-Start Metal Halide Lamps","Philips",simple,0.5,category_default,LOW,"Average bulb"
15269,"315 CHM 3K GREENPOWER LUMINAIRES","Grow Lights Ballast",simple,15,category_default,LOW,"Average ballast/reflector"
15283,"BadBoy HO T-5 4 ft Triphosphor Grow 54 W, 6500 K","Philips",simple,0.5,category_default,LOW,"Average bulb"
15284,"8 Pack of BadBoy HO T-5 4 ft Triphosphor Bloom","Philips",simple,0.5,category_default,LOW,"Average bulb"
15301,"HydroDynamics Clonex Mist 100 ml","Propagation Supplies",simple,0.27,size_calculation,HIGH,"100 ml liquid + container"
15303,"Hydrodyamics Clonex Mist 300Ml","Propagation Supplies",simple,0.71,size_calculation,HIGH,"300 ml liquid + container"
15304,"Clonex mist 750ml RTU","Propagation Supplies",simple,1,category_default,LOW,"Average tray/dome"
15305,"Clonex Mist Concentrate Qt.","Propagation Supplies",simple,1,category_default,LOW,"Average tray/dome"
15306,"Clonex Root Maximizer - Granular/ for soil applications","Nutrients & Supplements",grouped,6,child_average,MEDIUM,"Average of 3 similar products"
15307,"Clonex Mycorrhizae Root Maximizer 4 OZ Soluble","Nutrients & Supplements",simple,0.36,size_calculation,HIGH,"4 oz liquid + container"
15308,"Clonex Mycorrhizae Root Maximizer 8 OZ Soluble","Nutrients & Supplements",simple,0.62,size_calculation,HIGH,"8 oz liquid + container"
15309,"Clonex Root Maximizer Mycorrhizae-Soluble for Hydro","Nutrients & Supplements",grouped,6,child_average,MEDIUM,"Average of 3 similar products"
15310,"Clonex Mycorrhizae Root Maximizer 4 OZ Soluble","Nutrients & Supplements",simple,0.36,size_calculation,HIGH,"4 oz liquid + container"
15312,"Clonex Mycorrhizae Root Maximizer 8 OZ Soluble","Nutrients & Supplements",simple,0.62,size_calculation,HIGH,"8 oz liquid + container"
15313,"Clonex Mycorrhizae Root Maximizer 1 pound Soluble","Nutrients & Supplements",simple,3,category_default,LOW,"Default nutrient bottle (qt)"
15314,"Gro Pro® Root Master Pots","Pots & Containers",grouped,17.26,child_average,MEDIUM,"Average of 110 similar products"
15315,"Black Plastic Buckets - 3 & 5 Gallon","Pots & Containers",grouped,26.28,child_average,MEDIUM,"Average of 11 similar products"
15316,"standard 3.5 gallon black bucket","Pots & Containers",simple,0.5,category_default,LOW,"Average pot (varies by size)"
15318,"Standard 5 Gallon Black Bucket","Pots & Containers",simple,0.5,category_default,LOW,"Average pot (varies by size)"
15319,"Standard Black Bucket lid","Pots & Containers",simple,0.5,category_default,LOW,"Average pot (varies by size)"
15320,"GRO PRO 12 AIR POT","Pots & Containers",simple,0.5,category_default,LOW,"Average pot (varies by size)"
15326,"BI-PIN Socket adpter for PGZX18","Grow Lights Ballast",simple,15,category_default,LOW,"Average ballast/reflector"
15328,"315 Socket adapter for 38 mogal - 315 Socket Adapter for Lamp Base: PGZX18","Grow Lights Ballast",grouped,10.75,child_average,MEDIUM,"Average of 4 similar products"
15348,"GREENPOWERLUMINAIRES 630 Remote","Grow Lights Ballast",grouped,19.5,child_average,MEDIUM,"Average of 2 similar products"
15354,"The Ozone Generator 5,000 cu. ft.","Odor Control",grouped,0,size_calculation,HIGH,"0 cu ft @ ~20 lbs/cu ft"
15363,"Botanicare® Growilla Bud 2 - 5 - 4 & Veg 5 - 4 - 2","Nutrients & Supplements",grouped,3,category_default,LOW,"Default nutrient bottle (qt)"
15372,"Down To Earth Neem Seed Meal 6 - 1 - 2","Nutrients & Supplements",grouped,4.55,child_average,MEDIUM,"Average of 10 similar products"
15376,"Down To Earth Granular Humic Acids","Nutrients & Supplements",grouped,4.55,child_average,MEDIUM,"Average of 10 similar products"
15380,"Down To Earth Bone Meal 3 - 15 - 0","Nutrients & Supplements",grouped,4.55,child_average,MEDIUM,"Average of 10 similar products"
15383,"Down To Earth Bone Meal - 25 lb","Nutrients & Supplements",simple,3,category_default,LOW,"Default nutrient bottle (qt)"
15384,"Down To Earth Vegan Mix 3 - 2 - 2","Nutrients & Supplements",grouped,4.55,child_average,MEDIUM,"Average of 10 similar products"
15385,"Down To Earth Vegan Mix - 6 lb","Nutrients & Supplements",simple,3,category_default,LOW,"Default nutrient bottle (qt)"
15387,"Down To Earth Vegan Mix - 25 lb","Nutrients & Supplements",simple,3,category_default,LOW,"Default nutrient bottle (qt)"
15388,"Down To Earth Kelp Meal 1 - 0.1 - 2","Nutrients & Supplements",grouped,4.55,child_average,MEDIUM,"Average of 10 similar products"
15389,"Down To Earth Kelp Meal - 5 lb","Nutrients & Supplements",simple,3,category_default,LOW,"Default nutrient bottle (qt)"
15391,"Down To Earth Kelp Meal - 20 lb","Nutrients & Supplements",simple,3,category_default,LOW,"Default nutrient bottle (qt)"
15392,"Down To Earth Fish Bone Meal 3 - 16 - 0","Nutrients & Supplements",grouped,4.55,child_average,MEDIUM,"Average of 10 similar products"
15393,"Down To Earth Fish Bone Meal - 6 lb","Nutrients & Supplements",simple,3,category_default,LOW,"Default nutrient bottle (qt)"
15406,"Flora Bloom 15 gal","Nutrients & Supplements",simple,129.5,size_calculation,HIGH,"15 gal liquid + container"
15408,"FloraGro 15 gal","Nutrients & Supplements",simple,129.5,size_calculation,HIGH,"15 gal liquid + container"
15409,"FloraGro 55 gal","Nutrients & Supplements",simple,469.5,size_calculation,HIGH,"55 gal liquid + container"
15410,"FloraGro 275 gal","Nutrients & Supplements",simple,2339.5,size_calculation,HIGH,"275 gal liquid + container"
15411,"Flora Bloom 275 gal","Nutrients & Supplements",simple,2339.5,size_calculation,HIGH,"275 gal liquid + container"
15437,"CALNESIUM Deficiency Correction Supplement","Nutrients & Supplements",grouped,57.5,child_average,MEDIUM,"Average of 4 similar products"
15456,"Stick Thrip Leafminer Trap 5/Pack","Pest Control",simple,1.5,category_default,LOW,"Average spray bottle"
15503,"Carb O Naria 0-0-0.3","Nutrients & Supplements",grouped,15.19,child_average,MEDIUM,"Average of 21 similar products"
15504,"CAR_BEAU_NARIA 0-0-.03  Qt. (12/cs)","Nutrients & Supplements",simple,6.57,size_calculation,HIGH,"3 qt liquid + container"
15508,"Car- Beau- Naria 0-0-0.3 , 5 Gall","Nutrients & Supplements",simple,9,size_calculation,HIGH,"1 gal liquid + container"
15543,"Eye Hortilux® CMH 315 Lamp","Grow Lights Ballast",simple,15,category_default,LOW,"Average ballast/reflector"
15549,"Ripen® 0.5-7-6 Quarts","Nutrients & Supplements",simple,12.84,size_calculation,HIGH,"6 qt liquid + container"
16504,"Flashgro Roll","Reflective Wall Fabric",grouped,16.5,child_average,MEDIUM,"Average of 2 similar products"
16621,"Dyna-Gro Pro Tekt 1qt","Nutrients & Supplements",simple,2.39,size_calculation,HIGH,"1 qt liquid + container"
16622,"Dyna-Gro Pro Tekt 1gal","Nutrients & Supplements",simple,9,size_calculation,HIGH,"1 gal liquid + container"
16700,"Terpinator 0 - 0 - 4","Nutrients & Supplements",grouped,3,category_default,LOW,"Default nutrient bottle (qt)"
32121,"TEAMING WITH FUNGI The Organic Growers Guide to Mycorrhizae","Books",simple,1.5,category_default,LOW,"Average book"
32124,"Teaming with Nutrients","Books",simple,1.5,category_default,LOW,"Average book"
61541,"Ed Rosenthal Marijuana Grower's Handbook","Books",grouped,6.11,child_average,MEDIUM,"Average of 102 similar products"
62384,"Plant Life Easy Grow Plus 500 gm","Nutrients & Supplements",simple,3,category_default,LOW,"Default nutrient bottle (qt)"
62604,"Sun System RS 1850 LED","Grow Lights Ballast, LED Lighting",simple,2,category_default,LOW,"Generic default"
62610,"DLI-DIODE-Series-LED Toplighting LED Fixture (Long)","LED Lighting",simple,2,category_default,LOW,"Generic default"
62622,"Botanicare Organicare True Earth Potting Mix (O.M.R.I.)","Growing Medium",simple,25,category_default,LOW,"Average bag (cu ft)"
62641,"Athena Blended Line","Nutrients & Supplements",simple,3,category_default,LOW,"Default nutrient bottle (qt)"
62645,"Athena Cleanse","Nutrients & Supplements",simple,3,category_default,LOW,"Default nutrient bottle (qt)"
62649,"Athena CaMg","Nutrients & Supplements",simple,3,category_default,LOW,"Default nutrient bottle (qt)"
62658,"Athena PK Bloom Booster-1 gallon","Nutrients & Supplements",simple,9,size_calculation,HIGH,"1 gal liquid + container"
62663,"Athena Grow A 1 Gallon","Nutrients & Supplements",simple,9,size_calculation,HIGH,"1 gal liquid + container"
62675,"Athena Grow B 1 Gallon","Nutrients & Supplements",simple,9,size_calculation,HIGH,"1 gal liquid + container"
62688,"Athena CaMg 1 Gallon","Nutrients & Supplements",simple,9,size_calculation,HIGH,"1 gal liquid + container"
62699,"Athena Bloom A 1- Gallon","Nutrients & Supplements",simple,9,size_calculation,HIGH,"1 gal liquid + container"
62703,"Athena Bloom B 1 Gallon","Nutrients & Supplements",simple,9,size_calculation,HIGH,"1 gal liquid + container"
62712,"Athena Stack 32 oz","Nutrients & Supplements",simple,2.18,size_calculation,HIGH,"32 oz liquid + container"
62719,"Athena Balance 1 Gallon","Nutrients & Supplements",simple,9,size_calculation,HIGH,"1 gal liquid + container"
62724,"Athena CaMg","Nutrients & Supplements",simple,3,category_default,LOW,"Default nutrient bottle (qt)"
62726,"Athena Bloom A - 1 Gallon","Nutrients & Supplements",simple,9,size_calculation,HIGH,"1 gal liquid + container"
62784,"Athena Cuts Rooting Gel 7 oz.","Nutrients & Supplements",simple,0.56,size_calculation,HIGH,"7 oz liquid + container"
62786,"Athena Cuts Rooting Gel Compound - 14oz","Nutrients & Supplements",simple,1.01,size_calculation,HIGH,"14 oz liquid + container"
63059,"Teaming with Bacteria: The Organic Gardener’s Guide to Endophytic Bacteria and the Rhizophagy Cycle","Books",simple,1.5,category_default,LOW,"Average book"
63252,"Dutch Lighting Innovations APEX-Series LED Toplight 800 FS-DC, 208-400V","LED Lighting",simple,2,category_default,LOW,"Generic default"
63253,"Dutch Lighting Innovations Diode-Series LED Multilayer 600 FS-DC, 208-400V","LED Lighting",simple,2,category_default,LOW,"Generic default"
63528,"Scietetics Ful V Tech Element Transfer System Quart","Nutrients & Supplements",simple,3,category_default,LOW,"Default nutrient bottle (qt)"
63547,"MAKE AMERICA GROW AGAIN","pH/EC/TDS Meters & Solutions",simple,0.5,category_default,LOW,"Average meter/solution"
63673,"B'cuzZ Roxx Rooting Blocks 4 x 4 x 4 --Cs/24 strips @6 per strip","Growing Medium",simple,25,category_default,LOW,"Average bag (cu ft)"
63789,"CLOUDRAY S9, Gen 2 Grow Tent Clip Fan 9”","Uncategorized",simple,2,category_default,LOW,"Generic default"
63843,"Scietetics MagCal","Grow Tents AC INFINITY",simple,2,category_default,LOW,"Generic default"
63859,"Scietetics MagCal 15 Gallon","Nutrients & Supplements",simple,129.5,size_calculation,HIGH,"15 gal liquid + container"
63890,"SCIETETICS COCO 8 BLOCK /1.5Gal","Growing Medium, Nutrients & Supplements",simple,13.25,size_calculation,HIGH,"1.5 gal liquid + container"
63979,"Seeds","Cannabis Seeds",simple,0.1,category_default,LOW,"Seed packet"
