ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global
,variable,HMH-RARE-EARTH-CCEF,Rare Earth,1,0,visible,"Rare Earth 1.5 by NGW is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reli","Rare Earth 1.5 by NGW is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,1,,,0,0,,,,,1,,,,nutrients,,,https://hmoonhydro.com/wp-content/uploads/2019/08/3-G.jpg,,,,,,,,,0,NGW,Size,1.5 | 16,1,1
,variation,hmh00687,,1,,,,"Rare Earth 1.5 by NGW is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,1.5,4,4,8,,,,8.24,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/3-G.jpg,,,HMH-RARE-EARTH-CCEF,,,,,,0,,Size,1.5,,1
,variation,hmh00689,,1,,,,"Rare Earth 16 by NGW is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,16,4,4,8,,,,47.00,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/3-G.jpg,,,HMH-RARE-EARTH-CCEF,,,,,,1,,Size,16,,1
,variable,HMH-SCREEN-FITTING-FC56,Screen Fitting,1,0,visible,"Screen Fitting (bag of 10) is a quality product for indoor gardening. From H Moon Hydro, designed for reliable performance and professional results.","<p>Screen Fitting (bag of 10) is a quality product for indoor gardening. From H Moon Hydro, designed for reliable performance and professional results.</p>",,,taxable,,1,,,0,0,,,,,1,,,,Fittings & Parts,,,https://hmoonhydro.com/wp-content/uploads/2019/08/bucket_baskets3.jpg,,,,,,,,,0,Nickel City Wholesale Garden Supply,Size,bag of 10,1,1
,variation,hmh00839,,1,,,,,,,taxable,,1,,,0,,1,12,12,12,,,,4,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/bucket_baskets3.jpg,,,HMH-SCREEN-FITTING-FC56,,,,,,0,,Size,bag of 10,,1
,variation,823,,1,,,,"<p>Screen Fitting (bag of 10) is a quality product for indoor gardening. From H Moon Hydro, designed for reliable performance and professional results.</p>",,,taxable,,1,116,,0,,454,8,6,4,,,,0.83,,,LTL Freight,https://hmoonhydro.com/wp-content/uploads/2026/02/94a8f978__bucket_baskets3.jpg,,,HMH-SCREEN-FITTING-FC56,,,,,,1,,Size,bag of 10,,1
,variable,HMH-T5-CFL-PLANTMAX-WARM-5A4C,T5 CFL Plantmax Warm,1,0,visible,"T5 CFL Plantmax Warm 24W 3000K tube 2,280 lumens by is a quality hydroponics product designed for serious growers. Part of the growing supplies catego","T5 CFL Plantmax Warm 24W 3000K tube 2,280 lumens by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,1,,,0,0,,,,,1,,,,hid_bulbs,,,https://hmoonhydro.com/wp-content/uploads/2026/02/Plantmax-High-Pressure-Sodium-e1576439331190-200x200.jpg.webp,,,,,,,,,0,,Wattage,24 | 54,1,1
,variation,hmh00880,,1,,,,"T5 CFL Plantmax Warm 24W 3000K tube 2,280 lumens by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,1,24,1,1,,,,8.95,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/Plantmax-High-Pressure-Sodium-e1576439331190-200x200.jpg.webp,,,HMH-T5-CFL-PLANTMAX-WARM-5A4C,,,,,,0,,Wattage,24,,1
,variation,hmh00882,,1,,,,"T5 CFL Plantmax Warm 54W. 3000K tube 4800 lumens by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,1,48,1,1,,,,10.95,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/Plantmax-High-Pressure-Sodium-e1576439331190-200x200.jpg.webp,,,HMH-T5-CFL-PLANTMAX-WARM-5A4C,,,,,,1,,Wattage,54,,1
,variable,HMH-ADD-A-LAMP-HARDWARE-KIT-A0E7,Add a Lamp Hardware Kit,1,0,visible,"<img src=""https://hmoonhydro.com/wp-content/uploads/2019/08/light_rail_access.jpg"" alt="""" width=""175"" height=""187"" class=""alignnone size-full wp-image-545"" />",<img src=https://hmoonhydro.com/wp-content/uploads/2019/08/light_rail_access.jpg alt= width=175 height=187 class=alignnone size-full wp-image-545>,,,taxable,,1,,,0,0,,,,,1,,,,Grow Lights Ballast > Light Movers,,,"https://hmoonhydro.com/wp-content/uploads/2019/08/light_rail_access.jpg, https://hmoonhydro.com/wp-content/uploads/2019/08/light_rail_access.jpg",,,,,,,,,0,Nickel City Wholesale Garden Supply,Size,Trolley and mounting hardware,1,1
,variation,hmh00910,,1,,,,,,,taxable,,1,,,0,,1,12,12,12,,,,23.95,,,Domestic,"https://hmoonhydro.com/wp-content/uploads/2019/08/light_rail_access.jpg, https://hmoonhydro.com/wp-content/uploads/2019/08/light_rail_access.jpg",,,HMH-ADD-A-LAMP-HARDWARE-KIT-A0E7,,,,,,0,,Size,Trolley and mounting hardware,,1
,variation,895,,1,,,,<img src=https://hmoonhydro.com/wp-content/uploads/2019/08/light_rail_access.jpg alt= width=175 height=187 class=alignnone size-full wp-image-545>,,,taxable,,0,0,,0,,454,4,4,8,,,,23.41,,,LTL Freight,https://hmoonhydro.com/wp-content/uploads/2026/02/e3596bc9__light_rail_access.jpg,,,HMH-ADD-A-LAMP-HARDWARE-KIT-A0E7,,,,,,1,,Size,Trolley and mounting hardware,,1
,variable,HMH-4-LIGHT-TIMER-32A5,4 Light Timer,1,0,visible,"4 Light Timer (120 V.) is a high-performance grow light for indoor cultivation. From H Moon Hydro, this fixture provides optimal spectrum for vegetati","<p>4 Light Timer (120 V.) is a high-performance grow light for indoor cultivation. From H Moon Hydro, this fixture provides optimal spectrum for vegetative growth and flowering. Energy efficient with reliable performance.</p>",,,taxable,,1,,,0,0,,,,,1,,,,controllers_timers,,,https://hmoonhydro.com/wp-content/uploads/2019/08/lt4-120.jpg,,,,,,,,,0,Nickel City Wholesale Garden Supply,Size,120 V. | 240 V.,1,1
,variation,hmh00934,,1,,,,"<p>4 Light Timer (120 V.) is a high-performance grow light for indoor cultivation. From H Moon Hydro, this fixture provides optimal spectrum for vegetative growth and flowering. Energy efficient with reliable performance.</p>",,,taxable,,0,0,,0,,5,10,10,10,,,,335.00,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/lt4-120.jpg,,,HMH-4-LIGHT-TIMER-32A5,,,,,,0,,Size,120 V.,,1
,variation,hmh00935,,1,,,,"<p>4 Light timer (240 V.) is a high-performance grow light for indoor cultivation. From H Moon Hydro, this fixture provides optimal spectrum for vegetative growth and flowering. Energy efficient with reliable performance.</p>",,,taxable,,0,0,,0,,5,10,10,10,,,,400.00,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/lt4-120.jpg,,,HMH-4-LIGHT-TIMER-32A5,,,,,,1,,Size,240 V.,,1
,variable,HMH-PPM-1500-TDS-2-142-MS-5FDD,PPM-1500 TDS / 2.142 ms,1,0,visible,"PPM-1500 TDS / 2.142 ms 8 by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delive","PPM-1500 TDS / 2.142 ms 16 by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,1,,,0,0,,,,,1,,,,nutrients,,,https://hmoonhydro.com/wp-content/uploads/2019/08/gisolutions.jpg,,,,,,,,,0,,Size,16 | 8,1,1
,variation,hmh00970,,1,,,,"PPM-1500 TDS / 2.142 ms 8 by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,1,6,3,3,,,,8.75,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/gisolutions.jpg,,,HMH-PPM-1500-TDS-2-142-MS-5FDD,,,,,,0,,Size,8,,1
,variation,hmh00971,,1,,,,"PPM-1500 TDS / 2.142 ms 16 by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,1,6,3,3,,,,12.50,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/gisolutions.jpg,,,HMH-PPM-1500-TDS-2-142-MS-5FDD,,,,,,1,,Size,16,,1
,variable,HMH-PH-UP-DRY-98F9,pH Up Dry,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,pH/EC/TDS Meters & Solutions,,,https://hmoonhydro.com/wp-content/uploads/2019/08/pHSeries.jpg,,,,,,,,,0,,Size,1.5 | 16,1,1
,variation,hmh00982,,1,,,,,,,taxable,,1,,,0,,1.5,4,4,4,,,,10.76,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/pHSeries.jpg,,,HMH-PH-UP-DRY-98F9,,,,,,0,,Size,1.5,,1
,variation,hmh00984,,1,,,,,,,taxable,,1,,,0,,16,12,12,12,,,,64.5,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/pHSeries.jpg,,,HMH-PH-UP-DRY-98F9,,,,,,1,,Size,16,,1
,variable,HMH-PH-DOWN-99CA,pH Down,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,pH/EC/TDS Meters & Solutions,,,https://hmoonhydro.com/wp-content/uploads/2019/08/pHSeries.jpg,,,,,,,,,0,,Size,1,1,1
,variation,hmh00986,,1,,,,,,,taxable,,0,,,0,,3,12,4,4,,,,11.39,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/pHSeries.jpg,,,HMH-PH-DOWN-99CA,,,,,,0,,Size,1,,1
,variation,hmh00987,,1,,,,,,,taxable,,0,,,0,,10,12,8,8,,,,28.39,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/pHSeries.jpg,,,HMH-PH-DOWN-99CA,,,,,,1,,Size,1,,1
,variable,HMH-BUD-CANDY-2AAA,Bud Candy,1,0,visible,"Bud Candy (2.5 ) by Advanced Nutrients is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this prod","Bud Candy (2.5 ) by Advanced Nutrients is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,1,,,0,0,,,,,1,,,,nutrients,,,https://hmoonhydro.com/wp-content/uploads/2026/02/af4caa6a__advancedBudCandy.jpg,,,,,,,,,0,Advanced Nutrients,Size,1 lt | 2.5,1,1
,variation,hmh01031,,1,,,,"<p>Bud Candy (1 lt) is a quality product for indoor gardening. From H Moon Hydro, designed for reliable performance and professional results.</p>",,,taxable,,0,0,,0,,3,4,4,8,,,,29.90,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/af4caa6a__advancedBudCandy.jpg,,,HMH-BUD-CANDY-2AAA,,,,,,0,,Size,1 lt,,1
,variation,hmh01033,,1,,,,"Bud Candy (2.5 ) by Advanced Nutrients is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,28,4,4,8,,,,169.98,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/af4caa6a__advancedBudCandy.jpg,,,HMH-BUD-CANDY-2AAA,,,,,,1,,Size,2.5,,1
,variable,HMH-CARBOLOAD-A2BA,CarboLoad,1,0,visible,"CarboLoad (1 ) by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable","CarboLoad (1 ) by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,1,,,0,0,,,,,1,,,,nutrients,,,https://hmoonhydro.com/wp-content/uploads/2026/02/406f4820__advancedCarboload.jpg,,,,,,,,,0,,Size,1 | 1 lt,1,1
,variation,hmh01036,,1,,,,"<p>CarboLoad (1 lt) is a quality product for indoor gardening. From H Moon Hydro, designed for reliable performance and professional results.</p>",,,taxable,,0,0,,0,,3,4,4,8,,,,23.78,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/406f4820__advancedCarboload.jpg,,,HMH-CARBOLOAD-A2BA,,,,,,0,,Size,1 lt,,1
,variation,hmh01037,,1,,,,"CarboLoad (1 ) by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,12,4,4,8,,,,65.42,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/advancedCarboload.jpg,,,HMH-CARBOLOAD-A2BA,,,,,,1,,Size,1,,1
,variable,HMH-FINAL-PHASE-0C29,Final Phase,1,0,visible,"Final Phase (1 lt) delivers accurate environmental measurements. Made by H Moon Hydro, this precision instrument helps maintain optimal growing condit","Final Phase (1 ) by Advanced Nutrients is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,1,,,0,0,,,,,1,,,,nutrients,,,https://hmoonhydro.com/wp-content/uploads/2026/02/22578375__advancedFinalPhase.jpg,,,,,,,,,0,Advanced Nutrients,Size,1 | 1 lt,1,1
,variation,hmh01038,,1,,,,"<p>Final Phase (1 lt) delivers accurate environmental measurements. Made by H Moon Hydro, this precision instrument helps maintain optimal growing conditions with reliable readings.</p>",,,taxable,,0,0,,0,,3,4,4,8,,,,20.80,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/22578375__advancedFinalPhase.jpg,,,HMH-FINAL-PHASE-0C29,,,,,,0,,Size,1 lt,,1
,variation,hmh01039,,1,,,,"Final Phase (1 ) by Advanced Nutrients is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,12,4,4,8,,,,50.54,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/Advanced-Nutrients-Flawless-Finish-1L.png,,,HMH-FINAL-PHASE-0C29,,,,,,1,,Size,1,,1
,variable,HMH-SENSI-BLOOM-PART-A-B469,Sensi Bloom part A,1,0,visible,"Sensi Bloom part A (1 ) by Advanced Nutrients is a quality hydroponics product designed for serious growers. Part of the growing supplies category, th","Sensi Bloom part A (2.5 ) by Advanced Nutrients is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,1,,,0,0,,,,,1,,,,nutrients,,,https://hmoonhydro.com/wp-content/uploads/2019/08/SensiBloomA.jpg,,,,,,,,,0,Advanced Nutrients,Size,1 | 2.5,1,1
,variation,hmh01052,,1,,,,"Sensi Bloom part A (1 ) by Advanced Nutrients is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,12,4,4,8,,,,40.56,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/SensiBloomA.jpg,,,HMH-SENSI-BLOOM-PART-A-B469,,,,,,0,,Size,1,,1
,variation,hmh01053,,1,,,,"Sensi Bloom part A (2.5 ) by Advanced Nutrients is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,28,4,4,8,,,,82.50,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/SensiBloomA.jpg,,,HMH-SENSI-BLOOM-PART-A-B469,,,,,,1,,Size,2.5,,1
,variable,HMH-ULTRA-PREMIUM-CONNOISSEUR-5235,Ultra-premium Connoisseur Part-A,1,0,visible,"Ultra-premium Connoisseur Part-A (1 lt) is a quality product for indoor gardening. From H Moon Hydro, designed for reliable performance and profession","Ultra-premium Connoisseur Part-A (1 ) by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,1,,,0,0,,,,,1,,,,nutrients,,,https://hmoonhydro.com/wp-content/uploads/2026/02/c2e834fe__advancedConnoisseurA.jpg,,,,,,,,,0,,Size,1 | 1 lt,1,1
,variation,hmh01065,,1,,,,"<p>Ultra-premium Connoisseur Part-A (1 lt) is a quality product for indoor gardening. From H Moon Hydro, designed for reliable performance and professional results.</p>",,,taxable,,0,0,,0,,3,4,4,8,,,,39.50,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/c2e834fe__advancedConnoisseurA.jpg,,,HMH-ULTRA-PREMIUM-CONNOISSEUR-5235,,,,,,0,,Size,1 lt,,1
,variation,hmh01066,,1,,,,"Ultra-premium Connoisseur Part-A (1 ) by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,12,4,4,8,,,,95.00,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/advancedConnoisseurA.jpg,,,HMH-ULTRA-PREMIUM-CONNOISSEUR-5235,,,,,,1,,Size,1,,1
,variable,HMH-ULTRA-PREMIUM-CONNOISSEUR-C386,Ultra-premium Connoisseur Part-B,1,0,visible,"Ultra-premium Connoisseur Part-B (1 lt) is a quality product for indoor gardening. From H Moon Hydro, designed for reliable performance and profession","Ultra-premium Connoisseur Part-B (1 ) by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,1,,,0,0,,,,,1,,,,nutrients,,,https://hmoonhydro.com/wp-content/uploads/2026/02/c2e834fe__advancedConnoisseurA.jpg,,,,,,,,,0,,Size,1 | 1 lt,1,1
,variation,hmh01067,,1,,,,"<p>Ultra-premium Connoisseur Part-B (1 lt) is a quality product for indoor gardening. From H Moon Hydro, designed for reliable performance and professional results.</p>",,,taxable,,0,0,,0,,3,4,4,8,,,,39.50,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/c2e834fe__advancedConnoisseurA.jpg,,,HMH-ULTRA-PREMIUM-CONNOISSEUR-C386,,,,,,0,,Size,1 lt,,1
,variation,hmh01068,,1,,,,"Ultra-premium Connoisseur Part-B (1 ) by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,12,4,4,8,,,,95.00,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/advancedConnoisseurA.jpg,,,HMH-ULTRA-PREMIUM-CONNOISSEUR-C386,,,,,,1,,Size,1,,1
,variable,HMH-FLORANECTAR-NATURAL-SUGAR-6EF1,FloraNectar Natural Sugar,1,0,visible,"FloraNectar Natural Sugar 1 by NGW is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product ","FloraNectar Natural Sugar 2.5 by NGW is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,1,,,0,0,,,,,1,,,,nutrients,,,https://hmoonhydro.com/wp-content/uploads/2019/08/FloraNectar.jpg,,,,,,,,,0,NGW,Size,1 | 2.5,1,1
,variation,hmh01152,,1,,,,"FloraNectar Natural Sugar 1 by NGW is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,9,12,8,8,,,,62.00,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/FloraNectar.jpg,,,HMH-FLORANECTAR-NATURAL-SUGAR-6EF1,,,,,,0,,Size,1,,1
,variation,hmh01153,,1,,,,"FloraNectar Natural Sugar 2.5 by NGW is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,21,16,10,7,,,,132.30,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/FloraNectar.jpg,,,HMH-FLORANECTAR-NATURAL-SUGAR-6EF1,,,,,,1,,Size,2.5,,1
,variable,HMH-PH-PERFECT-CONNOISSEUR-PA-149E,pH Perfect Connoisseur part A,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Nutrients & Supplements > Advanced Nutrients,,,https://hmoonhydro.com/wp-content/uploads/2019/08/Connoisseur.jpg,,,,,,,,,0,,Size,1 Gallon | 1 lt,1,1
,variation,hmh01208,,1,,,,,,,taxable,,1,,,0,,3,0,0,0,,,,31.6,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/Connoisseur.jpg,,,HMH-PH-PERFECT-CONNOISSEUR-PA-149E,,,,,,0,,Size,1 lt,,1
,variation,hmh01209,,1,,,,,,,taxable,,1,,,0,,12,0,0,0,,,,76,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/Connoisseur.jpg,,,HMH-PH-PERFECT-CONNOISSEUR-PA-149E,,,,,,1,,Size,1 Gallon,,1
,variable,HMH-PH-PERFECT-CONNOISSEUR-PA-1F21,pH Perfect Connoisseur part B,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Nutrients & Supplements > Advanced Nutrients,,,https://hmoonhydro.com/wp-content/uploads/2019/08/Connoisseur.jpg,,,,,,,,,0,,Size,1 Gallon | 1 lt,1,1
,variation,hmh01210,,1,,,,,,,taxable,,1,,,0,,3,0,0,0,,,,31.6,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/Connoisseur.jpg,,,HMH-PH-PERFECT-CONNOISSEUR-PA-1F21,,,,,,0,,Size,1 lt,,1
,variation,hmh01211,,1,,,,,,,taxable,,1,,,0,,12,0,0,0,,,,76,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/Connoisseur.jpg,,,HMH-PH-PERFECT-CONNOISSEUR-PA-1F21,,,,,,1,,Size,1 Gallon,,1
,variable,HMH-ACCURATE-PH-490D,Accurate pH,1,0,visible,Accurate pH 4 This meter utilizes the same body and electronics as the CWP Instruments Accurate pH 3 but has the added advantage of a larger corded el,<p> Accurate pH 4 <p>This meter utilizes the same body and electronics as the CWP Instruments Accurate pH 3 but has the added advantage of a larger corded electrode. The larger electrode enhances the meters electronic circuitry making it not only very accurate but also it has very stable readings. <li>The corded electrode allows the user to test a large body of solution without the chance of dropping the meter’s body into the solution being tested. <li>The electrode is replaceable and the meter has a 2 point calibration system for superior accuracy. <li>Both calibration screws are located inside the battery compartment. <p>The meter has low power consumption circuitry with an auto OFF feature. It uses four 1.5 volt button type batteries.,,,taxable,,1,,,0,0,,,,,1,,,,ph_meters,,,https://hmoonhydro.com/wp-content/uploads/2019/08/cw495infopic1.jpg,,,,,,,,,0,Nickel City Wholesale Garden Supply,Wattage,4,1,1
,variation,hmh01596,,1,,,,<p> Accurate pH 4 <p>This meter utilizes the same body and electronics as the CWP Instruments Accurate pH 3 but has the added advantage of a larger corded electrode. The larger electrode enhances the meters electronic circuitry making it not only very accurate but also it has very stable readings. <li>The corded electrode allows the user to test a large body of solution without the chance of dropping the meter’s body into the solution being tested. <li>The electrode is replaceable and the meter has a 2 point calibration system for superior accuracy. <li>Both calibration screws are located inside the battery compartment. <p>The meter has low power consumption circuitry with an auto OFF feature. It uses four 1.5 volt button type batteries.,,,taxable,,0,0,,0,,1.1,12,12,12,,,,74.95,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/cw495infopic1.jpg,,,HMH-ACCURATE-PH-490D,,,,,,0,,Wattage,4,,1
,variation,hmh01597,,1,,,,,,,taxable,,1,,,0,,0,0,0,0,,,,74.95,,,Domestic,,,,HMH-ACCURATE-PH-490D,,,,,,1,,Wattage,4,,1
,variable,HMH-DOWN-TO-EARTH-VEGAN-MIX-B67E,Down To Earth Vegan Mix,1,0,visible,"Down To Earth Vegan Mix - 6 by Down To is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this prod","Down To Earth Vegan Mix - 25 by Down To is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,1,,,0,0,,,,,1,,,,nutrients,,,https://hmoonhydro.com/wp-content/uploads/2019/08/vergan-meal-mix.jpg,,,,,,,,,0,Down To,Size,25 | 6,1,1
,variation,hmh01808,,1,,,,"Down To Earth Vegan Mix - 6 by Down To is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,3.31,4,4,8,,,,10.95,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/vergan-meal-mix.jpg,,,HMH-DOWN-TO-EARTH-VEGAN-MIX-B67E,,,,,,0,,Size,6,,1
,variation,hmh01809,,1,,,,"Down To Earth Vegan Mix - 25 by Down To is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,2.2,4,4,8,,,,35.95,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/vergan-meal-mix.jpg,,,HMH-DOWN-TO-EARTH-VEGAN-MIX-B67E,,,,,,1,,Size,25,,1
,variable,HMH-DOWN-TO-EARTH-KELP-MEAL-B48D,Down To Earth Kelp Meal,1,0,visible,Down To Earth Kelp Meal - 5 by Sunlight Supply inc. is a quality hydroponics product designed for serious growers. Part of the growing supplies catego,"Down To Earth Kelp Meal - 20 by Sunlight Supply inc. is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,1,,,0,0,,,,,1,,,,seeds,,,https://hmoonhydro.com/wp-content/uploads/2026/02/153241f1__kelp-meal.jpg,,,,,,,,,0,Sunlight Supply inc.,Size,20 | 5,1,1
,variation,hmh01811,,1,,,,"Down To Earth Kelp Meal - 5 by Sunlight Supply inc. is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,0.11,4,3,1,,,,20.19,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/153241f1__kelp-meal.jpg,,,HMH-DOWN-TO-EARTH-KELP-MEAL-B48D,,,,,,0,,Size,5,,1
,variation,hmh01812,,1,,,,"Down To Earth Kelp Meal - 20 by Sunlight Supply inc. is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,0.11,4,3,1,,,,65.49,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/153241f1__kelp-meal.jpg,,,HMH-DOWN-TO-EARTH-KELP-MEAL-B48D,,,,,,1,,Size,20,,1
,variable,HMH-DYNA-GRO-PRO-TEKT-EAE7,Dyna-Gro Pro Tekt,1,0,visible,"Dyna-Gro Pro Tekt 1gal is a quality product for indoor gardening. From H Moon Hydro, designed for reliable performance and professional results.","<p>Dyna-Gro Pro Tekt 1gal is a quality product for indoor gardening. From H Moon Hydro, designed for reliable performance and professional results.</p>",,,taxable,,1,,,0,0,,,,,1,,,,nutrients,,,https://hmoonhydro.com/wp-content/uploads/2026/02/9ea3494d__Dyna-Gro-Pro-Tekt-1qt.jpg,,,,,,,,,0,NGW,Size,1,1,1
