id,type,sku,name,status,featured,catalog_visibility,short_description,description,date_on_sale_from,date_on_sale_to,tax_status,tax_class,stock_status,backorders,sold_individually,weight,length,width,height,reviews_allowed,purchase_note,price,regular_price,manage_stock/stock_quantitiy,category_ids,tag_ids,shipping_class_id,attributes,attributes,default_attributes,attributes,image_id/gallery_image_ids,attributes,downloads,downloads,download_limit,download_expiry,parent_id,upsell_ids,cross_sell_ids,brand
,,,Snapture Dovetail,1,0,visible,,,,,taxable,standard,1,notify,1,1,6,6,6,0,Thank you for your purchase!,3.79,3.79,100,Fittings & Parts,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/Snapture.jpg,,,,,,,,,General Hydroponics
,,,Snapture Cross Fitting,1,0,visible,,,,,taxable,standard,1,notify,1,1,6,6,6,0,Thank you for your purchase!,4.79,4.79,100,Fittings & Parts,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/Snapture.jpg,,,,,,,,,General Hydroponics
,,,Value Line Magnetic Ballast,1,0,visible,,"The Valet Line Ballasts are the best value priced garden lighting ballasts available. The cases are powder coated galvanized steel, vented on all 4 sides to provide a very cool operation. They have a vibration dampening system for noise reduction. They are very quiet. All Valet Line lighting can be run at 120 or 240 volts. No rewiring is necessary. They will all run either M.H. or H.P.S. bulbs with a simple flip of the switch . They come with a 120 volt power cord. Valet Line Lighting Systems carry a 5 year rebuild or replacement warranty  <ul>  <li>Convert from sodium to halide and back with flip of a switch  <li>Ergonomic handle  <li>4-sided multi-louvered vents for cooler operation  <li>Compact size  <li>Every unit factory tested  <li>Includes grounded 120v power cord  <li>Dual input voltage  <li>5 year warranty on ballast electrical components  </ul>",,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,144,144,0,Grow Lights Ballast > Magnetic Ballasts,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/value-line-ballast-steel.jpg,,,,,,,,,UNO
,,,Basic 1000W MH/HPS Switchable Ballast,1,0,visible,,,,,taxable,standard,1,notify,1,48,17,8,8,0,Thank you for your purchase!,134.95,134.95,100,Grow Lights Ballast > Magnetic Ballasts,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/basic-ballast2_index.jpg,,,,,,,,,UNO
,,,Value Line 1000W. MH/HPS Switchable Steel Ballast 110V/240V.,1,0,visible,,,,,taxable,standard,1,notify,1,48,16,11,10,0,Thank you for your purchase!,144,144,100,Grow Lights Ballast > Magnetic Ballasts,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/value-line-ballast-steel.jpg,,,,,,,,,
,,,430 Sodium Son-Agro 54000 lumens,1,0,visible,,,,,taxable,standard,1,notify,1,1,17,3,3,0,Thank you for your purchase!,89.95,89.95,100,Grow Lights Ballast > Bulbs > Philips,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/philips_logo.jpg,,,,,,,,,Philips
,,,1000 W HPS Alto Agrolite XT 140000 lumens,1,0,visible,,,,,taxable,standard,1,notify,1,1,17,3,3,0,Thank you for your purchase!,99.95,99.95,100,Grow Lights Ballast > Bulbs > Philips,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/philips_logo.jpg,,,,,,,,,Philips
,,,"Pulse Start Metal Halide 7,000K for Vegative Growth",1,0,visible,,,,,taxable,standard,1,notify,1,1,17,3,3,0,Thank you for your purchase!,59.95,59.95,100,Grow Lights Ballast > Bulbs > Plantmax,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/plantmax_pulse.jpg,,,,,,,,,Plantmax
,,,"Pulse Start Metal Halide 3,000K for Flowering Growth",1,0,visible,,,,,taxable,standard,1,notify,1,1,17,3,3,0,Thank you for your purchase!,59.95,59.95,100,Grow Lights Ballast > Bulbs > Plantmax,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/plantmax_pulse.jpg,,,,,,,,,Plantmax
,,,"Pulse Start Metal Halide 10,000K for Final Flowering",1,0,visible,,,,,taxable,standard,1,notify,1,1,17,3,3,0,Thank you for your purchase!,59.95,59.95,100,Grow Lights Ballast > Bulbs > Plantmax,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/plantmax_pulse.jpg,,,,,,,,,Plantmax
,,,"Pulse Start M.H.600W. 7,000K for Vegative Growth",1,0,visible,,,,,taxable,standard,1,notify,1,1,17,3,3,0,Thank you for your purchase!,79.95,79.95,100,Grow Lights Ballast > Bulbs > Plantmax,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/plantmax_pulse.jpg,,,,,,,,,Plantmax
,,,"Pulse Start M.H.600W. 3,000K for Flowering Growth",1,0,visible,,,,,taxable,standard,1,notify,1,1,17,3,3,0,Thank you for your purchase!,79.95,79.95,100,Grow Lights Ballast > Bulbs > Plantmax,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/plantmax_pulse.jpg,,,,,,,,,Plantmax
,,,"Pulse Start M.H.600W. 10,000K for Final Flowering",1,0,visible,,,,,taxable,standard,1,notify,1,1,17,3,3,0,Thank you for your purchase!,79.95,79.95,100,Grow Lights Ballast > Bulbs > Plantmax,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/plantmax_pulse.jpg,,,,,,,,,Plantmax
,,,"Pulse Start M.H.1000W. 7,000K for Vegative Growth",1,0,visible,,,,,taxable,standard,1,notify,1,1,17,3,3,0,Thank you for your purchase!,99.95,99.95,100,Grow Lights Ballast > Bulbs > Plantmax,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/plantmax_pulse.jpg,,,,,,,,,Plantmax
,,,"Pulse Start M.H.1000W. 3,000K for Flowering Growth",1,0,visible,,,,,taxable,standard,1,notify,1,1,17,3,3,0,Thank you for your purchase!,99.95,99.95,100,Grow Lights Ballast > Bulbs > Plantmax,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/plantmax_pulse.jpg,,,,,,,,,Plantmax
,,,"Pulse Start M.H.1000W. 10,000K for Final Flowering",1,0,visible,,,,,taxable,standard,1,notify,1,1,17,3,3,0,Thank you for your purchase!,99.95,99.95,100,Grow Lights Ballast > Bulbs > Plantmax,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/plantmax_pulse.jpg,,,,,,,,,Plantmax
,,,"Plantmax 250W. MH High Output 24,000 lumens",1,0,visible,,,,,taxable,standard,1,notify,1,1,12,5,5,0,Thank you for your purchase!,29.95,29.95,100,Grow Lights Ballast > Bulbs > Plantmax,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/plantmax2.jpg,,,,,,,,,Plantmax
,,,"Plantmax 400W. MH High Output 39,000 lumens",1,0,visible,,,,,taxable,standard,1,notify,1,1,12,6,6,0,Thank you for your purchase!,29.95,29.95,100,Grow Lights Ballast > Bulbs > Plantmax,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/plantmax2.jpg,,,,,,,,,Plantmax
,,,"Plantmax 1000W. MH High Output 120,000 lumens",1,0,visible,,,,,taxable,standard,1,notify,1,1,16,6,6,0,Thank you for your purchase!,59.95,59.95,100,Grow Lights Ballast > Bulbs > Plantmax,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/plantmax2.jpg,,,,,,,,,Plantmax
,,,"Plantmax 400W. 72K MH High Output 32,000 lumens",1,0,visible,,,,,taxable,standard,1,notify,1,1,12,6,6,0,Thank you for your purchase!,39.99,39.99,100,Grow Lights Ballast > Bulbs > Plantmax,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/plantmax2.jpg,,,,,,,,,Plantmax
,,,"Plantmax 1000W. 72K MH High Output 90,000 lumens",1,0,visible,,,,,taxable,standard,1,notify,1,1,16,6,6,0,Thank you for your purchase!,79.99,79.99,100,Grow Lights Ballast > Bulbs,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/plantmax2.jpg,,,,,,,,,Plantmax
,,,"Plantmax 250W. HPS High Output 29,000 lumens",1,0,visible,,,,,taxable,standard,1,notify,1,1,10,3,3,0,Thank you for your purchase!,29.95,29.95,100,Grow Lights Ballast > Bulbs > Plantmax,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/plantmax2.jpg,,,,,,,,,Plantmax
,,,"Plantmax 400W. HPS High Output 50,000 lumens",1,0,visible,,,,,taxable,standard,1,notify,1,1,12,3,3,0,Thank you for your purchase!,29.95,29.95,100,Grow Lights Ballast > Bulbs > Plantmax,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/plantmax2.jpg,,,,,,,,,Plantmax
,,,"Plantmax 430W. HPS High Output 58,000 lumens",1,0,visible,,,,,taxable,standard,1,notify,1,1,12,3,3,0,Thank you for your purchase!,39.95,39.95,100,Grow Lights Ballast > Bulbs > Plantmax,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/plantmax2.jpg,,,,,,,,,Plantmax
,,,"Plantmax 600W. HPS High Output 90,000 lumens",1,0,visible,,,,,taxable,standard,1,notify,1,1,15,3,3,0,Thank you for your purchase!,79.95,79.95,100,Grow Lights Ballast > Bulbs > Plantmax,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/plantmax2.jpg,,,,,,,,,Plantmax
,,,"Plantmax 1000W. HPS High Output 140,000 lumens",1,0,visible,,,,,taxable,standard,1,notify,1,1,17,3,3,0,Thank you for your purchase!,69.95,69.95,100,Grow Lights Ballast > Bulbs,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/plantmax2.jpg,,,,,,,,,Plantmax
,,,"Plantmax 220W. HPS Conversion 25,000 lumens",1,0,visible,,,,,taxable,standard,1,notify,1,1,10,3,3,0,Thank you for your purchase!,39.95,39.95,100,Grow Lights Ballast > Bulbs > Plantmax,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/plantmax2.jpg,,,,,,,,,Plantmax
,,,"Plantmax 360W. HPS Conversion 45,000 lumens",1,0,visible,,,,,taxable,standard,1,notify,1,1,10,3,3,0,Thank you for your purchase!,39.95,39.95,100,Grow Lights Ballast > Bulbs > Plantmax,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/plantmax2.jpg,,,,,,,,,Plantmax
,,,"Plantmax 400W. MH Conversion 36,000 lumens",1,0,visible,,,,,taxable,standard,1,notify,1,1,12,5,5,0,Thank you for your purchase!,39.95,39.95,100,Grow Lights Ballast > Bulbs > Plantmax,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/plantmax2.jpg,,,,,,,,,Plantmax
,,,"Plantmax 600W. MH Conversion 57,000 lumens",1,0,visible,,,,,taxable,standard,1,notify,1,1,15,5,5,0,Thank you for your purchase!,89.95,89.95,100,Grow Lights Ballast > Bulbs > Plantmax,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/plantmax2.jpg,,,,,,,,,Plantmax
,,,"Plantmax 1000W. MH Conversion 110,000 lumens",1,0,visible,,,,,taxable,standard,1,notify,1,1,17,6,6,0,Thank you for your purchase!,89.95,89.95,100,Grow Lights Ballast > Bulbs > Plantmax,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/plantmax2.jpg,,,,,,,,,Plantmax
,,,"T5 CFL 2' Plantmax Warm 24W 3000K tube 2,280 lumens",1,0,visible,,,,,taxable,standard,1,notify,1,1,24,1,1,0,Thank you for your purchase!,8.95,8.95,100,Grow Lights Ballast > Bulbs > T5 Bulbs,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/plantmax2.jpg,,,,,,,,,Plantmax
,,,T5 CFL 2' Plantmax Day 24W. 6500K tube 2520 lumens,1,0,visible,,,,,taxable,standard,1,notify,1,1,24,1,1,0,Thank you for your purchase!,8.95,8.95,100,Grow Lights Ballast > Bulbs > T5 Bulbs,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/plantmax2.jpg,,,,,,,,,Plantmax
,,,T5 CFL 4' Plantmax Warm 54W. 3000K tube 4800 lumens,1,0,visible,,,,,taxable,standard,1,notify,1,1,48,1,1,0,Thank you for your purchase!,10.95,10.95,100,Grow Lights Ballast > Bulbs > T5 Bulbs,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/plantmax2.jpg,,,,,,,,,Plantmax
,,,T5 CFL 4' Plantmax Day 54W. 6500K tube 5000 lumens,1,0,visible,,,,,taxable,standard,1,notify,1,1,48,1,1,0,Thank you for your purchase!,10.95,10.95,100,Grow Lights Ballast > Bulbs > T5 Bulbs,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/plantmax2.jpg,,,,,,,,,Plantmax
,,,"SolarMax 400W. HPS W/ 55,000 Lumens",1,0,visible,,,,,taxable,standard,1,notify,1,1,12,3,3,0,Thank you for your purchase!,57.95,57.95,100,Grow Lights Ballast > Bulbs > SolarMAX,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/solarmax_red_box.jpg,,,,,,,,,Solarmax
,,,"SolarMax 600W. HPS W/ 95,000 Lumens",1,0,visible,,,,,taxable,standard,1,notify,1,1,15,3,3,0,Thank you for your purchase!,83.95,83.95,100,Grow Lights Ballast > Bulbs > SolarMAX,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/solarmax_red_box.jpg,,,,,,,,,Solarmax
,,,"SolarMax 1000W. HPS w/ 147,000 Lumens",1,0,visible,,,,,taxable,standard,1,notify,1,1,17,3,3,0,Thank you for your purchase!,114.95,114.95,100,Grow Lights Ballast > Bulbs > SolarMAX,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/solarmax_red_box.jpg,,,,,,,,,Solarmax
,,,"SolarMax 400W. MHT veg/Conversion w/32,000 Lumens",1,0,visible,,,,,taxable,standard,1,notify,1,1,12,3,3,0,Thank you for your purchase!,115.95,115.95,100,Grow Lights Ballast > Bulbs > SolarMAX,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/solarmax_blue_box.jpg,,,,,,,,,Solarmax
,,,"SolarMax 600W. MHT veg/Conversion w/ 55,000 Lumens",1,0,visible,,,,,taxable,standard,1,notify,1,1,15,3,3,0,Thank you for your purchase!,129.95,129.95,100,Grow Lights Ballast > Bulbs > SolarMAX,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/solarmax_blue_box.jpg,,,,,,,,,Solarmax
,,,"SolarMax 1000W. MHT veg/Conversion w/ 90,000 Lumens",1,0,visible,,,,,taxable,standard,1,notify,1,1,17,3,3,0,Thank you for your purchase!,135.95,135.95,100,Grow Lights Ballast > Bulbs > SolarMAX,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/solarmax_blue_box.jpg,,,,,,,,,Solarmax
,,,"SolarMax 400W. MHT Metal Halide Veg. 32,000 Lumens",1,0,visible,,,,,taxable,standard,1,notify,1,1,12,5,5,0,Thank you for your purchase!,115.95,115.95,100,Grow Lights Ballast > Bulbs > SolarMAX,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/solarmax_veg_mh.jpg,,,,,,,,,Solarmax
,,,"SMMH1000WV SolarMax 1000W MHT Metal Hailde Veg. 85,000 Lumens",1,0,visible,,,,,taxable,standard,1,notify,1,1,17,6,6,0,Thank you for your purchase!,123.95,123.95,100,Grow Lights Ballast > Bulbs > SolarMAX,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/solarmax_veg_mh.jpg,,,,,,,,,Solarmax
,,,"SolarMax 400W. MH Gold 36,000 Lumens",1,0,visible,,,,,taxable,standard,1,notify,1,1,12,5,5,0,Thank you for your purchase!,105.95,105.95,100,Grow Lights Ballast > Bulbs > SolarMAX,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/solarmax_gold_box.jpg,,,,,,,,,Solarmax
,,,"SolarMax 1000W. MH Gold 100,000 Lumens",1,0,visible,,,,,taxable,standard,1,notify,1,1,17,6,6,0,Thank you for your purchase!,133.95,133.95,100,Grow Lights Ballast > Bulbs > SolarMAX,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/solarmax_gold_box.jpg,,,,,,,,,Solarmax
,,,"Light Rail 5 Motor, Crossbar, 8' rail",1,0,visible,,,,,taxable,standard,1,notify,1,13,96,5,5,0,Thank you for your purchase!,499.95,499.95,100,Grow Lights Ballast > Light Movers,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/light_rail_5.jpg,,,,,,,,,
,,,Light Rail 5 Crossbar Mounting Kit,1,0,visible,,,,,taxable,standard,1,notify,1,1,12,12,12,0,Thank you for your purchase!,4.95,4.95,100,Grow Lights Ballast > Light Movers,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/light_rail_5.jpg,,,,,,,,,
,,,Light Rail 5 4ft auxilary rail,1,0,visible,,,,,taxable,standard,1,notify,1,1,48,5,5,0,Thank you for your purchase!,71.98,71.98,100,Grow Lights Ballast > Light Movers,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/light_rail_5.jpg,,,,,,,,,
,,,Light Rail 5 Add-A-Bar kit,1,0,visible,,,,,taxable,standard,1,notify,1,12,12,12,12,0,Thank you for your purchase!,161.95,161.95,100,Grow Lights Ballast > Light Movers,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/light_rail_5.jpg,,,,,,,,,
,,,Light Rail 3.5 6 rpm Intelli-drive plus mounting hardware,1,0,visible,,,,,taxable,standard,1,notify,1,9,72,12,12,0,Thank you for your purchase!,222.95,222.95,100,Grow Lights Ballast > Light Movers,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/light_rail_35.jpg,,,,,,,,,
,,,Light Rail 3.5 10 rpm Intelli-drive plus mounting hardware,1,0,visible,,,,,taxable,standard,1,notify,1,9,72,12,12,0,Thank you for your purchase!,222.95,222.95,100,Grow Lights Ballast > Light Movers,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/light_rail_35.jpg,,,,,,,,,
,,,6 ft add-a-lamp pkg. Includes rail pushrod trolley & hardware,1,0,visible,,,,,taxable,standard,1,notify,1,3,72,12,12,0,Thank you for your purchase!,59.95,59.95,100,Grow Lights Ballast > Light Movers,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/light_rail_35.jpg,,,,,,,,,
,,,6 ft Rail only,1,0,visible,,,,,taxable,standard,1,notify,1,5,72,6,6,0,Thank you for your purchase!,25.95,25.95,100,Grow Lights Ballast > Light Movers,,,,,,,,,,,,,,,,
,,,3 ft extender rail- A 3 foot section of rail to extend a 6 ft section into a 9 ft,1,0,visible,,,,,taxable,standard,1,notify,1,3,36,6,6,0,Thank you for your purchase!,31.95,31.95,100,Grow Lights Ballast > Light Movers,,,,,,,,,,,,,,,,
,,,Robo-Stick lamp stabilizer,1,0,visible,,,,,taxable,standard,1,notify,1,3,12,12,12,0,Thank you for your purchase!,31.95,31.95,100,Grow Lights Ballast > Light Movers,,,,,,,,,,,,,,,,
,,,6 rpm Intelli-drive motor w/0-60 sec Time delay,1,0,visible,,,,,taxable,standard,1,notify,1,3,12,12,12,0,Thank you for your purchase!,215.95,215.95,100,Grow Lights Ballast > Light Movers,,,,,,,,,,,,,,,,
,,,10 rpm Intelli-drive motor w/0-60 sec Time delay,1,0,visible,,,,,taxable,standard,1,notify,1,4,12,12,12,0,Thank you for your purchase!,215.95,215.95,100,Grow Lights Ballast > Light Movers,,,,,,,,,,,,,,,,
,,,Drive wheel O-ring Kit ( tension spring O-ring Nut Bolt),1,0,visible,,,,,taxable,standard,1,notify,1,1,8,8,8,0,Thank you for your purchase!,4,4,100,Grow Lights Ballast > Light Movers,,,,,,,,,,,,,,,,
,,,Trolley wheel replacement kit,1,0,visible,,,,,taxable,standard,1,notify,1,1,12,12,12,0,Thank you for your purchase!,4.5,4.5,100,Grow Lights Ballast > Light Movers,,,,,,,,,,,,,,,,
,,,Thumb screws /stops for LR 3.5,1,0,visible,,,,,taxable,standard,1,notify,1,1,3,3,3,0,Thank you for your purchase!,1.5,1.5,100,Grow Lights Ballast > Light Movers,,,,,,,,,,,,,,,,
,,,Trolley Slave,1,0,visible,,,,,taxable,standard,1,notify,1,1,12,12,12,0,Thank you for your purchase!,23.95,23.95,100,Grow Lights Ballast > Light Movers,,,,,,,,,,,,,,,,
,,,Add a Lamp Hardware Kit (Trolley and mounting hardware),1,0,visible,,,,,taxable,standard,1,notify,1,1,12,12,12,0,Thank you for your purchase!,23.95,23.95,100,Grow Lights Ballast > Light Movers,,,,,,,,,,,,,,,,
,,,Dual Diaphram Air Pump,1,0,visible,,,,,taxable,standard,1,notify,1,5,12,12,12,0,Thank you for your purchase!,106.5,106.5,100,Water Pumps,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/pump_dual_diaphram.jpg,,,,,,,,,General Hydroponics
,,,Dual Diaphram Rebuild Kit 2 diaphrams & nylock nuts,1,0,visible,,,,,taxable,standard,1,notify,1,1,12,12,12,0,Thank you for your purchase!,34.89,34.89,100,Water Pumps,,,,,,,,,,,,,,,,General Hydroponics
,,,TNC 1/4 hp / 1250 gph,1,0,visible,,,,,taxable,standard,1,notify,1,8,12,12,12,0,Thank you for your purchase!,244.5,244.5,100,Water Pumps,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/pump_tnc.jpg,,,,,,,,,General Hydroponics
,,,40 micron filter for TNC pump,1,0,visible,,,,,taxable,standard,1,notify,1,1,3,3,3,0,Thank you for your purchase!,13.49,13.49,100,Water Pumps,,,,,,,,,,,,,,,,General Hydroponics
,,,Mag Drive #2 Pump 250 gph,1,0,visible,,,,,taxable,standard,1,notify,1,1,6,6,6,0,Thank you for your purchase!,73.33,73.33,100,Water Pumps,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/mag_drive_pump.jpg,,,,,,,,,General Hydroponics
,,,Mag Drive #3 Pump 350 gph,1,0,visible,,,,,taxable,standard,1,notify,1,1,8,8,8,0,Thank you for your purchase!,74.98,74.98,100,Water Pumps,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/mag_drive_pump.jpg,,,,,,,,,General Hydroponics
,,,Mag Drive #7 Pump 700 gph,1,0,visible,,,,,taxable,standard,1,notify,1,1,12,12,12,0,Thank you for your purchase!,104.49,104.49,100,Water Pumps,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/mag_drive_pump.jpg,,,,,,,,,General Hydroponics
,,,mag drive pump filter,1,0,visible,,,,,taxable,standard,1,notify,1,1,3,3,3,0,Thank you for your purchase!,5.98,5.98,100,Water Pumps,,,,,,,,,,,,,,,,General Hydroponics
,,,Vortex Sprayer 12 V DC,1,0,visible,,,,,taxable,standard,1,notify,1,4,12,12,12,0,Thank you for your purchase!,129.99,129.99,100,Water Pumps,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/pump_vortex.jpg,,,,,,,,,General Hydroponics
,,,Block-IR 4' x 25' Roll,1,0,visible,,,,,taxable,standard,1,notify,1,4,48,3,3,0,Thank you for your purchase!,79.95,79.95,100,Reflective Wall Fabric,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/block-ir.jpg,,,,,,,,,
,,,Block-IR 4' x 50' Roll,1,0,visible,,,,,taxable,standard,1,notify,1,8,48,4,4,0,Thank you for your purchase!,139,139,100,Reflective Wall Fabric,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/block-ir.jpg,,,,,,,,,
,,,Block-IR 4' x 100' Roll,1,0,visible,,,,,taxable,standard,1,notify,1,15,48,6,6,0,Thank you for your purchase!,249,249,100,Reflective Wall Fabric,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/block-ir.jpg,,,,,,,,,
,,,1mm Thick 25' Mylar Roll,1,0,visible,,,,,taxable,standard,1,notify,1,4,48,3,3,0,Thank you for your purchase!,20.95,20.95,100,Reflective Wall Fabric,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/reflective_mylar.jpg,,,,,,,,,
,,,1mm Thick 50' Mylar Roll,1,0,visible,,,,,taxable,standard,1,notify,1,8,48,4,4,0,Thank you for your purchase!,30.95,30.95,100,Reflective Wall Fabric,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/reflective_mylar.jpg,,,,,,,,,
,,,1mm Thick 100' Mylar Roll,1,0,visible,,,,,taxable,standard,1,notify,1,15,48,5,5,0,Thank you for your purchase!,58.95,58.95,100,Reflective Wall Fabric,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/reflective_mylar.jpg,,,,,,,,,
,,,2mm Thick 50' Mylar Roll,1,0,visible,,,,,taxable,standard,1,notify,1,8,48,6,6,0,Thank you for your purchase!,48.95,48.95,100,Reflective Wall Fabric,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/reflective_mylar.jpg,,,,,,,,,
,,,2mm Thick 100' Mylar Roll,1,0,visible,,,,,taxable,standard,1,notify,1,15,48,9,9,0,Thank you for your purchase!,88.95,88.95,100,Reflective Wall Fabric,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/reflective_mylar.jpg,,,,,,,,,
,,,Mechanical Timer Dual-Outlet,1,0,visible,,,,,taxable,standard,1,notify,1,4,10,8,6,0,Thank you for your purchase!,16.95,16.95,100,Timers,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/timer_high_yield.jpg,,,,,,,,,High-Yield Lighting
,,,Digital Timer Dual-Outlet,1,0,visible,,,,,taxable,standard,1,notify,1,4,10,8,6,0,Thank you for your purchase!,19.95,19.95,100,Timers,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/Sunleaves_SunDial2_Dual_Digital_Timer.jpg,,,,,,,,,High-Yield Lighting
,,,Timer / frequency & duration (no photo eye),1,0,visible,,,,,taxable,standard,1,notify,1,5,10,10,10,0,Thank you for your purchase!,275,275,100,Timers,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/cst-1p.jpg,,,,,,,,,Green Air Products
,,,Timer/frequency& duration / photo-eye,1,0,visible,,,,,taxable,standard,1,notify,1,5,10,10,10,0,Thank you for your purchase!,305,305,100,Timers,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/cst-1p.jpg,,,,,,,,,Green Air Products
,,,24 Hour Timer w/cooling thermostat,1,0,visible,,,,,taxable,standard,1,notify,1,5,20,12,6,0,Thank you for your purchase!,255,255,100,Timers,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/24dt.jpg,,,,,,,,,Green Air Products
,,,24 Hour Clock Timers,1,0,visible,,,,,taxable,standard,1,notify,1,5,20,12,6,0,Thank you for your purchase!,230,230,100,Timers,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/24dt.jpg,,,,,,,,,Green Air Products
,,,4 Light Timer (120 V.),1,0,visible,,,,,taxable,standard,1,notify,1,5,10,10,10,0,Thank you for your purchase!,335,335,100,Timers,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/lt4-120.jpg,,,,,,,,,Green Air Products
,,,4 Light timer (240 V.),1,0,visible,,,,,taxable,standard,1,notify,1,5,10,10,10,0,Thank you for your purchase!,400,400,100,Timers,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/lt4-120.jpg,,,,,,,,,Green Air Products
,,,10A 120V w/battery backup,1,0,visible,,,,,taxable,standard,1,notify,1,5,10,10,10,0,Thank you for your purchase!,335,335,100,Timers,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/lt4-120.jpg,,,,,,,,,Green Air Products
,,,10A 240V w/battery backup,1,0,visible,,,,,taxable,standard,1,notify,1,5,10,10,10,0,Thank you for your purchase!,400,400,100,Timers,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/lt4-120.jpg,,,,,,,,,Green Air Products
