Handle,Product_Name,Product_Type,Status,Published_Date,Tags,Vendor,Description,SEO_Title,SEO_Description,Variant_Title,Variant_SKU,Variant_Price,Variant_Compare_Price,Variant_Inventory,Variant_Weight,Variant_Weight_Unit,Variant_Requires_Shipping,Variant_Taxable,Variant_Option1_Name,Variant_Option1,Variant_Fulfillment_Service,Variant_Inventory_Policy,Variant_Inventory_Tracker,Variant_Barcode,Image_URL
scietetics-ful-v-tech-element-transfer-system,Scietetics Ful V Tech Element Transfer System,grouped,active,2025-11-03 17:17:15,GROW LARGE,H Moon Hydro,"[caption id=""attachment_63527"" align=""alignnone"" width=""163""] FUL V TECH[/caption]",,,Scietetics Ful V Tech Element Transfer System Quart,,22.00,26.00,0,0.00,lb,True,True,Size,Quart,manual,continue,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/FUL-V_a05c1df2-dde6-4bdd-91bb-117e4b784257.png?v=1761679057
scietetics-magcal,Scietetics MagCal,grouped,active,2025-11-03 17:17:15,"MAGAL, MagCaL",H Moon Hydro,,,,Scietetics MagCal 15 Gallon,,650.00,700.00,0,0.00,lb,True,True,Variant,15 Gallon,manual,continue,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/MAGCAL_V3_6489227c-f83a-432d-b76a-30bccef37d2c.png?v=1761679060
scietetics-magcal,Scietetics MagCal,grouped,active,2025-11-03 17:17:15,"MAGAL, MagCaL",H Moon Hydro,,,,Scietetics MagCal  2.5Gal.,,130.00,140.00,0,25.00,oz,True,True,Variant,2.5Gal.,manual,continue,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/MAGCAL_V3_531498d5-cdf9-42c0-af88-522f46f66bbb.png?v=1761679059
scietetics-magcal,Scietetics MagCal,grouped,active,2025-11-03 17:17:15,"MAGAL, MagCaL",H Moon Hydro,,,,Scietetics MagCal 5 Gallon,,245.00,255.00,0,60.00,oz,True,True,Variant,5 Gallon,manual,continue,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/MAGCAL_V3.png?v=1761679059
scietetics-magcal,Scietetics MagCal,grouped,active,2025-11-03 17:17:15,"MAGAL, MagCaL",H Moon Hydro,,,,Scietetics MagCal Gallon,,60.00,70.00,0,0.00,lb,True,True,Variant,Gallon,manual,continue,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/MAGCAL_V3_383335d5-b215-41e6-8301-42fbd40e15c8.png?v=1761679066
scietetics-magcal,Scietetics MagCal,grouped,active,2025-11-03 17:17:15,"MAGAL, MagCaL",H Moon Hydro,,,,Scietetics MagCal,,24.95,26.95,0,0.00,lb,True,True,Variant,Scietetics MagCal,manual,continue,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/MAGCAL_V3_61e9a447-bb0f-4a6b-b988-d7c7ad570dc0.png?v=1761679059
sensi-bloom-part-a,Sensi Bloom part A,grouped,active,2025-11-03 17:17:15,,H Moon Hydro,,,,Sensi Bloom part A (1 gal),hmh01052,40.56,,0,12.00,oz,True,True,Size,(1 gal),manual,continue,shopify,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/SensiBloomA.jpg?v=1761679065
sensi-bloom-part-a,Sensi Bloom part A,grouped,active,2025-11-03 17:17:15,,H Moon Hydro,,,,Sensi Bloom part A (2.5 gal),hmh01053,82.50,,0,28.00,oz,True,True,Size,(2.5 gal),manual,continue,shopify,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/SensiBloomA_a8920236-bd34-4566-8b39-e279b4b3cf03.jpg?v=1761679065
silicium-bloom,SiLICIUM Bloom,grouped,active,2025-11-03 17:17:15,"SiLICIUM mono-silicic acid, monosilicic acid",H Moon Hydro,"SiLICIUM Bloom

During 12/12 flower cycles, switch to SiLICIUM Bloom in efforts to promote larger flowers and fruits as well as regulate “salt stress” caused from excess K/Na molecules. The ancillary effect of monosilicic acid and fulvic agents encourage the facilitation of phosphorous and calcium, but also simultaneously reduce toxicity of heavy metals, aluminum, and manganese within the plant system. Formulated specifically for budding and fruiting cycles, SiLICIUM Bloom provides silicon in the conjunctional form serving as a biological chelate.

SiLICIUM mono-silicic acid also ensures that the plant stomata diameter is decreased, which helps regulates moisture loss thereby enhancing the mobility of various macro and micro nutritional elements throughout the crop.

Increased resistance and protection against diseases.
Protection against diseases, drought, heat and other environmental stressors during vegetative and budding development.
SiLICIUM mono-silicic acid also ensures that the plant stomata diameter is decreased.
Dosage

Use a minimum of 15mL per 100 Liters OR .5ML per 1 gal of feeding water throughout the growing cycle.

ALWAYS mix SiLICIUM with Tap or RO water before any other nutrients.",,,Silicium Bloom 250 ML,,99.00,154.00,0,0.00,lb,True,True,Size,250 ML,manual,continue,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/SILBL1L_l_41627204-f325-4f41-8060-4dbebd0bce94.jpg?v=1761679066
silicium-bloom,SiLICIUM Bloom,grouped,active,2025-11-03 17:17:15,"SiLICIUM mono-silicic acid, monosilicic acid",H Moon Hydro,"SiLICIUM Bloom

During 12/12 flower cycles, switch to SiLICIUM Bloom in efforts to promote larger flowers and fruits as well as regulate “salt stress” caused from excess K/Na molecules. The ancillary effect of monosilicic acid and fulvic agents encourage the facilitation of phosphorous and calcium, but also simultaneously reduce toxicity of heavy metals, aluminum, and manganese within the plant system. Formulated specifically for budding and fruiting cycles, SiLICIUM Bloom provides silicon in the conjunctional form serving as a biological chelate.

SiLICIUM mono-silicic acid also ensures that the plant stomata diameter is decreased, which helps regulates moisture loss thereby enhancing the mobility of various macro and micro nutritional elements throughout the crop.

Increased resistance and protection against diseases.
Protection against diseases, drought, heat and other environmental stressors during vegetative and budding development.
SiLICIUM mono-silicic acid also ensures that the plant stomata diameter is decreased.
Dosage

Use a minimum of 15mL per 100 Liters OR .5ML per 1 gal of feeding water throughout the growing cycle.

ALWAYS mix SiLICIUM with Tap or RO water before any other nutrients.",,,Silicium Bloom 500 ML,,199.00,230.00,0,0.00,lb,True,True,Size,500 ML,manual,continue,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/SILBL1L_l.jpg?v=1761679066
silicium-bloom,SiLICIUM Bloom,grouped,active,2025-11-03 17:17:15,"SiLICIUM mono-silicic acid, monosilicic acid",H Moon Hydro,"SiLICIUM Bloom

During 12/12 flower cycles, switch to SiLICIUM Bloom in efforts to promote larger flowers and fruits as well as regulate “salt stress” caused from excess K/Na molecules. The ancillary effect of monosilicic acid and fulvic agents encourage the facilitation of phosphorous and calcium, but also simultaneously reduce toxicity of heavy metals, aluminum, and manganese within the plant system. Formulated specifically for budding and fruiting cycles, SiLICIUM Bloom provides silicon in the conjunctional form serving as a biological chelate.

SiLICIUM mono-silicic acid also ensures that the plant stomata diameter is decreased, which helps regulates moisture loss thereby enhancing the mobility of various macro and micro nutritional elements throughout the crop.

Increased resistance and protection against diseases.
Protection against diseases, drought, heat and other environmental stressors during vegetative and budding development.
SiLICIUM mono-silicic acid also ensures that the plant stomata diameter is decreased.
Dosage

Use a minimum of 15mL per 100 Liters OR .5ML per 1 gal of feeding water throughout the growing cycle.

ALWAYS mix SiLICIUM with Tap or RO water before any other nutrients.",,,"SiLICIUM Bloom, liter",,299.00,330.00,0,8.00,oz,True,True,Size,liter,manual,continue,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/SILBL1L_l_bc4d2891-cbd9-4cd3-b13b-e6bf8a6e7993.jpg?v=1761679081
silicium-mono-si,SiLICIUM mono si,grouped,active,2025-11-03 17:17:15,GROW LARGE,H Moon Hydro,,,,SiLICIUM mono si 250 ml,,85.00,105.00,0,0.00,lb,True,True,Size,250 ml,manual,continue,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Silicium.jpg?v=1761679066
silicium-mono-si,SiLICIUM mono si,grouped,active,2025-11-03 17:17:15,GROW LARGE,H Moon Hydro,,,,SiLICIUM mono si 500 ml,,199.00,210.00,0,1.00,oz,True,True,Size,500 ml,manual,continue,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Silicium-silicic-acid_5.8-DISTRIBUTION.webp?v=1761679082
solarmax-hps-lumens,SolarMax HPS w,grouped,active,2025-11-03 17:17:15,,H Moon Hydro,,,,"SolarMax 1000W. HPS w/ 147,000 Lumens",hmh00886,39.00,114.95,0,1.00,oz,True,True,Size,"SolarMax 1000W. HPS w/ 147,000 Lumens",manual,continue,shopify,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/solarmax_red_box_21d5c5e9-56de-4d5a-bff9-344b198ab917.jpg?v=1761679089
solarmax-hps-lumens,SolarMax HPS w,grouped,active,2025-11-03 17:17:15,,H Moon Hydro,,,,"SolarMax 400W. HPS W/ 55,000 Lumens",hmh00884,39.00,57.95,0,0.00,lb,True,True,Size,"SolarMax 400W. HPS W/ 55,000 Lumens",manual,continue,shopify,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/solarmax_red_box.jpg?v=1761679073
solarmax-hps-lumens,SolarMax HPS w,grouped,active,2025-11-03 17:17:15,,H Moon Hydro,,,,"SolarMax 600W. HPS W/ 95,000 Lumens",hmh00885,29.00,83.95,0,1.00,oz,True,True,Size,"SolarMax 600W. HPS W/ 95,000 Lumens",manual,continue,shopify,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/solarmax_red_box_718f0a92-beba-4417-a066-ca62c5758d76.jpg?v=1761679089
spray-n-grow,Spray N Grow,grouped,active,2025-11-03 17:17:15,"Increased flower size, Spray N grow 16oz.",H Moon Hydro,"What is foliar feeding?
Foliar feeding provides nutrients to plants through its leaves and stems, not its root. Nutrients are sprayed on the leaves and stems and are absorbed by stomata, the epidermis and bark of woody plants. The nutrients move from the place of absorption throughout the entire plant, including the roots, within one day. Referencing the professors above, it’s about a foot an hour.",,,Spray N Grow 16oz.,,12.50,24.99,0,5.00,oz,True,True,Size,16oz.,manual,continue,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/32-oz.-sprayNgrow_0d2069fd-1aa8-452f-ad60-643ef5937c61.jpg?v=1761679096
spray-n-grow,Spray N Grow,grouped,active,2025-11-03 17:17:15,"Increased flower size, Spray N grow 16oz.",H Moon Hydro,"What is foliar feeding?
Foliar feeding provides nutrients to plants through its leaves and stems, not its root. Nutrients are sprayed on the leaves and stems and are absorbed by stomata, the epidermis and bark of woody plants. The nutrients move from the place of absorption throughout the entire plant, including the roots, within one day. Referencing the professors above, it’s about a foot an hour.",,,Spray N Grow 32 oz.,,19.99,40.00,0,10.00,oz,True,True,Size,32 oz.,manual,continue,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/32-oz.-sng.jpg?v=1761679073
stealth-ro-customized-reverse-osmosis-filter,Stealth RO Customized Reverse Osmosis filter,grouped,active,2025-11-03 17:17:15,,H Moon Hydro,,,,Stealth RO 150 Customized Reverse Osmosis filter,hmh00578,250.00,325.00,0,0.00,lb,True,True,Size,Stealth RO 150 Customized Reverse Osmosis filter,manual,continue,shopify,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/stealth100.jpg?v=1761679073
stealth-ro-customized-reverse-osmosis-filter,Stealth RO Customized Reverse Osmosis filter,grouped,active,2025-11-03 17:17:15,,H Moon Hydro,,,,Stealth RO 300 Customized Reverse Osmosis filter,hmh00577,299.00,450.00,0,0.00,lb,True,True,Size,Stealth RO 300 Customized Reverse Osmosis filter,manual,continue,shopify,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/stealth200.jpg?v=1761679073
sunblaster,Sunblaster CF,grouped,active,2025-11-03 17:17:15,,H Moon Hydro,,,,Sunblaster 125W CF 2500k,hmh01704,59.95,,0,0.00,lb,True,True,Size,Sunblaster 125W CF 2500k,manual,continue,shopify,,
sunblaster,Sunblaster CF,grouped,active,2025-11-03 17:17:15,,H Moon Hydro,,,,Sunblaster 200W CF 6400k,hmh01705,109.95,,0,0.00,lb,True,True,Size,Sunblaster 200W CF 6400k,manual,continue,shopify,,
x-pressing-screen,Gal bag Kit w x pressing screen,grouped,active,2025-11-03 17:17:15,,H Moon Hydro,,,,"5 Gal, 4 bag Kit w/12"" x 10"" pressing screen",hmh00820,134.95,,0,12.00,oz,True,True,Size,"5 Gal, 4 bag Kit w/12"" x 10"" pressing screen",manual,continue,shopify,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/guano_bags_5432064a-7f5c-487c-aa79-e6a63500893a.jpg?v=1761678749
x-pressing-screen,Gal bag Kit w x pressing screen,grouped,active,2025-11-03 17:17:15,,H Moon Hydro,,,,"5 Gal, 9 bag Kit w/12"" x 10"" pressing screen",hmh00821,250.00,,0,16.00,oz,True,True,Size,"5 Gal, 9 bag Kit w/12"" x 10"" pressing screen",manual,continue,shopify,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/guano_bags.jpg?v=1761678749
