Handle,Product_Name,Product_Type,Status,Published_Date,Tags,Vendor,Description,SEO_Title,SEO_Description,Variant_Title,Variant_SKU,Variant_Price,Variant_Compare_Price,Variant_Inventory,Variant_Weight,Variant_Weight_Unit,Variant_Requires_Shipping,Variant_Taxable,Variant_Option1_Name,Variant_Option1,Variant_Fulfillment_Service,Variant_Inventory_Policy,Variant_Inventory_Tracker,Variant_Barcode,Image_URL
site-plugs,Site Plugs,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"Site plugs available in 2 in., 3 in., 4 in. and 6 in.",,,4 in. Site Plug (case of 10),hmh00846,21.30,,0,1.00,lb,True,True,Variant,4 in. Site Plug (case of 10),manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/plugs.jpg
site-plugs,Site Plugs,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"Site plugs available in 2 in., 3 in., 4 in. and 6 in.",,,6 in. Site Plug (case of 10),hmh00847,31.90,,0,1.00,lb,True,True,Variant,6 in. Site Plug (case of 10),manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/plugs.jpg
snapture-snapstand,Snapture SnapStand,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,Our SnapStand® is specially designed for strength and is literally a snap to assemble. The custom SnapStand pieces make standard 1 1/4” PVC into a support stand for your system or as many uses as the grower's imagination can conceive.,,,Snapture Dovetail,hmh00849,3.79,,0,1.00,lb,True,True,Variant,Snapture Dovetail,manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/Snapture.jpg
snapture-snapstand,Snapture SnapStand,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,Our SnapStand® is specially designed for strength and is literally a snap to assemble. The custom SnapStand pieces make standard 1 1/4” PVC into a support stand for your system or as many uses as the grower's imagination can conceive.,,,Snapture Foot Base,hmh00848,4.79,,0,1.00,lb,True,True,Variant,Snapture Foot Base,manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/Snapture.jpg
snapture-snapstand,Snapture SnapStand,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,Our SnapStand® is specially designed for strength and is literally a snap to assemble. The custom SnapStand pieces make standard 1 1/4” PVC into a support stand for your system or as many uses as the grower's imagination can conceive.,,,Snapture Cross Fitting,hmh00850,4.79,,0,1.00,lb,True,True,Variant,Snapture Cross Fitting,manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/Snapture.jpg
mechanical-timers,Mechanical Timers,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,24 hour mechanical timers can be set for multiple on/off times per day in 15 minute increments. They are easy to set just by turning the dial to the time & pushing down notched for required on time. There is an override switch on the side to turn on on command.  <p>,,,UNO Single Mechanical Timer,hmh01321,10.99,,0,4.00,lb,True,True,Variant,UNO Single Mechanical Timer,manual,deny,shopify,,
cst-1p-timer-frequency-duration,CST-1(P) Timer / frequency & duration,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"The CST-1P has solved the age old problem of accurate short cycle timing. The only unit of it's kind designed specifically for the control of grow systems. It is easy to set up and operate. It is equipped with a solid-state time counter with adjustable frequency and duration. The CST-1P function timer has many uses and only a few of them include: fogging or misting, spray stakes or drip system timing, air pumps, CO2 equipment and intake / exhaust fan control.  <p>  The CST-1P may be set for frequency and duration of timed events. Frequency is the time between the ""on"" and ""off"" cycles. The frequency knob may be set from 7 minutes to 8 hours. Set this for desired time between functions. Duration is the length of time that a specific function or condition must be maintained. Duration may be set from 5 seconds to 30 minutes. Reset feature allows function synchronizing with other system controls. The right side of timer operates short cycle ""on"" times and left side outlets are ""on"" when right side is ""off"". This feature provides an interesting variety of timing combinations. Available with photo sensor to limit operation to daylight periods only (CST-1P) and/or built-in solenoid for emitter system timing.  <p>  This unit operates on 110V AC with 15 amp switching capacity.",,,Timer / frequency & duration (no photo eye),hmh00930,220.00,275.00,0,5.00,lb,True,True,Variant,Timer / frequency & duration (no photo eye),manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/cst-1p.jpg
cst-1p-timer-frequency-duration,CST-1(P) Timer / frequency & duration,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"The CST-1P has solved the age old problem of accurate short cycle timing. The only unit of it's kind designed specifically for the control of grow systems. It is easy to set up and operate. It is equipped with a solid-state time counter with adjustable frequency and duration. The CST-1P function timer has many uses and only a few of them include: fogging or misting, spray stakes or drip system timing, air pumps, CO2 equipment and intake / exhaust fan control.  <p>  The CST-1P may be set for frequency and duration of timed events. Frequency is the time between the ""on"" and ""off"" cycles. The frequency knob may be set from 7 minutes to 8 hours. Set this for desired time between functions. Duration is the length of time that a specific function or condition must be maintained. Duration may be set from 5 seconds to 30 minutes. Reset feature allows function synchronizing with other system controls. The right side of timer operates short cycle ""on"" times and left side outlets are ""on"" when right side is ""off"". This feature provides an interesting variety of timing combinations. Available with photo sensor to limit operation to daylight periods only (CST-1P) and/or built-in solenoid for emitter system timing.  <p>  This unit operates on 110V AC with 15 amp switching capacity.",,,Timer/frequency& duration / photo-eye,hmh00931,305.00,,0,5.00,lb,True,True,Variant,Timer/frequency& duration / photo-eye,manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/cst-1p.jpg
24-dt-1-24-hour-clock-timer,24-DT-1 -- 24 Hour Clock Timer,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"This controller features two independent 24 hour clock timers in one housing. Each time clock has a separate power cord and duplex outlet. Each timer has 96 non-detachable 15 minute on/off trippers. Function indicator lights display outlet power mode. High quality precision synchronous motors operate internal 15 amp switches. All Green Air Products controllers are housed in black anodized brush finish aluminum enclosures which can not break, chip or corrode. Use for lighting, pumps, solenoids, relays, fans, etc. Operates on 110V AC with 15 amp switching capacity.  <p>  Plug the power cords into 110V outlet. Plug equipment into timer receptacles. Do not exceed power ratings of wall outlet or electrical service. High amperage relays are available for heavy draw applications. Turn clock dial to current time of day. AM and PM is indicated by colored ring on dial face. Push the trippers toward the center of the dial for ""on"" times and leave in the outward position for ""off"" periods. The on/off functions may be as frequent as every 15 minutes.  <p>  By using Green Air Products High Amperage Relay (HAR-1) high voltage or amperage draw equipment can be functioned with the precise accuracy provided by the Dual Timer.",,,24 Hour Clock Timers,hmh00933,184.00,230.00,0,5.00,lb,True,True,Variant,24 Hour Clock Timers,manual,deny,shopify,,
24-dt-1-24-hour-clock-timer,24-DT-1 -- 24 Hour Clock Timer,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"This controller features two independent 24 hour clock timers in one housing. Each time clock has a separate power cord and duplex outlet. Each timer has 96 non-detachable 15 minute on/off trippers. Function indicator lights display outlet power mode. High quality precision synchronous motors operate internal 15 amp switches. All Green Air Products controllers are housed in black anodized brush finish aluminum enclosures which can not break, chip or corrode. Use for lighting, pumps, solenoids, relays, fans, etc. Operates on 110V AC with 15 amp switching capacity.  <p>  Plug the power cords into 110V outlet. Plug equipment into timer receptacles. Do not exceed power ratings of wall outlet or electrical service. High amperage relays are available for heavy draw applications. Turn clock dial to current time of day. AM and PM is indicated by colored ring on dial face. Push the trippers toward the center of the dial for ""on"" times and leave in the outward position for ""off"" periods. The on/off functions may be as frequent as every 15 minutes.  <p>  By using Green Air Products High Amperage Relay (HAR-1) high voltage or amperage draw equipment can be functioned with the precise accuracy provided by the Dual Timer.",,,24 Hour Timer w/cooling thermostat,hmh00932,255.00,,0,5.00,lb,True,True,Variant,24 Hour Timer w/cooling thermostat,manual,deny,shopify,,
lt4-4-light-timer-120-or-240-v,LT4 - 4 Light Timer (120 or 240 V),grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"These time switches are designed to operate high load lighting equipment, consisting of a premium quality precision synchronous clock motor and a high amperage switching circuit. All Green Air Products controllers are housed in black anodized brush finish aluminum enclosures which will not break, chip or corrode. They operate with a maximum combined outlet switching capacity of 40A. Plug or wire the power cord into a receptacle capable of handling the maximum total combined amperage draw of your equipment load. Make certain that the receptacle, wiring and circuit breaker are adequate and properly suited for this application. Plug lighting equipment into outlets located on each side of controller. Turn clock dial to current time of day. AM and PM is indicated by colored ring on dial face. Push trippers toward the center of the dial for ""on"" time and leave in the outward position for ""off"" period. Timer has 96 non-detachable 15 minute on/off trippers.    A typical installation of the LT4-240 lighting timer can be wired directly to a breaker in a service panel or via a sub panel or junction box. Electric range or dryer plugs are an optional, safe and a convenient way to provide a hookup.  <p>  The LT4-120 provides four 10A 120V outlet receptacles, each capable of powering up to 1000W of lighting equipment.  <p>  The LT4-240 offers four 10A 240V outlets and will power lighting equipment up to 1000W each.  <p>  The LT4-120-B offers a 90 hour battery back up. The LTR-40-DB has a digital clock 24/7 skip a day option, battery with 90 hours back up. The LT4-240 (also available as LT4-120) provides four 5A 240V outlet receptacles, each capable of powering up to 1000W of lighting equipment.",,,4 Light Timer (120 V.),hmh00934,335.00,,0,5.00,lb,True,True,Variant,4 Light Timer (120 V.),manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/lt4-120.jpg
lt4-4-light-timer-120-or-240-v,LT4 - 4 Light Timer (120 or 240 V),grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"These time switches are designed to operate high load lighting equipment, consisting of a premium quality precision synchronous clock motor and a high amperage switching circuit. All Green Air Products controllers are housed in black anodized brush finish aluminum enclosures which will not break, chip or corrode. They operate with a maximum combined outlet switching capacity of 40A. Plug or wire the power cord into a receptacle capable of handling the maximum total combined amperage draw of your equipment load. Make certain that the receptacle, wiring and circuit breaker are adequate and properly suited for this application. Plug lighting equipment into outlets located on each side of controller. Turn clock dial to current time of day. AM and PM is indicated by colored ring on dial face. Push trippers toward the center of the dial for ""on"" time and leave in the outward position for ""off"" period. Timer has 96 non-detachable 15 minute on/off trippers.    A typical installation of the LT4-240 lighting timer can be wired directly to a breaker in a service panel or via a sub panel or junction box. Electric range or dryer plugs are an optional, safe and a convenient way to provide a hookup.  <p>  The LT4-120 provides four 10A 120V outlet receptacles, each capable of powering up to 1000W of lighting equipment.  <p>  The LT4-240 offers four 10A 240V outlets and will power lighting equipment up to 1000W each.  <p>  The LT4-120-B offers a 90 hour battery back up. The LTR-40-DB has a digital clock 24/7 skip a day option, battery with 90 hours back up. The LT4-240 (also available as LT4-120) provides four 5A 240V outlet receptacles, each capable of powering up to 1000W of lighting equipment.",,,4 Light timer (240 V.),hmh00935,400.00,,0,5.00,lb,True,True,Variant,4 Light timer (240 V.),manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/lt4-120.jpg
lt4-4-light-timer-120-or-240-v,LT4 - 4 Light Timer (120 or 240 V),grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"These time switches are designed to operate high load lighting equipment, consisting of a premium quality precision synchronous clock motor and a high amperage switching circuit. All Green Air Products controllers are housed in black anodized brush finish aluminum enclosures which will not break, chip or corrode. They operate with a maximum combined outlet switching capacity of 40A. Plug or wire the power cord into a receptacle capable of handling the maximum total combined amperage draw of your equipment load. Make certain that the receptacle, wiring and circuit breaker are adequate and properly suited for this application. Plug lighting equipment into outlets located on each side of controller. Turn clock dial to current time of day. AM and PM is indicated by colored ring on dial face. Push trippers toward the center of the dial for ""on"" time and leave in the outward position for ""off"" period. Timer has 96 non-detachable 15 minute on/off trippers.    A typical installation of the LT4-240 lighting timer can be wired directly to a breaker in a service panel or via a sub panel or junction box. Electric range or dryer plugs are an optional, safe and a convenient way to provide a hookup.  <p>  The LT4-120 provides four 10A 120V outlet receptacles, each capable of powering up to 1000W of lighting equipment.  <p>  The LT4-240 offers four 10A 240V outlets and will power lighting equipment up to 1000W each.  <p>  The LT4-120-B offers a 90 hour battery back up. The LTR-40-DB has a digital clock 24/7 skip a day option, battery with 90 hours back up. The LT4-240 (also available as LT4-120) provides four 5A 240V outlet receptacles, each capable of powering up to 1000W of lighting equipment.",,,10A 120V w/battery backup,hmh00936,335.00,,0,5.00,lb,True,True,Variant,10A 120V w/battery backup,manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/lt4-120.jpg
lt4-4-light-timer-120-or-240-v,LT4 - 4 Light Timer (120 or 240 V),grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"These time switches are designed to operate high load lighting equipment, consisting of a premium quality precision synchronous clock motor and a high amperage switching circuit. All Green Air Products controllers are housed in black anodized brush finish aluminum enclosures which will not break, chip or corrode. They operate with a maximum combined outlet switching capacity of 40A. Plug or wire the power cord into a receptacle capable of handling the maximum total combined amperage draw of your equipment load. Make certain that the receptacle, wiring and circuit breaker are adequate and properly suited for this application. Plug lighting equipment into outlets located on each side of controller. Turn clock dial to current time of day. AM and PM is indicated by colored ring on dial face. Push trippers toward the center of the dial for ""on"" time and leave in the outward position for ""off"" period. Timer has 96 non-detachable 15 minute on/off trippers.    A typical installation of the LT4-240 lighting timer can be wired directly to a breaker in a service panel or via a sub panel or junction box. Electric range or dryer plugs are an optional, safe and a convenient way to provide a hookup.  <p>  The LT4-120 provides four 10A 120V outlet receptacles, each capable of powering up to 1000W of lighting equipment.  <p>  The LT4-240 offers four 10A 240V outlets and will power lighting equipment up to 1000W each.  <p>  The LT4-120-B offers a 90 hour battery back up. The LTR-40-DB has a digital clock 24/7 skip a day option, battery with 90 hours back up. The LT4-240 (also available as LT4-120) provides four 5A 240V outlet receptacles, each capable of powering up to 1000W of lighting equipment.",,,10A 240V w/battery backup,hmh00937,400.00,,0,5.00,lb,True,True,Variant,10A 240V w/battery backup,manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/lt4-120.jpg
ls-series-light-and-high-load-switcher,LS Series Light and High Load Switcher,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"The LS Series of light and high load switchers provide safe and reliable switching of high current equipment such as HID lighting, high amperage heaters or dehumidifi ers. The unit performs the high current switching by means of a low-current 120Vac sense cord. This sense cord can be activated by regular timers. Multiple units can be installed to control a higher number of loads.  <br>  <center><img border=0 width=434 height=374 src=/images/grozone_ls_diagram.gif></center>",,,LS1 - 4 Light High Load Switcher (120V supply 120V receptacles),hmh00938,145.00,,0,10.00,lb,True,True,Variant,LS1 - 4 Light High Load Switcher (120V supply 120V receptacles),manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/grozone_ls.jpg
vortex-powerfans-bundle,Vortex Powerfans,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"High Performance Inline Duct Blowers  <p>  V-Series fans combine a high performance and quiet operation.The V-Series fans are powered by an external rotor motor with a mixed-flow impeller. A mixed-flow impeller design is a cross between vane axial and centrifugal fans allowing a higher static pressure (more air volume) than any other comparable impeller design of the same wheel diameter. The housing of the V-Series is made of heavy duty galvanized steel painted with hammertone epoxy baked finish with sound dampening and a rust preventing qualities. Furthermore the V-Series fans operate between 1500 and 1700 RPM and are 100% speed controllable, making them the quietest fans on the market.",,,"Vortex 4 in., 172 cfm",hmh00774,168.95,,0,7.00,lb,True,True,Variant,"Vortex 4 in., 172 cfm",manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/vortex_powerfans.jpg
vortex-powerfans-bundle,Vortex Powerfans,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"High Performance Inline Duct Blowers  <p>  V-Series fans combine a high performance and quiet operation.The V-Series fans are powered by an external rotor motor with a mixed-flow impeller. A mixed-flow impeller design is a cross between vane axial and centrifugal fans allowing a higher static pressure (more air volume) than any other comparable impeller design of the same wheel diameter. The housing of the V-Series is made of heavy duty galvanized steel painted with hammertone epoxy baked finish with sound dampening and a rust preventing qualities. Furthermore the V-Series fans operate between 1500 and 1700 RPM and are 100% speed controllable, making them the quietest fans on the market.",,,"Vortex 6 in., 450 cfm",hmh00775,215.95,,0,12.00,lb,True,True,Variant,"Vortex 6 in., 450 cfm",manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/vortex_powerfans.jpg
vortex-powerfans-bundle,Vortex Powerfans,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"High Performance Inline Duct Blowers  <p>  V-Series fans combine a high performance and quiet operation.The V-Series fans are powered by an external rotor motor with a mixed-flow impeller. A mixed-flow impeller design is a cross between vane axial and centrifugal fans allowing a higher static pressure (more air volume) than any other comparable impeller design of the same wheel diameter. The housing of the V-Series is made of heavy duty galvanized steel painted with hammertone epoxy baked finish with sound dampening and a rust preventing qualities. Furthermore the V-Series fans operate between 1500 and 1700 RPM and are 100% speed controllable, making them the quietest fans on the market.",,,"Vortex 8 in., 747 cfm",hmh00776,270.95,,0,16.00,lb,True,True,Variant,"Vortex 8 in., 747 cfm",manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/vortex_powerfans.jpg
vortex-powerfans-bundle,Vortex Powerfans,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"High Performance Inline Duct Blowers  <p>  V-Series fans combine a high performance and quiet operation.The V-Series fans are powered by an external rotor motor with a mixed-flow impeller. A mixed-flow impeller design is a cross between vane axial and centrifugal fans allowing a higher static pressure (more air volume) than any other comparable impeller design of the same wheel diameter. The housing of the V-Series is made of heavy duty galvanized steel painted with hammertone epoxy baked finish with sound dampening and a rust preventing qualities. Furthermore the V-Series fans operate between 1500 and 1700 RPM and are 100% speed controllable, making them the quietest fans on the market.",,,"Vortex 12 in., 1140 cfm",hmh00777,412.95,,0,22.00,lb,True,True,Variant,"Vortex 12 in., 1140 cfm",manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/vortex_powerfans.jpg
vortex-powerfans-bundle,Vortex Powerfans,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"High Performance Inline Duct Blowers  <p>  V-Series fans combine a high performance and quiet operation.The V-Series fans are powered by an external rotor motor with a mixed-flow impeller. A mixed-flow impeller design is a cross between vane axial and centrifugal fans allowing a higher static pressure (more air volume) than any other comparable impeller design of the same wheel diameter. The housing of the V-Series is made of heavy duty galvanized steel painted with hammertone epoxy baked finish with sound dampening and a rust preventing qualities. Furthermore the V-Series fans operate between 1500 and 1700 RPM and are 100% speed controllable, making them the quietest fans on the market.",,,"Vortex 12 in., 2050 cfm - V-Series",hmh00778,799.00,,0,22.00,lb,True,True,Variant,"Vortex 12 in., 2050 cfm - V-Series",manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/vortex_powerfans.jpg
backdraft-dampers,Backdraft Dampers,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"For use in circular ducts. Manufactured from pre-galvanized steel with aluminum vanes that are spring loaded. Backdraft dampers come in 4 in., 6 in., 8 in., 10 in. and 12 in. You can fit them into any position!",,,6 in. Backdraft Damper,hmh00783,27.95,,0,6.00,lb,True,True,Variant,6 in. Backdraft Damper,manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/backdraft_dampers.jpg
backdraft-dampers,Backdraft Dampers,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"For use in circular ducts. Manufactured from pre-galvanized steel with aluminum vanes that are spring loaded. Backdraft dampers come in 4 in., 6 in., 8 in., 10 in. and 12 in. You can fit them into any position!",,,8 in. Backdraft Damper,hmh00784,36.95,,0,8.00,lb,True,True,Variant,8 in. Backdraft Damper,manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/backdraft_dampers.jpg
backdraft-dampers,Backdraft Dampers,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"For use in circular ducts. Manufactured from pre-galvanized steel with aluminum vanes that are spring loaded. Backdraft dampers come in 4 in., 6 in., 8 in., 10 in. and 12 in. You can fit them into any position!",,,10 in. Backdraft Damper,hmh00785,46.50,,0,9.00,lb,True,True,Variant,10 in. Backdraft Damper,manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/backdraft_dampers.jpg
backdraft-dampers,Backdraft Dampers,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"For use in circular ducts. Manufactured from pre-galvanized steel with aluminum vanes that are spring loaded. Backdraft dampers come in 4 in., 6 in., 8 in., 10 in. and 12 in. You can fit them into any position!",,,12 in. Backdraft Damper,hmh00786,56.95,,0,11.00,lb,True,True,Variant,12 in. Backdraft Damper,manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/backdraft_dampers.jpg
thermostatically-controlled-centrifugal-fans,Thermostatically Controlled Centrifugal Fans,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"This thermostatic fan, has an integrated sensor inside of the fan to sense the temperature of the airflow every 1.5 minutes. When the airflow temperature is warmer than the dial setting, the fan will automatically speed up. If the air flow is cooler then the set point, the fan will automatically slow down. This fan will maintain air flow at the low speed until higher speed is required. No remote sensors no problem!",,,RSW 4HO Thermo/Controlled 110V 161 CFM 3294 RPM,hmh00787,299.00,,0,9.00,lb,True,True,Variant,RSW 4HO Thermo/Controlled 110V 161 CFM 3294 RPM,manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/ThermoFan.jpg
thermostatically-controlled-centrifugal-fans,Thermostatically Controlled Centrifugal Fans,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"This thermostatic fan, has an integrated sensor inside of the fan to sense the temperature of the airflow every 1.5 minutes. When the airflow temperature is warmer than the dial setting, the fan will automatically speed up. If the air flow is cooler then the set point, the fan will automatically slow down. This fan will maintain air flow at the low speed until higher speed is required. No remote sensors no problem!",,,RSW 4HO Thermo/Controlled 240V 161 CFM 3294 RPM,hmh00788,299.99,,0,9.00,lb,True,True,Variant,RSW 4HO Thermo/Controlled 240V 161 CFM 3294 RPM,manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/ThermoFan.jpg
thermostatically-controlled-centrifugal-fans,Thermostatically Controlled Centrifugal Fans,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"This thermostatic fan, has an integrated sensor inside of the fan to sense the temperature of the airflow every 1.5 minutes. When the airflow temperature is warmer than the dial setting, the fan will automatically speed up. If the air flow is cooler then the set point, the fan will automatically slow down. This fan will maintain air flow at the low speed until higher speed is required. No remote sensors no problem!",,,RSW 6HO Thermo/Controlled 110V 413 CFM 3250 RPM,hmh00789,359.99,,0,12.00,lb,True,True,Variant,RSW 6HO Thermo/Controlled 110V 413 CFM 3250 RPM,manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/ThermoFan.jpg
thermostatically-controlled-centrifugal-fans,Thermostatically Controlled Centrifugal Fans,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"This thermostatic fan, has an integrated sensor inside of the fan to sense the temperature of the airflow every 1.5 minutes. When the airflow temperature is warmer than the dial setting, the fan will automatically speed up. If the air flow is cooler then the set point, the fan will automatically slow down. This fan will maintain air flow at the low speed until higher speed is required. No remote sensors no problem!",,,RSW 6HO Thermo/Controlled 240V 413 CFM 3250 RPM,hmh00790,359.99,,0,12.00,lb,True,True,Variant,RSW 6HO Thermo/Controlled 240V 413 CFM 3250 RPM,manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/ThermoFan.jpg
original-can-fans,Original Can Fans,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,,,,"Can-Fan 4"" standard output 142 CFM",hmh00791,175.95,,0,9.00,lb,True,True,Variant,"Can-Fan 4"" standard output 142 CFM",manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/can-fan_0474.jpg
original-can-fans,Original Can Fans,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,,,,"Can-Fan 4"" high output 178 CFM",hmh00792,186.66,,0,12.00,lb,True,True,Variant,"Can-Fan 4"" high output 178 CFM",manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/can-fan_0474.jpg
original-can-fans,Original Can Fans,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,,,,"Can-Fan 6"" standard output 270 CFM",hmh00793,199.99,,0,12.00,lb,True,True,Variant,"Can-Fan 6"" standard output 270 CFM",manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/can-fan_0474.jpg
original-can-fans,Original Can Fans,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,,,,"Can-Fan 6"" high output 440 CFM",hmh00794,226.66,,0,12.00,lb,True,True,Variant,"Can-Fan 6"" high output 440 CFM",manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/can-fan_0474.jpg
original-can-fans,Original Can Fans,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,,,,"Can-Fan 8"" standard output 493 CFM",hmh00795,264.43,,0,16.00,lb,True,True,Variant,"Can-Fan 8"" standard output 493 CFM",manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/can-fan_0474.jpg
original-can-fans,Original Can Fans,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,,,,"Can-Fan 10"" high output 781 CFM",hmh00796,306.65,,0,19.00,lb,True,True,Variant,"Can-Fan 10"" high output 781 CFM",manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/can-fan_0474.jpg
original-can-fans,Original Can Fans,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,,,,"Can-Fan 12"" high output 971 CFM",hmh00797,433.31,,0,22.00,lb,True,True,Variant,"Can-Fan 12"" high output 971 CFM",manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/can-fan_0474.jpg
can-filters,Can Filters,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"<b>CAN FILTER FEATURES:</b>  <ul>  <li>Can-Filters provide one of Nature's Best odor control materials, ACTIVATED CARBON, The CKV-4 (carbon type) is specially developed for this purpose.  <li>NO ODOR  <li>Controlled grain size and a large surface area give full rated airflow and more than 99% odor removal.Carbon bed thickness is 2.5"" - more carbon means more absorption!  <li>Choice of carbon type and activation process affects the Carbon's ability to perform well for given application.  <li>Can-Filters Packed bed design means no settling and no preferential channels for consistent performance and long life.  <li>Non-Refillable/ Maintenance Free  <li>High quality Pre-Filter  </ul>  <p>  <b>Max-Filter</b><br>  The Max-Filter is built to handle up to 20"" fans with higher airflows, lower resistance & longer life.  <p>  ***THESE DO NOT QUALIFY FOR FREE SHIPPING***",,,"CAN 33 Filter 12"" OD, 13"" high, 6"" flange size, 200 CFM",hmh00705,124.44,,0,25.00,lb,True,True,Variant,"CAN 33 Filter 12"" OD, 13"" high, 6"" flange size, 200 CFM",manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/can-filters.jpg
can-filters,Can Filters,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"<b>CAN FILTER FEATURES:</b>  <ul>  <li>Can-Filters provide one of Nature's Best odor control materials, ACTIVATED CARBON, The CKV-4 (carbon type) is specially developed for this purpose.  <li>NO ODOR  <li>Controlled grain size and a large surface area give full rated airflow and more than 99% odor removal.Carbon bed thickness is 2.5"" - more carbon means more absorption!  <li>Choice of carbon type and activation process affects the Carbon's ability to perform well for given application.  <li>Can-Filters Packed bed design means no settling and no preferential channels for consistent performance and long life.  <li>Non-Refillable/ Maintenance Free  <li>High quality Pre-Filter  </ul>  <p>  <b>Max-Filter</b><br>  The Max-Filter is built to handle up to 20"" fans with higher airflows, lower resistance & longer life.  <p>  ***THESE DO NOT QUALIFY FOR FREE SHIPPING***",,,"CAN 50 Filter 16.5"" OD, 19.8"" high, 8"" flange size, 420 CFM",hmh00706,140.00,294.99,0,54.00,lb,True,True,Variant,"CAN 50 Filter 16.5"" OD, 19.8"" high, 8"" flange size, 420 CFM",manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/can-filters.jpg
