Variant SKU,Title,Variant Price,POS Item Number,POS Item Name,Match Score,Alt1 Item Number,Alt1 Item Name,Alt1 Score,Review Notes,best_price_delta,alt_price_delta,best_tokens,alt_tokens,best_numbers,alt_numbers,best_size,alt_size,best_ratio,alt_ratio
hmh00261,B'Cuzz BIO-NRG Growth-C 1L,16.7,1350.0,B'Cuzz Growth-C Qt,0.743,1069.0,B'Cuzz Flavor-C Qt,0.702,Verify vs alt 1069 (score 0.702),0.022754491017964014,0.022754491017964014,2,3.0,0,0.0,0,0.0,0.5426356589147286,0.36764705882352944
hmh00264,B'Cuzz Hydro A 5L,51.5,1202.0,B'Cuzz Hydro A 10L,0.738,1203.0,B'Cuzz Hydro B 10L,0.718,Needs review: close alt 1203 (Δ=0.019),0.7466019417475729,0.7466019417475729,1,1.0,0,0.0,0,0.0,0.6140350877192983,0.5789473684210527
hmh00901,6 ft Rail only,25.95,3244.0,instant ZIPPER 6.5 ft.,0.733,3148.0,OD Tray 4 ft x 6 ft - Black,0.638,Verify vs alt 3148 (score 0.638),0.42235067437379575,8.633911368015415,1,1.0,1,1.0,0,0.0,0.32727272727272727,0.3050847457627119
,Hydro-Logic® 110V Pressure Booster Pump for Stealth,0.0,1010.0,Booster Pump for Stealth RO,0.732,1009.0,Booster Pump for Merlin Garden,0.529,Verify vs alt 1009 (score 0.529),inf,inf,3,2.0,0,0.0,0,0.0,0.3465346534653465,0.4380952380952381
hmh00769,TRIMPRO ROTOR replacement motor,395.0,430.0,Trimbox Bag Replacement,0.731,419.0,Trimpro Rotor,0.671,Verify vs alt 419 (score 0.671),0.9034936708860759,2.9471139240506328,2,2.0,0,0.0,0,0.0,0.5217391304347826,0.4927536231884058
hmh01227,B'Cuzz CoCo Nutrition Componet B 1L,16.1,2098.0,B'Cuzz Coco Nutrition B Qt,0.727,2097.0,B'cuzz Coco Nutrition A Qt,0.675,Verify vs alt 2097 (score 0.675),0.0,0.005590062111801233,3,3.0,0,0.0,0,0.0,0.5423728813559322,0.5
hmh01224,B'cuzZ Booster Pack,12.95,3135.0,Athena PK Bloom booster Gal.,0.722,1066.0,B'Cuzz Tabzz,0.635,Verify vs alt 1066 (score 0.635),2.4749034749034746,0.47258687258687254,2,2.0,0,0.0,0,0.0,0.40298507462686567,0.34615384615384615
,DLI-DIODE-Series-LED Toplighting LED Fixture (Long),0.0,2607.0,APEX-DLI Toplighting LED,0.721,2620.0,DLI JOULE-Series 1000W 400V D/E,0.533,Verify vs alt 2620 (score 0.533),inf,inf,3,2.0,0,0.0,0,0.0,0.467005076142132,0.3592233009708738
hmh01830,Flora Micro 55 gal,1200.0,66.0,Flora Nova Grow Gal,0.72,612.0,Micro Hydro Gal,0.671,Verify vs alt 612 (score 0.671),0.9038833333333334,0.9704499999999999,2,2.0,0,0.0,0,0.0,0.4881889763779528,0.22608695652173913
,,0.0,3344.0,Centurion Tabletop Pro,0.716,3203.0,CenturionPro® Tabletop  Pro dry,0.652,Verify vs alt 3203 (score 0.652),inf,inf,3,3.0,0,0.0,0,0.0,0.5233644859813084,0.45901639344262296
,,0.0,3344.0,Centurion Tabletop Pro,0.716,3203.0,CenturionPro® Tabletop  Pro dry,0.652,Verify vs alt 3203 (score 0.652),inf,inf,3,3.0,0,0.0,0,0.0,0.5233644859813084,0.45901639344262296
,,0.0,3344.0,Centurion Tabletop Pro,0.716,3203.0,CenturionPro® Tabletop  Pro dry,0.652,Verify vs alt 3203 (score 0.652),inf,inf,3,3.0,0,0.0,0,0.0,0.5233644859813084,0.45901639344262296
hmh01857,CALNESIUM Defficiency Correction Supplemnt 2.5 Ga,114.96,1539.0,CALNESIUM /Cal & Mag Sup 2.5 G,0.714,3217.0,Athena Clean Line Perafoam 5 Ga,0.486,Verify vs alt 3217 (score 0.486),0.008350730688935227,0.9137091162143355,1,1.0,2,1.0,0,0.0,0.4948453608247423,0.3024390243902439
,,0.0,2607.0,APEX-DLI Toplighting LED,0.709,3368.0,Series LED Multilayer 600 FS-DC,0.583,Verify vs alt 3368 (score 0.583),inf,inf,3,3.0,0,0.0,0,0.0,0.43537414965986393,0.2857142857142857
,,0.0,2607.0,APEX-DLI Toplighting LED,0.709,3368.0,Series LED Multilayer 600 FS-DC,0.583,Verify vs alt 3368 (score 0.583),inf,inf,3,3.0,0,0.0,0,0.0,0.43537414965986393,0.2857142857142857
hmh01730,"BadBoy HO T-5 4 ft Triphosphor Grow 54 W, 6500 K",15.95,2252.0,"T5/24"" Sunlite 865 K lamp HO",0.709,776.0,BadBoy T5 4'-12 Fixture w/ bulb,0.616,Verify vs alt 776 (score 0.616),0.42006269592476486,27.213166144200628,2,2.0,1,1.0,0,0.0,0.2631578947368421,0.38190954773869346
hmh00340,The Hammer 100 gm,169.95,1612.0,The Hammer 100g,0.706,1605.0,Ton O Bud 100gm. 0-49-32,0.569,Verify vs alt 1605 (score 0.569),0.022477199176228264,0.8706678434833776,1,1.0,1,1.0,0,0.0,0.42857142857142855,0.18045112781954886
hmh00305,Jungle Green 10 kg,400.0,1617.0,Jungle Green 2kg,0.705,2847.0,Yield Up 10 Kg.,0.61,Verify vs alt 2847 (score 0.610),0.8590000000000001,0.41825,3,1.0,0,1.0,0,0.0,0.2882882882882883,0.3458646616541353
hmh00604,T5 High Output Fluorescent Lamps,14.95,3333.0,iSunlight® T5 Bloom LED Lamps,0.704,3659.0,UltraGrow 6 lamp T5 /4ft,0.582,Verify vs alt 3659 (score 0.582),0.20401337792642146,10.304347826086957,3,2.0,0,0.0,0,0.0,0.3717948717948718,0.33121019108280253
hmh00950,TWO WAY SPLITTER 3/8 in.,6.25,1017.0,"Two Way Splitter 1/4""",0.703,2829.0,Poly Tubing Black 3/8 in 50 ft,0.63,Verify vs alt 2829 (score 0.630),0.10079999999999999,1.712,3,1.0,0,2.0,0,0.0,0.5866666666666667,0.41509433962264153
hmh01226,B'Cuzz CoCo Nutrition Componet A 1L,16.1,2098.0,B'Cuzz Coco Nutrition B Qt,0.702,2097.0,B'cuzz Coco Nutrition A Qt,0.693,Needs review: close alt 2097 (Δ=0.009),0.0,0.005590062111801233,3,3.0,0,0.0,0,0.0,0.4971751412429379,0.532608695652174
,Spin Pro Wire Replacments,0.0,1885.0,PRO REPLACMENT charcoal 15lb,0.697,2051.0,Spinpro Replacement Wires,0.523,Verify vs alt 2051 (score 0.523),inf,inf,2,1.0,0,0.0,0,0.0,0.48,0.5793103448275863
hmh00822,"1/2"" Grommet (bag of 25)",17.0,963.0,Grow Bag 5Gal,0.697,1924.0,Grow Bag 5Gal 25Pk,0.675,Needs review: close alt 1924 (Δ=0.022),0.9623529411764705,0.978235294117647,1,1.0,1,1.0,0,0.0,0.4424778761061947,0.4032258064516129
hmh00730,"18"" Can Filter Flange Max",41.66,2277.0,"CAN Max-Fan 18""",0.696,2986.0,"COMBO Max 14 w/Can 150 & 14"" Fl",0.601,Verify vs alt 2986 (score 0.601),35.75804128660586,25.644263082093136,1,2.0,1,0.0,0,0.0,0.34532374100719426,0.2727272727272727
hmh00339,The Hammer 20 gm,41.01,1611.0,The Hammer 20g,0.694,1799.0,SURGE PLUS 350 Gm,0.572,Verify vs alt 1799 (score 0.572),0.047793221165569395,1.3616191172884662,1,1.0,1,0.0,0,0.0,0.4074074074074074,0.3486238532110092
hmh00768,TRIMPRO ROTOR Exit Chute,17.0,419.0,Trimpro Rotor,0.693,2347.0,Trimpro Rotor w/ Workstation,0.598,Verify vs alt 2347 (score 0.598),90.71235294117646,102.21235294117646,2,2.0,0,0.0,0,0.0,0.532258064516129,0.425531914893617
hmh00536,BADBOY T-5 4 ft - 16 Lamp Fixture 864 W,399.0,777.0,BadBoy T5 4'-16 Fixture w/ Bulb,0.693,777.0,BadBoy T5 4'-16 Fixture w/ Bulb,0.693,auto-resolved: alt price proximity,0.2506265664160401,0.2506265664160401,2,2.0,2,2.0,0,0.0,0.5222222222222223,0.5222222222222223
hmh00237,KoolBloom 16 lb,235.0,105.0,Kool Bloom Soluable 16Lb,0.692,105.0,Kool Bloom Soluable 16Lb,0.692,auto-resolved: alt price proximity,0.022510638297872306,0.022510638297872306,1,1.0,1,1.0,0,0.0,0.45454545454545453,0.45454545454545453
hmh00532,BADBOY T-5 4 ft - 4 Lamp Fixture 216 W,140.0,774.0,BadBoy T5 4'-6 Fixture w/ Bulbs,0.692,774.0,BadBoy T5 4'-6 Fixture w/ Bulbs,0.692,auto-resolved: alt price proximity,0.7071428571428572,0.7071428571428572,2,2.0,1,1.0,0,0.0,0.519774011299435,0.519774011299435
,Grease Gun Auto-Seed 8pk,0.0,3560.0,Facefat Strain Auto FEM,0.691,3545.0,NANO SULFURTERPENE Boost 250ml.,0.532,Verify vs alt 3545 (score 0.532),inf,inf,2,2.0,0,0.0,0,0.0,0.4247787610619469,0.37398373983739835
,"CLOUDRAY S9, Gen 2 Grow Tent Clip Fan 9” Oscillating",0.0,3556.0,"7"" clip fan 2 speed",0.691,2386.0,UNO 2x4 Grow Tent,0.458,Verify vs alt 2386 (score 0.458),inf,inf,2,1.0,1,1.0,0,0.0,0.3611111111111111,0.4129032258064516
,,0.0,3257.0,"G.M.O. Auto ""OG""",0.69,3571.0,GELATO #41 @Flowers 32%,0.668,Needs review: close alt 3571 (Δ=0.022),inf,inf,2,3.0,0,1.0,0,0.0,0.4166666666666667,0.4158415841584158
hmh01745,Hydrodyamics Clonex Mist 300Ml,25.26,2993.0,Clonex Mist 750 ML,0.69,3036.0,Clonex Mist Concentrate Qt.,0.593,Verify vs alt 3036 (score 0.593),1.0585906571654788,2.9964370546318286,2,2.0,0,0.0,0,0.0,0.34532374100719426,0.35064935064935066
hmh00513,SunSoaker Parabolic Reflector w/ Horizonal Socket bracket,99.0,760.0,"Sun Soaker 48"" Parabolic",0.689,757.0,"Ultragrow A/C 6""",0.503,Verify vs alt 757 (score 0.503),0.3231313131313132,0.47121212121212125,3,2.0,0,0.0,0,0.0,0.4727272727272727,0.30917874396135264
hmh00882,T5 CFL 4' Plantmax Warm 54W. 3000K tube 4800 lumens,10.95,1293.0,Sunblaster 4'  T5 Fixture,0.687,1299.0,Ultragrow 4'-8 Tube T5 Fixture,0.549,Verify vs alt 1299 (score 0.549),3.2876712328767126,12.607305936073061,3,2.0,1,1.0,0,0.0,0.3036649214659686,0.29591836734693877
,Bloom Grease * Fermented Flowering Plant Juice,0.0,3650.0,Bloom GREASE canna 1000 ml,0.685,3649.0,Bloom GREASE canna 500 ml,0.649,Verify vs alt 3649 (score 0.649),inf,inf,2,2.0,0,0.0,0,0.0,0.43312101910828027,0.44155844155844154
hmh00729,"16"" Can Filter Flange Max",38.33,1131.0,"CAN Max-Fan 16""",0.685,2986.0,"COMBO Max 14 w/Can 150 & 14"" Fl",0.601,Verify vs alt 2986 (score 0.601),30.734411687972873,27.95903991651448,1,2.0,1,0.0,0,0.0,0.3252032520325203,0.2727272727272727
hmh01676,Pure Clean Powerful natural enzymes 1 liter,46.0,2560.0,Pure Enzym Lt,0.682,6.0,Pure Blend Pro Grow Gal,0.627,Verify vs alt 6 (score 0.627),0.022391304347826112,0.46956521739130425,2,1.0,1,1.0,0,0.0,0.2331288343558282,0.3764705882352941
,Scietetics Ful V Tech Element Transfer System Gallon,0.0,3610.0,"Ful acids""V""TECH  fulvic acids",0.68,3511.0,Rhizium element tranferr 2.5Ga.,0.619,Verify vs alt 3511 (score 0.619),inf,inf,3,2.0,0,0.0,0,0.0,0.44692737430167595,0.5543478260869565
hmh00971,PPM-1500 TDS / 2.142 ms 16 oz,12.5,304.0,1500 PPM Calibration Sol. 8oz,0.68,1213.0,Genesis 1413 TDS Solution 16oz,0.648,Needs review: close alt 1213 (Δ=0.031),0.35840000000000005,0.3,3,2.0,1,1.0,0,0.0,0.23809523809523808,0.2328767123287671
hmh00974,PH-200: Waterproof pH Meter,99.0,1046.0,HM pH-200 Meter,0.679,1046.0,HM pH-200 Meter,0.679,auto-resolved: alt text similarity,0.30303030303030304,0.30303030303030304,1,1.0,1,1.0,0,0.0,0.4094488188976378,0.4094488188976378
,"Introducing the SCIETETICS COCO 8"" BLOCK / 1.5Gal,",0.0,2624.0,Mother Earth® Coco 1.8 cu.Ft.,0.677,1644.0,Mother Earth Coco + Perlite Mix,0.617,Verify vs alt 1644 (score 0.617),inf,inf,1,1.0,2,2.0,0,0.0,0.39344262295081966,0.35789473684210527
,"Grodan Gro-Block Improved  Jumbo with Hole, 6"" x 6"" x 4"" - Case of 64",0.0,1459.0,Grodan Gro 6 x 6 x 6 HUGO,0.677,1460.0,Grodan Gro 6x6x4 Jumbo,0.59,Verify vs alt 1460 (score 0.590),inf,inf,2,3.0,1,0.0,0,0.0,0.42452830188679247,0.39805825242718446
hmh00824,"1 1/4"" Grommet (bag of 10)",22.0,788.0,"Grommet 1""",0.677,789.0,"Grommet 1 1/4""",0.676,Needs review: close alt 789 (Δ=0.001),0.9113636363636364,0.889090909090909,1,1.0,1,2.0,0,0.0,0.2857142857142857,0.2833333333333333
,Turtle Taffy Auto – Seed 8pk,0.0,3560.0,Facefat Strain Auto FEM,0.676,3566.0,TurtleTaffy 75 day 20%Sat/80%In,0.6,Verify vs alt 3566 (score 0.600),inf,inf,2,2.0,0,0.0,0,0.0,0.41025641025641024,0.5277777777777778
hmh00037,SubCulture M 200gm. Bag,39.98,375.0,SubCulture M 75g,0.675,374.0,SubCulture B 75g.,0.665,Needs review: close alt 374 (Δ=0.010),0.5252626313156578,0.5260130065032516,1,1.0,0,0.0,0,0.0,0.5,0.48214285714285715
hmh00036,SubCulture B 200gm. Bag,41.95,374.0,SubCulture B 75g.,0.675,375.0,SubCulture M 75g,0.675,Needs review: close alt 375 (Δ=0.000),0.5482717520858165,0.5475566150178784,1,1.0,0,0.0,0,0.0,0.5,0.5
,Grow Grease * Fermented Vegetative Plant Juice,0.0,3542.0,GREASE CANNABLOOM FERMENTED 250,0.675,3544.0,Fermented vegetative canna 250,0.629,Verify vs alt 3544 (score 0.629),inf,inf,2,2.0,0,0.0,0,0.0,0.4642857142857143,0.39263803680981596
hmh00967,8oz electrode storage solution,8.75,305.0,pH 7.0 Calibration Solution 8oz,0.675,1211.0,Genesis 1500ppm Solution 8oz,0.629,Verify vs alt 1211 (score 0.629),0.1577142857142857,0.224,2,2.0,0,0.0,0,0.0,0.41975308641975306,0.4161073825503356
hmh00823,"1"" Grommet (bag of 10)",19.0,921.0,Pump Filter Bag Large,0.672,921.0,Pump Filter Bag Large,0.672,auto-resolved: alt price proximity,0.40842105263157896,0.40842105263157896,1,1.0,2,2.0,0,0.0,0.36764705882352944,0.36764705882352944
hmh01858,CALNESIUM Defficiency Correction Supplemnt 6 gal,185.96,2583.0,G.H. Ripen® 0.5 - 7 - 6 Gal.,0.67,2583.0,G.H. Ripen® 0.5 - 7 - 6 Gal.,0.67,auto-resolved: alt price proximity,0.3768014626801463,0.3768014626801463,1,1.0,1,1.0,0,0.0,0.2983425414364641,0.2983425414364641
hmh01722,Plantmax Dual Arc Tube Lamps,159.95,2649.0,T5 2` Phillips Star Coat 64K,0.669,1451.0,REG-2 Dual Co2 Regulator,0.606,Verify vs alt 1451 (score 0.606),0.9315411065958112,0.46639574867146,2,1.0,1,1.0,0,0.0,0.33121019108280253,0.3380281690140845
hmh00442,Humboldt Sticky Foliar Feed 16 oz,16.0,2900.0,Physan 20™ 16 oz,0.668,3154.0,ph up 16 oz,0.666,Needs review: close alt 3154 (Δ=0.002),0.250625,0.266875,1,1.0,1,1.0,0,0.0,0.29577464788732394,0.2923076923076923
hmh00621,"1 1/4"" reservoir filter",7.59,1465.0,20gal Reservoir Lid,0.666,1465.0,20gal Reservoir Lid,0.666,auto-resolved: alt price proximity,4.144927536231884,4.144927536231884,1,1.0,1,1.0,0,0.0,0.4740740740740741,0.4740740740740741
hmh01731,8 Pack of BadBoy HO T-5 4 ft Triphosphor Bloom,96.0,2252.0,"T5/24"" Sunlite 865 K lamp HO",0.665,2005.0,Bamboo Stakes 4',0.617,Verify vs alt 2005 (score 0.617),0.9036458333333334,0.9323958333333334,2,2.0,1,1.0,0,0.0,0.32978723404255317,0.24277456647398843
,,0.0,3560.0,Facefat Strain Auto FEM,0.664,,Cannabis Seed AUTO,0.567,Verify vs alt  (score 0.567),inf,,2,,0,,0,,0.3409090909090909,
hmh01903,microBIOMETER® Refill Kit,100.0,439.0,microBIOMETER®Starter kit,0.663,2019.0,Advanced Nutrients Starter Kit,0.571,Verify vs alt 2019 (score 0.571),0.35,1.1787999999999998,1,1.0,0,0.0,0,0.0,0.6,0.3108108108108108
hmh01856,CALNESIUM Defficiency Correction Supplemnt Gal,57.95,3091.0,CALNESIUM /Cal & Mag Sup.Gal.,0.662,3152.0,Athena Balance (osmoregulation),0.535,Verify vs alt 3152 (score 0.535),0.0006902502157031777,0.22346850733390858,2,2.0,0,0.0,0,0.0,0.4756756756756757,0.24598930481283424
,,0.0,3560.0,Facefat Strain Auto FEM,0.659,3566.0,TurtleTaffy 75 day 20%Sat/80%In,0.545,Verify vs alt 3566 (score 0.545),inf,inf,2,2.0,0,0.0,0,0.0,0.3333333333333333,0.3418803418803419
,Gummibears Auto-Seed 8pk,0.0,3563.0,Gummibears 41.2% Day-50/50-11G.,0.653,3563.0,Gummibears 41.2% Day-50/50-11G.,0.653,auto-resolved: alt price proximity,inf,inf,2,2.0,0,0.0,0,0.0,0.5039370078740157,0.5039370078740157
hmh00766,TRIMPRO ROTOR Work Station w/ Rotor,2050.0,2347.0,Trimpro Rotor w/ Workstation,0.651,419.0,Trimpro Rotor,0.614,Verify vs alt 419 (score 0.614),0.1440926829268293,0.2394585365853659,2,2.0,0,0.0,0,0.0,0.5217391304347826,0.3888888888888889
,"bio365™ BIOFLOWER™ Nutrient Dense Mix - 1.5cu ft - Bag - Blend of Fine Coir, Coarse Peat, & Super Coarse Perlite",0.0,3382.0,bio365™ BIOFLOWER,0.651,3382.0,bio365™ BIOFLOWER,0.651,auto-resolved: alt price proximity,inf,inf,3,3.0,1,1.0,0,0.0,0.3215686274509804,0.3215686274509804
,Botanicare Organicare True Earth Potting Mix (O.M.R.I.),0.0,2209.0,Organicare True Earth PotMix1.7,0.65,2969.0,D.T.Earth Vegan Mix 3-2-2 6lb.,0.578,Verify vs alt 2969 (score 0.578),inf,inf,3,2.0,0,0.0,0,0.0,0.4095238095238095,0.417910447761194
hmh01708,315 CHM 4K GREENPOWER LUMINAIRES,89.0,3258.0,315 Supreme-Lux Flower 4K lamp,0.65,2888.0,D-Papillon 315W FULL SPECTRUM,0.51,Verify vs alt 2888 (score 0.510),0.12348314606741567,2.932584269662921,1,1.0,1,1.0,0,0.0,0.3780487804878049,0.16279069767441862
hmh01855,CALNESIUM Defficiency Correction Supplemnt Qt.,19.95,3090.0,CALNESIUM /Cal & Mag Sup.Qt.,0.649,1539.0,CALNESIUM /Cal & Mag Sup 2.5 G,0.465,Verify vs alt 1539 (score 0.465),0.0521303258145363,4.714285714285714,2,1.0,0,0.0,0,0.0,0.4519774011299435,0.44086021505376344
,,0.0,2620.0,DLI JOULE-Series 1000W 400V D/E,0.644,3368.0,Series LED Multilayer 600 FS-DC,0.493,Verify vs alt 3368 (score 0.493),inf,inf,2,2.0,0,0.0,0,0.0,0.3835616438356164,0.31645569620253167
,Scietetics Ful V Tech Element Transfer System 55 Gallon,0.0,471.0,Ebb & Gro 55Gal Reservoir,0.643,3610.0,"Ful acids""V""TECH  fulvic acids",0.554,Verify vs alt 3610 (score 0.554),inf,inf,2,3.0,1,0.0,0,0.0,0.1990521327014218,0.37383177570093457
,,0.0,2624.0,Mother Earth® Coco 1.8 cu.Ft.,0.64,1644.0,Mother Earth Coco + Perlite Mix,0.579,Verify vs alt 1644 (score 0.579),inf,inf,1,1.0,2,2.0,0,0.0,0.36764705882352944,0.3076923076923077
,"AC-WSA20-B Automatic Water Sprayer, 2-Liter",0.0,3369.0,Jacto-8C Backpack Sprayer -2Gal,0.64,2347.0,Trimpro Rotor w/ Workstation,0.511,Verify vs alt 2347 (score 0.511),inf,inf,1,1.0,1,1.0,0,0.0,0.49056603773584906,0.272108843537415
,,0.0,3560.0,Facefat Strain Auto FEM,0.635,3563.0,Gummibears 41.2% Day-50/50-11G.,0.598,Verify vs alt 3563 (score 0.598),inf,inf,2,2.0,0,0.0,0,0.0,0.29545454545454547,0.35294117647058826
hmh00599,Plantmax Dual Arc Tube Lamps,55.0,3049.0,GREENPOWERLUMINAIRES 630 Remote,0.631,3333.0,iSunlight® T5 Bloom LED Lamps,0.564,Verify vs alt 3333 (score 0.564),3.727272727272727,0.6727272727272727,3,2.0,0,0.0,0,0.0,0.23728813559322035,0.36486486486486486
hmh01633,E-Papillon 600 Watt 240V. W / Lamp,199.0,2646.0,Hortilux Blue MH Lamp - 600 Wat,0.631,2646.0,Hortilux Blue MH Lamp - 600 Wat,0.631,auto-resolved: alt price proximity,0.3015075376884422,0.3015075376884422,2,2.0,1,1.0,0,0.0,0.20125786163522014,0.20125786163522014
hmh00774,"Vortex 4 in., 172 cfm",168.95,2119.0,"Can Lite 4"" 225 cfm",0.622,2119.0,"Can Lite 4"" 225 cfm",0.622,auto-resolved: alt price proximity,0.11245930748742232,0.11245930748742232,1,1.0,1,1.0,0,0.0,0.39344262295081966,0.39344262295081966
