Variant SKU,Handle,Title,Variant Price,Variant Inventory Qty,Top Candidate Item Number,Top Candidate Item Name,Top Candidate Score,Top Candidate Qty Total,Top Candidate Regular Price,POS Item Number,POS Item Name,POS Size,POS Qty Total,POS Regular Price,POS On Order Qty,POS Vendor,Match Score,Confidence,Review Notes,Alt1 Item Number,Alt1 Item Name,Alt1 Score,Alt2 Item Number,Alt2 Item Name,Alt2 Score
hmh00880,t5-cfl-2-plantmax-warm-24w-3000k-tube-2280-lumens,"T5 CFL 2' Plantmax Warm 24W 3000K tube 2,280 lumens",8.95,0.0,3032.0,SunBlaster/LED Strip Lights 24,0.475,0.0,74.95,,,,0.0,,0,,0.475,low-score,Ambiguous: Δ=0.039,1419.0,Sunmaster 1000w MH Warm Deluxe,0.437,1568.0,Agromax 400w MH Warm,0.403
,sugarlato-auto-feminised-kings-tart-x-gelato-41-auto-5-seed,Sugarlato Auto (Feminised) King’s Tart x Gelato #41 Auto/ 5 Seed,66.0,0.0,3571.0,GELATO #41 @Flowers 32%,0.465,0.0,50.0,,,,0.0,,0,,0.465,low-score,Ambiguous: Δ=0.060,3535.0,Gelato #41 Simi FullTerm 11 G.,0.405,3570.0,WEDDING GELATO,0.256
hmh01588,nurtadip-growboss,Nutradip GROWBOSS,269.95,0.0,1030.0,NutraDip pH Meter,0.463,4.0,190.0,,,,0.0,,0,,0.463,low-score,Ambiguous: Δ=0.095,1031.0,NutraDip TDS/PPM Meter,0.367,2793.0,Grow Boss Nutri Dip Tri Meter,0.03
,super-lemon-haze-feminised-lemon-skunk-x-super-silver-haze-5-seed,Super Lemon Haze (Feminised) Lemon Skunk x Super Silver Haze 5- Seed,50.0,0.0,2439.0,Can Small Storage Bag,0.462,116.0,0.57,,,,0.0,,0,,0.462,low-score,High stock (~116) - manual confirmation,3202.0,Hortilux Silver 600 E Ballast,0.255,3603.0,SUPER GREASE CANNASUPER LABS,0.219
hmh00930,timer-frequency-duration-no-photo-eye,Timer / frequency & duration (no photo eye),220.0,0.0,989.0,CO2 Controller/Monitor/photo I,0.46,0.0,263.99,,,,0.0,,0,,0.46,low-score,Ambiguous: Δ=0.006,1225.0,CST-1P Chrono Seqential Photo,0.454,1215.0,CYC-4P Cycle Timer w/ Photo,0.425
,blue-haze-x-gelato-41-auto-feminised-blue-haze-x-gelato-41-auto-5-seed,Blue Haze x Gelato 41 Auto (Feminised) Blue Haze x Gelato 41 Auto/ 5 Seed,66.0,0.0,3571.0,GELATO #41 @Flowers 32%,0.458,0.0,50.0,,,,0.0,,0,,0.458,low-score,Ambiguous: Δ=0.049,1961.0,Haze Auto x White Widow Auto,0.409,295.0,Sticky Trap Blue,0.385
hmh00937,10a-240v-w-battery-backup,10A 240V w/battery backup,400.0,0.0,3081.0,20ft. 240V. power Cord,0.456,12.0,35.0,,,,0.0,,0,,0.456,low-score,Ambiguous: Δ=0.048,3421.0,E-pap 660Watt LED diming 240V,0.408,2667.0,UltraGrow 240v Mechanical Timer,0.392
,black-toffee-auto-feminised-larry-bubba-x-gelato-41-auto-5-seed,Black Toffee Auto (Feminised) Larry Bubba x Gelato #41 Auto -5 Seed,66.0,0.0,3571.0,GELATO #41 @Flowers 32%,0.448,0.0,50.0,,,,0.0,,0,,0.448,low-score,Ambiguous: Δ=0.035,959.0,Beldon Square Black Pot 5X5X6,0.413,2529.0,Classic 2100/ 5 Gal.,0.408
,white-rhino-feminised-afghan-x-brazilian-x-south-indian-photo-5-seed,White Rhino (Feminised) Afghan x Brazilian x South Indian Photo-5 Seed,45.0,0.0,756.0,"Uno 42"" Parabolic",0.445,10.0,99.89,,,,0.0,,0,,0.445,low-score,Ambiguous: Δ=0.180,2823.0,D.T.E. Neem Seed Meal 6-1-2/5lb,0.264,1216.0,PS-1 Day/Night Photo Switch,0.192
hmh01435,b1cuss-blossombuilder-946-ml,B1Cuss BlossomBuilder 946 ml.,138.95,0.0,3350.0,Silicium 100 ML,0.442,17.0,45.0,,,,0.0,,0,,0.442,low-score,Ambiguous: Δ=0.036,1778.0,Flawless Finish  250 ml.,0.406,2993.0,Clonex Mist 750 ML,0.368
hmh00902,3-ft-extender-rail-a-3-foot-section-of-rail-to-extend-a-6-ft-section-into-a-9-ft,3 ft extender rail- A 3 foot section of rail to extend a 6 ft section into a 9 ft,31.95,0.0,1359.0,Botanicare OD Tray 3 ft x 3 ft,0.441,0.0,113.19,,,,0.0,,0,,0.441,low-score,Ambiguous: Δ=0.009,3552.0,Big Eas4.7 ft x 4.7 ft x 6.5 ft,0.433,3181.0,Botanicare ID Tray 3 ft x 3 ft,0.426
,white-rhino-feminised-afghan-x-brazilian-x-south-indian-5-seed,White Rhino (Feminised) Afghan x Brazilian x South Indian-5 seed,45.0,0.0,756.0,"Uno 42"" Parabolic",0.437,10.0,99.89,,,,0.0,,0,,0.437,low-score,Ambiguous: Δ=0.171,2823.0,D.T.E. Neem Seed Meal 6-1-2/5lb,0.265,1702.0,"6"" Flange (white box)",0.2
hmh00854,430-sodium-son-agro-54000-lumens,430 Sodium Son-Agro 54000 lumens,89.95,0.0,1726.0,Venture 1000w MH,0.435,9.0,84.02,,,,0.0,,0,,0.435,low-score,Ambiguous: Δ=0.003,1503.0,Plantmax 600w HPS,0.432,1496.0,Plantmax 400w MH 4200k,0.406
,ac-infinity-controller-ai-environmental-controller,AC Infinity/CONTROLLER AI+ Environmental Controller,120.0,0.0,1251.0,RHC-1 Humidity Controller,0.431,0.0,261.58,,,,0.0,,0,,0.431,low-score,Ambiguous: Δ=0.009,3503.0,Gavita Master Controller EL2 -,0.422,1278.0,CO2 Controller w/ Remote Sensor,0.418
hmh01434,bcuzz-blossombuilder-355-ml,B`Cuzz BlossomBuilder 355 ml.,46.69,0.0,1202.0,B'Cuzz Hydro A 10L,0.424,0.0,89.95,,,,0.0,,0,,0.424,low-score,Ambiguous: Δ=0.008,1203.0,B'Cuzz Hydro B 10L,0.416,1185.0,B’Cuzz Bloom Stimulator 0-0-0.7,0.401
,super-lemon-haze-feminised-lemon-skunk-x-super-silver-haze5-seed,,,,3023.0,"Super Sprout Neop Insert 2""blue",0.421,89.0,0.35,,,,0.0,,0,,0.421,low-score,High stock (~89) - manual confirmation,3647.0,Super Clean Neem Oil - 8oz,0.415,362.0,Super Spreader Large,0.401
,white-rhino-feminised-afghan-x-brazilian-x-south-indian-photo-5-seed,,,,756.0,"Uno 42"" Parabolic",0.415,10.0,99.89,,,,0.0,,0,,0.415,low-score,Ambiguous: Δ=0.149,2823.0,D.T.E. Neem Seed Meal 6-1-2/5lb,0.266,268.0,Rhino Skin Lt,0.259
,cloudlab-866-advance-grow-tent-60-x-60-x-80,"CLOUDLAB 866, Advance Grow Tent 60"" x 60"" x 80""",219.0,0.0,3494.0,UNO 4x8 Grow Tent,0.413,-1.0,289.0,,,,0.0,,0,,0.413,low-score,Ambiguous: Δ=0.025,3479.0,OneDeal Grow Tent 4'x4',0.388,3318.0,Grow Tent - 5ft W x 5ft L x 6.5,0.358
hmh00977,control-wizard-accurate-handheld-ph3-meter,Control Wizard Accurate Handheld pH3 Meter,64.95,0.0,3168.0,Preset CO2 Mointer Control,0.412,1.0,429.0,,,,0.0,,0,,0.412,low-score,Ambiguous: Δ=0.004,3143.0,Athena Mildew Control 32oz.,0.408,1048.0,CW-503 pH-3 Handheld Meter,0.405
hmh00849,snapture-dovetail,Snapture Dovetail,3.79,0.0,493.0,SnapStand Dovetail 90 Degree,0.405,20.0,3.7,,,,0.0,,0,,0.405,low-score,High stock (~20) - manual confirmation,,,,,,
hmh00936,10a-120v-w-battery-backup,10A 120V w/battery backup,335.0,0.0,1214.0,LT4-120 4 Light Timer,0.39,1.0,233.45,,,,0.0,,0,,0.39,low-score,Ambiguous: Δ=0.003,1222.0,LT4-120-B 4 Light Timer,0.388,2134.0,Maxell LR1130 Battery,0.387
,great-white-shark-feminised-super-skunk-x-brazilian-x-south-indian-5-seed,Great White Shark (Feminised) Super Skunk x Brazilian x South Indian.-5 SEED,45.0,0.0,756.0,"Uno 42"" Parabolic",0.385,10.0,99.89,,,,0.0,,0,,0.385,low-score,Ambiguous: Δ=0.034,2841.0,Great White,0.351,3145.0,"Great White® Mycorrhizae 1 oz,",0.349
,hawaiian-snow-feminised-hawaiian-sativa-x-laos,Hawaiian Snow (Feminised) Hawaiian sativa x Laos,60.0,0.0,3549.0,AMBER LABEL - SATIVA 250ml,0.361,0.0,74.95,,,,0.0,,0,,0.361,low-score,Ambiguous: Δ=0.060,1329.0,E.T.-Snow Storm Ultra Qt,0.301,1330.0,E.T.Snow Storm Ultra 8oz,0.298
,super-lemon-haze-x-pink-candy-super-lemon-haze-x-pink-candy-5-seed,,,,2934.0,AN Bud Candy 10 Liter,0.354,0.0,231.12,,,,0.0,,0,,0.354,low-score,Ambiguous: Δ=0.004,2922.0,AN Bud Candy 23 L,0.35,224.0,Bud Candy Lt,0.319
,skunk-auto-feminised-skunk-x-ruderalis-5-seed,,,,1389.0,Blumat Auto watering soil #1,0.346,2.0,4.59,,,,0.0,,0,,0.346,low-score,Ambiguous: Δ=0.002,3582.0,G.M.O. X MendoBreath/ Auto,0.343,3579.0,AUTO GMO Auto,0.318
,super-lemon-haze-feminised-lemon-skunk-x-super-silver-haze5-seed,Super Lemon Haze (Feminised) Lemon Skunk x Super Silver Haze5 Seed,50.0,0.0,3202.0,Hortilux Silver 600 E Ballast,0.345,1.0,249.0,,,,0.0,,0,,0.345,low-score,Ambiguous: Δ=0.017,3603.0,SUPER GREASE CANNASUPER LABS,0.328,3023.0,"Super Sprout Neop Insert 2""blue",0.327
,alienz-auto-feminised-alienz-x-watermelon-auto-5-seed,AlienZ Auto (Feminised) Alienz x Watermelon Auto 5 Seed,66.0,0.0,1961.0,Haze Auto x White Widow Auto,0.345,0.0,50.0,,,,0.0,,0,,0.345,low-score,Ambiguous: Δ=0.049,3582.0,G.M.O. X MendoBreath/ Auto,0.295,3560.0,Facefat Strain Auto FEM,0.291
,hawaiian-snow-feminised-hawaiian-sativa-x-laos,,,,1330.0,E.T.Snow Storm Ultra 8oz,0.343,-3.0,15.95,,,,0.0,,0,,0.343,low-score,Ambiguous: Δ=0.001,3549.0,AMBER LABEL - SATIVA 250ml,0.342,1329.0,E.T.-Snow Storm Ultra Qt,0.295
hmh00909,trolley-slave,Trolley Slave,23.95,0.0,895.0,Add-A-Lamp Hardware Kit,0.337,12.0,23.41,,,,0.0,,0,,0.337,low-score,Ambiguous: Δ=0.010,1530.0,Drive Trolley Wheel O-Ring,0.326,,,
,etoh-pro-rev2-ethanol-botanical-extractor-odorless-closed-loop-high-volume,,,,8.0,Pure Blend Pro Bloom Soil Gal,0.329,-2.0,73.0,,,,0.0,,0,,0.329,low-score,Ambiguous: Δ=0.006,1716.0,Ona Gel PRO-Repack Tub,0.324,636.0,Gro Pro Root Master 35,0.323
,4of91-nl5-haze-mist-feminised-nl5-x-haze-x-kali-mist-5-seed,,,,1717.0,Ona Mist Dispenser,0.328,-1.0,24.39,,,,0.0,,0,,0.328,low-score,Ambiguous: Δ=0.023,2993.0,Clonex Mist 750 ML,0.305,1861.0,Ona Mist Fresh Linen 6oz,0.283
,super-lemon-haze-x-gmo-feminised-5-seed,,,,1857.0,Super Double B+ 500ml,0.319,4.0,22.98,,,,0.0,,0,,0.319,low-score,Ambiguous: Δ=0.022,3579.0,AUTO GMO Auto,0.297,3023.0,"Super Sprout Neop Insert 2""blue",0.292
,super-lemon-haze-x-rs11-feminised-5-seed,,,,1857.0,Super Double B+ 500ml,0.316,4.0,22.98,,,,0.0,,0,,0.316,low-score,Ambiguous: Δ=0.025,1961.0,Haze Auto x White Widow Auto,0.291,3023.0,"Super Sprout Neop Insert 2""blue",0.29
,super-lemon-haze-x-rs11-feminised-5-seed,,,,1857.0,Super Double B+ 500ml,0.316,4.0,22.98,,,,0.0,,0,,0.316,low-score,Ambiguous: Δ=0.025,1961.0,Haze Auto x White Widow Auto,0.291,3023.0,"Super Sprout Neop Insert 2""blue",0.29
,skunk-auto-feminised-skunk-x-ruderalis-5-seed,Skunk Auto (Feminised) Skunk x Ruderalis 5 Seed,40.0,0.0,3582.0,G.M.O. X MendoBreath/ Auto,0.313,0.0,,,,,0.0,,0,,0.313,low-score,Ambiguous: Δ=0.011,3560.0,Facefat Strain Auto FEM,0.302,1389.0,Blumat Auto watering soil #1,0.299
,etoh-pro-rev2-ethanol-botanical-extractor-odorless-closed-loop-high-volume,EtOH Pro REV2 Ethanol Botanical Extractor - Odorless Closed-Loop High Volume,1900.0,0.0,3234.0,35 Site Psycloner Pro Aeroponic,0.302,1.0,125.0,,,,0.0,,0,,0.302,low-score,Ambiguous: Δ=0.022,1402.0,Pro mix 3.8 mycorrhizae,0.28,3409.0,Athena Pro mix kit 1 gal.,0.278
,super-lemon-haze-x-pink-candy-super-lemon-haze-x-pink-candy-5-seed,Super Lemon Haze x Pink Candy Super Lemon Haze x Pink Candy- 5 Seed,70.0,0.0,2934.0,AN Bud Candy 10 Liter,0.291,0.0,231.12,,,,0.0,,0,,0.291,low-score,Ambiguous: Δ=0.020,2922.0,AN Bud Candy 23 L,0.271,224.0,Bud Candy Lt,0.262
,super-lemon-haze-x-gmo-feminised-5-seed,Super Lemon Haze x GMO (Feminised) -5 Seed,70.0,0.0,3647.0,Super Clean Neem Oil - 8oz,0.286,3.0,22.99,,,,0.0,,0,,0.286,low-score,Ambiguous: Δ=0.006,3579.0,AUTO GMO Auto,0.279,1781.0,"Bond 8'x1"" bamboo super pole",0.259
,super-lemon-haze-x-rs11-feminised-5-seed,Super Lemon Haze x RS11 (Feminised) -5 Seed,70.0,0.0,3647.0,Super Clean Neem Oil - 8oz,0.283,3.0,22.99,,,,0.0,,0,,0.283,low-score,Ambiguous: Δ=0.020,1781.0,"Bond 8'x1"" bamboo super pole",0.263,3547.0,SUPER Canna Laco Serum 250 ml,0.253
,holy-punch-feminised-the-church-x-grape-photo-5-seed,,,,1206.0,Professional Hole Punch,0.279,0.0,12.21,,,,0.0,,0,,0.279,low-score,Ambiguous: Δ=0.074,989.0,CO2 Controller/Monitor/photo I,0.205,1927.0,CT-CT-3P,0.204
,kings-kush-feminised-og-kush-x-grape-5-seed,King's Kush (Feminised) OG Kush x Grape -5 Seed,45.0,0.0,3257.0,"G.M.O. Auto ""OG""",0.238,0.0,50.0,,,,0.0,,0,,0.238,low-score,Ambiguous: Δ=0.048,3661.0,OG Oganics Bud Candy liter,0.189,3373.0,OG Organics™ BigMike’s OG Tea,0.184
,4of91-nl5-haze-mist-feminised-nl5-x-haze-x-kali-mist-5-seed,NL5 Haze Mist (Feminised) NL5 x Haze x Kali Mist. 5 Seed,40.0,0.0,2993.0,Clonex Mist 750 ML,0.235,5.0,52.0,,,,0.0,,0,,0.235,low-score,Ambiguous: Δ=0.004,1717.0,Ona Mist Dispenser,0.231,1861.0,Ona Mist Fresh Linen 6oz,0.213
,banana-krumble-feminised-banana-punch-x-og-kush-5-seed,Banana Krumble (Feminised) Banana Punch x OG Kush-5 Seed,50.0,0.0,3576.0,Banana Cream Sundae- Full Term,0.232,0.0,,,,,0.0,,0,,0.232,low-score,Ambiguous: Δ=0.022,1206.0,Professional Hole Punch,0.21,3257.0,"G.M.O. Auto ""OG""",0.209
,holy-punch-feminised-the-church-x-grape-photo-5-seed,Holy Punch (Feminised) The Church x Grape Photo 5 Seed,45.0,0.0,1216.0,PS-1 Day/Night Photo Switch,0.227,7.0,128.8,,,,0.0,,0,,0.227,low-score,Ambiguous: Δ=0.004,989.0,CO2 Controller/Monitor/photo I,0.223,1206.0,Professional Hole Punch,0.219
,arjans-strawberry-haze-feminised-swiss-sativa-x-nl5-haze-mist-5-seed,Arjan's Strawberry Haze (Feminised) Swiss sativa x NL5 Haze Mist-5 seed,45.0,0.0,3549.0,AMBER LABEL - SATIVA 250ml,0.215,0.0,74.95,,,,0.0,,0,,0.215,low-score,Ambiguous: Δ=0.036,2993.0,Clonex Mist 750 ML,0.179,1961.0,Haze Auto x White Widow Auto,0.162
,fullgas-feminised-exodus-cheese-x-sherbert-og-photo-5-seed,,,,3661.0,OG Oganics Bud Candy liter,0.203,-2.0,35.95,,,,0.0,,0,,0.203,low-score,Ambiguous: Δ=0.007,3257.0,"G.M.O. Auto ""OG""",0.196,3373.0,OG Organics™ BigMike’s OG Tea,0.192
,4of32-wonder-pie-feminised-wedding-cake-x-og-kush-5-seed,Wonder Pie (Feminised) Wedding Cake x OG Kush/ 5 Seed,50.0,0.0,3523.0,OUTER SPACE CAKE,0.199,0.0,,,,,0.0,,0,,0.199,low-score,Ambiguous: Δ=0.012,3570.0,WEDDING GELATO,0.187,3257.0,"G.M.O. Auto ""OG""",0.183
,fullgas-feminised-exodus-cheese-x-sherbert-og-photo-5-seed,Fullgas! (Feminised) Exodus Cheese X Sherbert OG Photo -5 Seed,66.0,0.0,1216.0,PS-1 Day/Night Photo Switch,0.198,7.0,128.8,,,,0.0,,0,,0.198,low-score,Ambiguous: Δ=0.004,1225.0,CST-1P Chrono Seqential Photo,0.194,989.0,CO2 Controller/Monitor/photo I,0.185
,francos-lemon-cheese-feminised-super-lemon-haze-x-exodus-cheese-5-sed,Franco's Lemon Cheese (Feminised) Super Lemon Haze x Exodus Cheese -5 sed,50.0,0.0,1961.0,Haze Auto x White Widow Auto,0.18,0.0,50.0,,,,0.0,,0,,0.18,low-score,Ambiguous: Δ=0.001,3603.0,SUPER GREASE CANNASUPER LABS,0.179,1781.0,"Bond 8'x1"" bamboo super pole",0.164
hmh01685,plagron-cocos-a-5-liter,Plagron Cocos A 5 liter,52.5,0.0,2208.0,Plagron Cocos A 0-4-2 /10 liter,1.553,3.0,113.2,2208.0,Plagron Cocos A 0-4-2 /10 liter,2.5 liter,3.0,113.2,0,Phive8,1.553,needs-review,Needs review: close alt 2207 (Δ=0.014),2207.0,Plagron Cocos B 0-4-2 /10 liter,1.538,3001.0,Plagron Cocos A 5L,1.444
hmh01687,plagron-cocos-b-5-liter,Plagron Cocos B  5 liter,52.5,0.0,2207.0,Plagron Cocos B 0-4-2 /10 liter,1.553,3.0,113.0,2207.0,Plagron Cocos B 0-4-2 /10 liter,2.5 liter,3.0,113.0,0,Phive8,1.553,needs-review,Needs review: close alt 2208 (Δ=0.014),2208.0,Plagron Cocos A 0-4-2 /10 liter,1.538,3002.0,Plagron Cocos B 5L,1.444
hmh00353,humboldt-bloom-5-gal,Humboldt Bloom 5 gal,117.0,0.0,3281.0,Athena Bloom A 5 Gal,1.502,1.0,200.0,3281.0,Athena Bloom A 5 Gal,5 gallon,1.0,200.0,0,Athena,1.502,needs-review,Needs review: close alt 3282 (Δ=0.000),3282.0,Athena Bloom B 5 Gal,1.502,3136.0,Athena Bloom A 4-0-5 Gal.,1.48
hmh00342,humboldt-grow-1-gal,Humboldt Grow 1 gal,29.84,0.0,3138.0,Athena Grow A 4-0-1 Gal.,1.471,4.0,45.0,3138.0,Athena Grow A 4-0-1 Gal.,gallon,4.0,45.0,0,Athena,1.471,needs-review,Needs review: close alt 3139 (Δ=0.000),3139.0,Athena Grow B 1-3-5 Gal.,1.471,3631.0,Athena Grow A 1-3-5 /5 Gal.,1.468
hmh01493,ona-pro-gel-pail-1-gal,Ona Pro Gel Pail (1 Gal),39.95,0.0,2164.0,Ona Pro Gel Gal,1.442,-4.0,39.05,2164.0,Ona Pro Gel Gal,1 Gal,-4.0,39.05,0,NGW,1.442,needs-review,Needs review: close alt 1909 (Δ=0.002),1909.0,ONA Pro Gel Pail Gal,1.44,1862.0,Ona Fresh Linen Gel Pail,1.203
,gmo-og-auto-seed-8-pack,,,,3579.0,AUTO GMO Auto,1.385,0.0,,3579.0,AUTO GMO Auto,8 PK,0.0,,0,@Flowers-HEMP,1.385,needs-review,Needs review: close alt 3257 (Δ=0.008),3257.0,"G.M.O. Auto ""OG""",1.377,,Cannabis Seed AUTO,1.054
hmh01686,plagron-cocos-b-liter,Plagron Cocos B  liter,14.0,0.0,2207.0,Plagron Cocos B 0-4-2 /10 liter,1.349,3.0,113.0,2207.0,Plagron Cocos B 0-4-2 /10 liter,2.5 liter,3.0,113.0,0,Phive8,1.349,needs-review,Needs review: close alt 2208 (Δ=0.015),2208.0,Plagron Cocos A 0-4-2 /10 liter,1.334,3002.0,Plagron Cocos B 5L,1.209
hmh01684,plagron-cocos-a-liter,Plagron Cocos A liter,14.0,0.0,2208.0,Plagron Cocos A 0-4-2 /10 liter,1.349,3.0,113.2,2208.0,Plagron Cocos A 0-4-2 /10 liter,2.5 liter,3.0,113.2,0,Phive8,1.349,needs-review,Needs review: close alt 2207 (Δ=0.015),2207.0,Plagron Cocos B 0-4-2 /10 liter,1.334,3001.0,Plagron Cocos A 5L,1.209
hmh00205,floraduo-a-1-gal,FloraDuo A 1 gal,35.89,0.0,196.0,FloraDuo (Part-B) Gal,1.346,7.0,40.96,196.0,FloraDuo (Part-B) Gal,1 Gal,7.0,40.96,0,NGW,1.346,needs-review,Needs review: close alt 197 (Δ=0.000),197.0,FloraDuo (Part-A) Gal,1.346,3138.0,Athena Grow A 4-0-1 Gal.,1.114
hmh00204,floraduo-a-1-qt,FloraDuo A 1 qt,15.89,0.0,193.0,FloraDuo (Part-B) Qt,1.337,21.0,16.37,193.0,FloraDuo (Part-B) Qt,1 Qt,21.0,16.37,0,NGW,1.337,needs-review,Needs review: close alt 195 (Δ=0.000),195.0,FloraDuo (Part-A) Qt,1.337,196.0,FloraDuo (Part-B) Gal,0.921
hmh00210,floraduo-b-1-gal,FloraDuo B 1 gal,35.89,0.0,196.0,FloraDuo (Part-B) Gal,1.336,7.0,40.96,196.0,FloraDuo (Part-B) Gal,1 Gal,7.0,40.96,0,NGW,1.336,needs-review,Needs review: close alt 197 (Δ=0.010),197.0,FloraDuo (Part-A) Gal,1.326,3138.0,Athena Grow A 4-0-1 Gal.,1.114
hmh00209,floraduo-b-1-qt,FloraDuo B 1 qt,15.89,0.0,193.0,FloraDuo (Part-B) Qt,1.327,21.0,16.37,193.0,FloraDuo (Part-B) Qt,1 Qt,21.0,16.37,0,NGW,1.327,needs-review,Needs review: close alt 195 (Δ=0.011),195.0,FloraDuo (Part-A) Qt,1.316,196.0,FloraDuo (Part-B) Gal,0.911
hmh00405,bloom-natural-5-gal,Bloom Natural 5 gal,421.2,0.0,3136.0,Athena Bloom A 4-0-5 Gal.,1.301,8.0,45.0,3136.0,Athena Bloom A 4-0-5 Gal.,gallon,8.0,45.0,0,Athena,1.301,needs-review,Needs review: close alt 3137 (Δ=0.025),3137.0,Athena Bloom B 0.7-6.5 Gal.,1.276,3502.0,N.C.R. Bloom 2.5 Gallon,1.208
hmh00256,diamond-black-1-gal,Diamond Black 1 gal,52.3,0.0,275.0,Diamond Black Gal,1.22,6.0,52.95,275.0,Diamond Black Gal,1 Gal,6.0,52.95,0,Nickel City Wholesale Garden Supply,1.22,needs-review,Needs review: close alt 3451 (Δ=0.000),3451.0,Diamond Black Gal,1.22,274.0,Diamond Black Qt,0.958
hmh01563,cocotek-bloom-b-gal,CocoTek Bloom B Gal.,34.0,0.0,3359.0,CocoTek BLOOM-B 6 Ga,1.215,0.0,99.0,3359.0,CocoTek BLOOM-B 6 Ga,6 gallon,0.0,99.0,0,Nickel City Wholesale Garden Supply,1.215,needs-review,Needs review: close alt 3360 (Δ=0.024),3360.0,CocoTek BLOOM-A 6 G.,1.191,3282.0,Athena Bloom B 5 Gal,1.095
hmh01562,cocotek-bloom-a-gal,CocoTek Bloom A Gal.,34.0,0.0,3360.0,CocoTek BLOOM-A 6 G.,1.209,0.0,99.0,3360.0,CocoTek BLOOM-A 6 G.,6 gallon,0.0,99.0,0,Nickel City Wholesale Garden Supply,1.209,needs-review,Needs review: close alt 3359 (Δ=0.003),3359.0,CocoTek BLOOM-B 6 Ga,1.206,3281.0,Athena Bloom A 5 Gal,1.095
hmh00369,humboldt-master-b-1-gal,Humboldt Master B 1 gal,70.2,0.0,567.0,Master-B Gal,1.189,5.0,73.0,567.0,Master-B Gal,1 Gal,5.0,73.0,0,Nickel City Wholesale Garden Supply,1.189,needs-review,Needs review: close alt 563 (Δ=0.008),563.0,Master-A Gal,1.181,3138.0,Athena Grow A 4-0-1 Gal.,1.107
hmh00365,humboldt-master-a-1-gal,Humboldt Master A 1 gal,70.2,0.0,563.0,Master-A Gal,1.189,-19.0,73.0,563.0,Master-A Gal,1 Gal,-19.0,73.0,0,Nickel City Wholesale Garden Supply,1.189,needs-review,Needs review: close alt 567 (Δ=0.008),567.0,Master-B Gal,1.181,3138.0,Athena Grow A 4-0-1 Gal.,1.099
hmh01213,ph-perfect-sensi-bloom-part-a-1-gal,pH Perfect Sensi Bloom part A (1 gal),40.56,0.0,2168.0,Sensi Bloom B Lt (pHP),1.188,-3.0,18.66,2168.0,Sensi Bloom B Lt (pHP),1 Lt,-3.0,18.66,0,Advanced Nutrients,1.188,needs-review,Needs review: close alt 2167 (Δ=0.027),2167.0,Sensi Bloom A Lt (pHP),1.161,2169.0,Sensi Grow A/ liter,1.124
hmh00368,humboldt-master-b-1-qt,Humboldt Master B 1 qt,23.4,0.0,566.0,Master-B Qt,1.181,9.0,22.87,566.0,Master-B Qt,1 Qt,9.0,22.87,0,Nickel City Wholesale Garden Supply,1.181,needs-review,Needs review: close alt 562 (Δ=0.009),562.0,Master-A Qt,1.172,574.0,FlavorFul Qt,0.93
hmh00364,humboldt-master-a-1-qt,Humboldt Master A 1 qt,23.4,0.0,562.0,Master-A Qt,1.181,10.0,22.87,562.0,Master-A Qt,1 Qt,10.0,22.87,0,Nickel City Wholesale Garden Supply,1.181,needs-review,Needs review: close alt 566 (Δ=0.009),566.0,Master-B Qt,1.172,574.0,FlavorFul Qt,0.93
hmh00187,floranova-grow-1-gal,FloraNova Grow 1 gal,92.3,0.0,3138.0,Athena Grow A 4-0-1 Gal.,1.16,4.0,45.0,3138.0,Athena Grow A 4-0-1 Gal.,gallon,4.0,45.0,0,Athena,1.16,needs-review,Needs review: close alt 3139 (Δ=0.000),3139.0,Athena Grow B 1-3-5 Gal.,1.16,3631.0,Athena Grow A 1-3-5 /5 Gal.,1.156
,athena-camg-1-gallon,Athena CaMg 1 Gallon,45.0,0.0,3138.0,Athena Grow A 4-0-1 Gal.,1.16,4.0,45.0,3138.0,Athena Grow A 4-0-1 Gal.,gallon,4.0,45.0,0,Athena,1.16,needs-review,Needs review: close alt 3139 (Δ=0.000),3139.0,Athena Grow B 1-3-5 Gal.,1.16,3631.0,Athena Grow A 1-3-5 /5 Gal.,1.147
hmh00293,holland-secret-grow-4l,Holland Secret Grow 4L,37.95,0.0,1575.0,Holland Secret Micro 4L. 5-0-2,1.154,13.0,42.98,1575.0,Holland Secret Micro 4L. 5-0-2,4 Liter,13.0,42.98,0,Nickel City Wholesale Garden Supply,1.154,needs-review,Needs review: close alt 1579 (Δ=0.015),1579.0,Holland Secret Bloom 4L. 0-6-4,1.139,1577.0,Holland Secret Grow 4L 2-1-7,0.957
hmh00964,replacement-probe-for-24-7-meter,Replacement Probe for 24-7 Meter,49.0,0.0,1054.0,24-7 PPM Replacement Probe,1.145,2.0,48.83,1054.0,24-7 PPM Replacement Probe,1 Pc,2.0,48.83,0,Nickel City Wholesale Garden Supply,1.145,needs-review,Needs review: close alt 1053 (Δ=0.002),1053.0,24-7 pH Replacement Probe,1.143,1452.0,Tri-Meter replacement Probe,0.741
