Variant SKU,Handle,Title,Variant Price,Variant Inventory Qty,Top Candidate Item Number,Top Candidate Item Name,Top Candidate Score,Top Candidate Qty Total,Top Candidate Regular Price,POS Item Number,POS Item Name,POS Size,POS Qty Total,POS Regular Price,POS On Order Qty,POS Vendor,Match Score,Confidence,Review Notes,Alt1 Item Number,Alt1 Item Name,Alt1 Score,Alt2 Item Number,Alt2 Item Name,Alt2 Score,Review Status,Status Reason,Score Delta vs Alt
,bio365-bioflower-nutrient-dense-mix-1-5cu-ft-bag-blend-of-fine-coir-coarse-peat-super-coarse-perlite,"bio365™ BIOFLOWER™ Nutrient Dense Mix - 1.5cu ft - Bag - Blend of Fine Coir, Coarse Peat, & Super Coarse Perlite",35.99,0.0,3383.0,bio365™ BIOBLEND™ - 1.5cu ft,0.672,33.0,29.99,3382,bio365™ BIOFLOWER,1.5 cu. ft.,1.0,33.99,0,BFG,0.651,needs-review,auto-resolved: alt price proximity,3382,bio365™ BIOFLOWER,0.651,3381.0,bio365™ BIOALL,0.548,ready-alt-validated,token overlap: best 3 >= alt 3.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best inf <= alt inf; fuzzy ratio: best 0.3215686274509804 >= alt 0.3215686274509804; Score delta 0.000,0.0
hmh00252,bioweed-1-gal,BioWeed 1 gal,62.16,0.0,3138.0,Athena Grow A 4-0-1 Gal.,1.107,4.0,45.0,3138,Athena Grow A 4-0-1 Gal.,gallon,4.0,45.0,0,Athena,1.107,needs-review,Needs review: close alt 3139 (Δ=0.000),3139,Athena Grow B 1-3-5 Gal.,1.107,3631.0,Athena Grow A 1-3-5 /5 Gal.,1.105,ready-alt-validated,token overlap: best 1 >= alt 1.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best 0.2761 <= alt 0.2761; fuzzy ratio: best 0.4 >= alt 0.4; Score delta 0.000,0.0
,bloom-grease-fermented-flowering-plant-juice,Bloom Grease * Fermented Flowering Plant Juice,29.97,100.0,3650.0,Bloom GREASE canna 1000 ml,0.685,12.0,106.0,365,Bloom GREASE canna 1000 ml,1000 ml,12.0,106.0,0,GREASE,0.685,needs-review,Verify vs alt 3649 (score 0.649),3649,Bloom GREASE canna 500 ml,0.649,3542.0,GREASE CANNABLOOM FERMENTED 250,0.63,manual-alt-stronger,token overlap: best 2 >= alt 2.0; number overlap: best 0 >= alt 0.0; size overlap: best 0 >= alt 0.0; price delta: best inf <= alt inf; fuzzy ratio: alt 0.4415584415584415 > best 0.4331210191082802,0.03600000000000003
hmh00405,bloom-natural-5-gal,Bloom Natural 5 gal,421.2,0.0,3136.0,Athena Bloom A 4-0-5 Gal.,1.301,8.0,45.0,3136,Athena Bloom A 4-0-5 Gal.,gallon,8.0,45.0,0,Athena,1.301,needs-review,Needs review: close alt 3137 (Δ=0.025),3137,Athena Bloom B 0.7-6.5 Gal.,1.276,3502.0,N.C.R. Bloom 2.5 Gallon,1.208,ready-alt-validated,token overlap: best 2 >= alt 2.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best 0.8932 <= alt 0.8932; fuzzy ratio: best 0.5116279069767442 >= alt 0.4661654135338345; Score delta 0.025,0.02499999999999991
hmh01792,botanicare-growilla-bud-12-lb,Botanicare Growilla Bud 12 lb,59.95,0.0,3197.0,FloraPro® Grow 10-12-22/5lb,0.753,6.0,36.5,3197,FloraPro® Grow 10-12-22/5lb,5 lb,6.0,36.5,0,Hawthorne Hydoponics LLC,0.753,needs-review,Verify vs alt 3198 (score 0.674),3198,FloraPro® Bloom 7-12-27/ 5lb,0.674,3192.0,DTE Blood Meal 12 - 0 - 0-5lb,0.656,ready-strong-gap,Match score exceeds alt by 0.079,0.07899999999999996
,botanicare-organicare-true-earth-potting-mix-o-m-r-i,Botanicare Organicare True Earth Potting Mix (O.M.R.I.),20.5,0.0,2209.0,Organicare True Earth PotMix1.7,0.65,151.0,20.5,2209,Organicare True Earth PotMix1.7,1.75 cu ft.,151.0,20.5,0,Hawthorne Hydoponics LLC,0.65,needs-review,Verify vs alt 2969 (score 0.578),2969,D.T.Earth Vegan Mix 3-2-2 6lb.,0.578,1644.0,Mother Earth Coco + Perlite Mix,0.511,ready-strong-gap,Match score exceeds alt by 0.072,0.07200000000000006
hmh01857,calnesium-defficiency-correction-supplemnt-2-5-ga,CALNESIUM Defficiency Correction Supplemnt 2.5 Ga,114.96,0.0,1539.0,CALNESIUM /Cal & Mag Sup 2.5 G,0.714,2.0,114.0,1539,CALNESIUM /Cal & Mag Sup 2.5 G,2.5 g,2.0,114.0,0,Nickel City Wholesale Garden Supply,0.714,needs-review,Verify vs alt 3217 (score 0.486),3217,Athena Clean Line Perafoam 5 Ga,0.486,3091.0,CALNESIUM /Cal & Mag Sup.Gal.,0.328,ready-strong-gap,Match score exceeds alt by 0.228,0.22799999999999998
hmh01858,calnesium-defficiency-correction-supplemnt-6-gal,CALNESIUM Defficiency Correction Supplemnt 6 gal,185.96,0.0,3137.0,Athena Bloom B 0.7-6.5 Gal.,0.673,8.0,45.0,2583,G.H. Ripen® 0.5 - 7 - 6 Gal.,gallon,8.0,115.89,0,Hawthorne Hydoponics LLC,0.67,needs-review,auto-resolved: alt price proximity,2583,G.H. Ripen® 0.5 - 7 - 6 Gal.,0.67,3283.0,BioBud® 0.5 - 0.1 - 1/--6 Gal.,0.642,ready-alt-validated,token overlap: best 1 >= alt 1.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best 0.3768 <= alt 0.3768; fuzzy ratio: best 0.2983425414364641 >= alt 0.2983425414364641; Score delta 0.000,0.0
hmh01856,calnesium-defficiency-correction-supplemnt-gal,CALNESIUM Defficiency Correction Supplemnt Gal,57.95,0.0,3091.0,CALNESIUM /Cal & Mag Sup.Gal.,0.662,3.0,57.99,3091,CALNESIUM /Cal & Mag Sup.Gal.,gallon,3.0,57.99,0,Nickel City Wholesale Garden Supply,0.662,needs-review,Verify vs alt 3152 (score 0.535),3152,Athena Balance (osmoregulation),0.535,3134.0,Athena CaMg Supplement Gal.,0.491,ready-strong-gap,Match score exceeds alt by 0.127,0.127
hmh01855,calnesium-defficiency-correction-supplemnt-qt,CALNESIUM Defficiency Correction Supplemnt Qt.,19.95,0.0,3090.0,CALNESIUM /Cal & Mag Sup.Qt.,0.649,7.0,20.99,309,CALNESIUM /Cal & Mag Sup.Qt.,qt.,7.0,20.99,0,Nickel City Wholesale Garden Supply,0.649,needs-review,Verify vs alt 1539 (score 0.465),1539,CALNESIUM /Cal & Mag Sup 2.5 G,0.465,2425.0,Decision Qt,0.451,ready-strong-gap,Match score exceeds alt by 0.184,0.184
hmh00700,can-filter-100-w-8-ho-620-cfm-fan-combo-freight-shipping-only,"Can-Filter 100 W/ 8"" HO 620 CFM Fan Combo (freight shipping ONLY)",555.53,0.0,1104.0,"CAN-Fan 8"" HO",0.773,1.0,236.77,1104,"CAN-Fan 8"" HO",1 Box,1.0,236.77,0,Nickel City Wholesale Garden Supply,0.773,needs-review,Verify vs alt 2219 (score 0.680),2219,"CAN Max-Fan HO 8""",0.68,1103.0,"CAN-Fan 8""",0.622,ready-strong-gap,Match score exceeds alt by 0.093,0.09299999999999997
hmh00699,can-filter-75-w-8-ho-559-cfm-fan-combo-freight-shipping-only,"Can-Filter 75 W/ 8"" HO 559 CFM Fan Combo (freight shipping ONLY)",551.08,0.0,1104.0,"CAN-Fan 8"" HO",0.775,1.0,236.77,1104,"CAN-Fan 8"" HO",1 Box,1.0,236.77,0,Nickel City Wholesale Garden Supply,0.775,needs-review,Verify vs alt 2219 (score 0.682),2219,"CAN Max-Fan HO 8""",0.682,1103.0,"CAN-Fan 8""",0.629,ready-strong-gap,Match score exceeds alt by 0.093,0.09299999999999997
,centurion-pro-tabletop-trimming-machine-wet-or-dry,Centurion Pro Tabletop Trimming Machine Wet or Dry,2999.0,0.0,3203.0,CenturionPro® Tabletop  Pro dry,0.724,0.0,3895.0,3203,CenturionPro® Tabletop  Pro dry,tabel top,0.0,3895.0,0,Hawthorne Hydoponics LLC,0.724,needs-review,auto-resolved: text similarity,3344,Centurion Tabletop Pro,0.704,3142.0,Athena Pro Dry Bloom 0-12-24,0.457,ready-gap,Match score exceeds alt by 0.020,0.020000000000000018
,centurion-pro-tabletop-trimming-machine-wet-or-dry,,,,3344.0,Centurion Tabletop Pro,0.716,0.0,3100.0,3344,Centurion Tabletop Pro,15 lb an hr,0.0,3100.0,0,,0.716,needs-review,Verify vs alt 3203 (score 0.652),3203,CenturionPro® Tabletop  Pro dry,0.652,3142.0,Athena Pro Dry Bloom 0-12-24,0.472,ready-strong-gap,Match score exceeds alt by 0.064,0.06399999999999995
,centurion-pro-tabletop-trimming-machine-wet-or-dry,,,,3344.0,Centurion Tabletop Pro,0.716,0.0,3100.0,3344,Centurion Tabletop Pro,15 lb an hr,0.0,3100.0,0,,0.716,needs-review,Verify vs alt 3203 (score 0.652),3203,CenturionPro® Tabletop  Pro dry,0.652,3142.0,Athena Pro Dry Bloom 0-12-24,0.472,ready-strong-gap,Match score exceeds alt by 0.064,0.06399999999999995
,centurion-pro-tabletop-trimming-machine-wet-or-dry,,,,3344.0,Centurion Tabletop Pro,0.716,0.0,3100.0,3344,Centurion Tabletop Pro,15 lb an hr,0.0,3100.0,0,,0.716,needs-review,Verify vs alt 3203 (score 0.652),3203,CenturionPro® Tabletop  Pro dry,0.652,3142.0,Athena Pro Dry Bloom 0-12-24,0.472,ready-strong-gap,Match score exceeds alt by 0.064,0.06399999999999995
,cloudray-s9-gen-2-grow-tent-clip-fan-9,"CLOUDRAY S9, Gen 2 Grow Tent Clip Fan 9”",38.0,0.0,3556.0,"7"" clip fan 2 speed",0.762,15.0,23.99,3556,"7"" clip fan 2 speed","7""",15.0,23.99,0,BFG,0.762,needs-review,Verify vs alt 2386 (score 0.505),2386,UNO 2x4 Grow Tent,0.505,2627.0,"UNO 2 speed 4"" fan 190 CFM",0.457,ready-strong-gap,Match score exceeds alt by 0.257,0.257
,cloudray-s9-gen-2-grow-tent-clip-fan-9-oscillating,"CLOUDRAY S9, Gen 2 Grow Tent Clip Fan 9” Oscillating",99.0,10.0,3556.0,"7"" clip fan 2 speed",0.691,15.0,23.99,3556,"7"" clip fan 2 speed","7""",15.0,23.99,0,BFG,0.691,needs-review,Verify vs alt 2386 (score 0.458),2386,UNO 2x4 Grow Tent,0.458,3443.0,"Hurricane 12"" Oscillating fan",0.447,ready-strong-gap,Match score exceeds alt by 0.233,0.23299999999999993
hmh01562,cocotek-bloom-a-gal,CocoTek Bloom A Gal.,34.0,0.0,3360.0,CocoTek BLOOM-A 6 G.,1.209,0.0,99.0,336,CocoTek BLOOM-A 6 G.,6 gallon,0.0,99.0,0,Nickel City Wholesale Garden Supply,1.209,needs-review,Needs review: close alt 3359 (Δ=0.003),3359,CocoTek BLOOM-B 6 Ga,1.206,3281.0,Athena Bloom A 5 Gal,1.095,ready-alt-validated,token overlap: best 3 >= alt 3.0; number overlap: best 0 >= alt 0.0; size overlap: best 0 >= alt 0.0; price delta: best 1.9118 <= alt 1.9118; fuzzy ratio: best 0.639344262295082 >= alt 0.6341463414634146; Score delta 0.003,0.0030000000000001137
hmh01563,cocotek-bloom-b-gal,CocoTek Bloom B Gal.,34.0,0.0,3359.0,CocoTek BLOOM-B 6 Ga,1.215,0.0,99.0,3359,CocoTek BLOOM-B 6 Ga,6 gallon,0.0,99.0,0,Nickel City Wholesale Garden Supply,1.215,needs-review,Needs review: close alt 3360 (Δ=0.024),336,CocoTek BLOOM-A 6 G.,1.191,3282.0,Athena Bloom B 5 Gal,1.095,ready-alt-validated,token overlap: best 3 >= alt 3.0; number overlap: best 0 >= alt 0.0; size overlap: best 0 >= alt 0.0; price delta: best 1.9118 <= alt 1.9118; fuzzy ratio: best 0.6504065040650406 >= alt 0.6065573770491803; Score delta 0.024,0.02400000000000002
hmh01559,cocotek-bloom-b-qts,Cocotek Bloom B Qts,15.89,0.0,3359.0,CocoTek BLOOM-B 6 Ga,0.92,0.0,99.0,3359,CocoTek BLOOM-B 6 Ga,6 gallon,0.0,99.0,0,Nickel City Wholesale Garden Supply,0.92,needs-review,Needs review: close alt 3360 (Δ=0.024),336,CocoTek BLOOM-A 6 G.,0.896,3282.0,Athena Bloom B 5 Gal,0.641,ready-alt-validated,token overlap: best 2 >= alt 2.0; number overlap: best 0 >= alt 0.0; size overlap: best 0 >= alt 0.0; price delta: best 5.2303 <= alt 5.2303; fuzzy ratio: best 0.6341463414634146 >= alt 0.5901639344262295; Score delta 0.024,0.02400000000000002
hmh01560,cocotek-grow-a-gal,CocoTek Grow A Gal.,34.0,0.0,3360.0,CocoTek BLOOM-A 6 G.,0.951,0.0,99.0,336,CocoTek BLOOM-A 6 G.,6 gallon,0.0,99.0,0,Nickel City Wholesale Garden Supply,0.951,needs-review,Needs review: close alt 3359 (Δ=0.011),3359,CocoTek BLOOM-B 6 Ga,0.939,3138.0,Athena Grow A 4-0-1 Gal.,0.931,ready-alt-validated,token overlap: best 2 >= alt 2.0; number overlap: best 0 >= alt 0.0; size overlap: best 0 >= alt 0.0; price delta: best 1.9118 <= alt 1.9118; fuzzy ratio: best 0.5166666666666667 >= alt 0.4958677685950413; Score delta 0.012,0.01200000000000001
hmh01561,cocotek-grow-b-gal,CocoTek Grow B Gal.,34.0,0.0,3359.0,CocoTek BLOOM-B 6 Ga,0.958,0.0,99.0,3359,CocoTek BLOOM-B 6 Ga,6 gallon,0.0,99.0,0,Nickel City Wholesale Garden Supply,0.958,needs-review,Needs review: close alt 3360 (Δ=0.025),336,CocoTek BLOOM-A 6 G.,0.932,3139.0,Athena Grow B 1-3-5 Gal.,0.931,ready-alt-validated,token overlap: best 2 >= alt 2.0; number overlap: best 0 >= alt 0.0; size overlap: best 0 >= alt 0.0; price delta: best 1.9118 <= alt 1.9118; fuzzy ratio: best 0.5289256198347108 >= alt 0.4833333333333333; Score delta 0.026,0.025999999999999912
,cri-series-dli-cri-series-630w-cmh-240v,,,,2620.0,DLI JOULE-Series 1000W 400V D/E,0.644,2.0,499.0,262,DLI JOULE-Series 1000W 400V D/E,120/240,2.0,499.0,0,Nickel City Wholesale Garden Supply,0.644,needs-review,Verify vs alt 3368 (score 0.493),3368,Series LED Multilayer 600 FS-DC,0.493,2607.0,APEX-DLI Toplighting LED,0.486,ready-strong-gap,Match score exceeds alt by 0.151,0.15100000000000002
hmh00256,diamond-black-1-gal,Diamond Black 1 gal,52.3,0.0,275.0,Diamond Black Gal,1.22,6.0,52.95,275,Diamond Black Gal,1 Gal,6.0,52.95,0,Nickel City Wholesale Garden Supply,1.22,needs-review,Needs review: close alt 3451 (Δ=0.000),3451,Diamond Black Gal,1.22,274.0,Diamond Black Qt,0.958,ready-alt-validated,token overlap: best 3 >= alt 3.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best 0.0124 <= alt 0.0124; fuzzy ratio: best 0.6065573770491803 >= alt 0.6065573770491803; Score delta 0.000,0.0
hmh00685,diamond-black-6-gal,Diamond Black 6 gal,209.98,0.0,275.0,Diamond Black Gal,0.871,6.0,52.95,275,Diamond Black Gal,1 Gal,6.0,52.95,0,Nickel City Wholesale Garden Supply,0.871,needs-review,Needs review: close alt 3451 (Δ=0.000),3451,Diamond Black Gal,0.871,3137.0,Athena Bloom B 0.7-6.5 Gal.,0.835,ready-alt-validated,token overlap: best 3 >= alt 3.0; number overlap: best 0 >= alt 0.0; size overlap: best 0 >= alt 0.0; price delta: best 0.7478 <= alt 0.7478; fuzzy ratio: best 0.5901639344262295 >= alt 0.5901639344262295; Score delta 0.000,0.0
,dli-diode-series-led-toplighting-led-fixture-long,DLI-DIODE-Series-LED Toplighting LED Fixture (Long),799.0,0.0,2607.0,APEX-DLI Toplighting LED,0.721,3.0,1399.0,2607,APEX-DLI Toplighting LED,240V/led top,3.0,1399.0,0,Nickel City Wholesale Garden Supply,0.721,needs-review,Verify vs alt 2620 (score 0.533),262,DLI JOULE-Series 1000W 400V D/E,0.533,3368.0,Series LED Multilayer 600 FS-DC,0.532,ready-strong-gap,Match score exceeds alt by 0.188,0.18799999999999994
,dli-diode-series-led-toplighting-led-fixture-long,,,,2607.0,APEX-DLI Toplighting LED,0.709,3.0,1399.0,2607,APEX-DLI Toplighting LED,240V/led top,3.0,1399.0,0,Nickel City Wholesale Garden Supply,0.709,needs-review,Verify vs alt 3368 (score 0.583),3368,Series LED Multilayer 600 FS-DC,0.583,1925.0,E-Series LED Adapter - 120 - 2,0.533,ready-strong-gap,Match score exceeds alt by 0.126,0.126
,dli-diode-series-led-toplighting-led-fixture-long,,,,2607.0,APEX-DLI Toplighting LED,0.709,3.0,1399.0,2607,APEX-DLI Toplighting LED,240V/led top,3.0,1399.0,0,Nickel City Wholesale Garden Supply,0.709,needs-review,Verify vs alt 3368 (score 0.583),3368,Series LED Multilayer 600 FS-DC,0.583,1925.0,E-Series LED Adapter - 120 - 2,0.533,ready-strong-gap,Match score exceeds alt by 0.126,0.126
hmh00329,double-super-b-1-liter,Double Super B+ 1 liter,34.99,0.0,1586.0,Super Double B+ Lt,0.779,21.0,27.98,1586,Super Double B+ Lt,1 Lt,21.0,27.98,0,Nickel City Wholesale Garden Supply,0.779,needs-review,Verify vs alt 3039 (score 0.702),3039,Hortilux® LU 1000 DE/HTL Double,0.702,2955.0,GREENPOWER-630CMH double 240V,0.651,ready-strong-gap,Match score exceeds alt by 0.077,0.07700000000000007
hmh00331,double-super-b-10-liter,Double Super B+ 10 liter,205.99,0.0,1588.0,Super Double B+ 10L,0.746,4.0,206.23,1588,Super Double B+ 10L,10 Lt,4.0,206.23,0,Nickel City Wholesale Garden Supply,0.746,needs-review,Verify vs alt 1857 (score 0.556),1857,Super Double B+ 500ml,0.556,1586.0,Super Double B+ Lt,0.492,ready-strong-gap,Match score exceeds alt by 0.190,0.18999999999999995
hmh00330,double-super-b-4-liter,Double Super B+ 4 liter,109.99,0.0,1587.0,Super Double B+ 4L,0.743,11.0,86.98,1587,Super Double B+ 4L,4 Lt,11.0,86.98,0,Nickel City Wholesale Garden Supply,0.743,needs-review,Verify vs alt 1857 (score 0.587),1857,Super Double B+ 500ml,0.587,236.0,Mother Earth Bloom 4L,0.574,ready-strong-gap,Match score exceeds alt by 0.156,0.15600000000000003
,dutch-lighting-innovations-joule-series-1000w-de-120v-240v,“Dutch Lighting Innovations”  JOULE-SERIES 1000W DE 120V – 240V,450.0,0.0,3465.0,Dutch Lighting Innovations DLM-,0.768,1.0,350.0,3465,Dutch Lighting Innovations DLM-,4 zone,1.0,350.0,0,Phive8,0.768,needs-review,Verify vs alt 2620 (score 0.717),262,DLI JOULE-Series 1000W 400V D/E,0.717,3287.0,Voltage Converter inverter1000W,0.403,ready-strong-gap,Match score exceeds alt by 0.051,0.051000000000000045
hmh01633,e-papillon-600-watt-240v-w-lamp-2,E-Papillon 600 Watt 240V. W / Lamp,199.0,0.0,3512.0,Hortilux 600W CHM lamp,0.632,0.0,99.0,2646,Hortilux Blue MH Lamp - 600 Wat,,4.0,139.0,0,Nickel City Wholesale Garden Supply,0.631,needs-review,auto-resolved: alt price proximity,2646,Hortilux Blue MH Lamp - 600 Wat,0.631,1524.0,SE600W Ceramic HPS lamp Kit,0.628,ready-alt-validated,token overlap: best 2 >= alt 2.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best 0.3015 <= alt 0.3015; fuzzy ratio: best 0.2012578616352201 >= alt 0.2012578616352201; Score delta 0.000,0.0
,e-papillon-630-watt-led,E-Papillon 630 Watt LED,659.0,0.0,2886.0,D-Papillon Double  630/ 240V.,0.779,6.0,599.0,2886,D-Papillon Double  630/ 240V.,630 Watt CMH,6.0,599.0,0,Nickel City Wholesale Garden Supply,0.779,needs-review,Verify vs alt 2511 (score 0.641),2511,E Papillon Lighting System 630,0.641,3421.0,E-pap 660Watt LED diming 240V,0.438,ready-strong-gap,Match score exceeds alt by 0.138,0.138
hmh00838,extension-fitting-bag-of-10,Extension Fitting (bag of 10),4.5,0.0,822.0,Extension Fitting CAP,0.713,286.0,0.83,822,Extension Fitting CAP,1 Pc,286.0,0.83,0,Nickel City Wholesale Garden Supply,0.713,needs-review,auto-resolved: price proximity,3055,10 ft. Lamp Extension Cords,0.687,1406.0,SULFUR POWDER 10LB BAG,0.653,ready-gap,Match score exceeds alt by 0.026,0.025999999999999912
hmh01712,eye-hortilux-e-start-metal-halide-1000watt,Eye Hortilux e-Start Metal Halide  1000Watt,45.5,0.0,2658.0,e-Start Metal Halide 1000 watt,0.769,4.0,94.95,2658,e-Start Metal Halide 1000 watt,,4.0,94.95,0,Nickel City Wholesale Garden Supply,0.769,needs-review,Verify vs alt 3262 (score 0.443),3262,Bud Start 20 Litre,0.443,1478.0,Solarmax 1000w MH,0.437,ready-strong-gap,Match score exceeds alt by 0.326,0.326
hmh01713,eye-hortilux-e-start-metal-halide-lamps-2,Eye Hortilux e-Start Metal Halide Lamps,50.0,0.0,2649.0,T5 2` Phillips Star Coat 64K,0.64,46.0,10.95,2649,T5 2` Phillips Star Coat 64K,2`,46.0,10.95,0,Nickel City Wholesale Garden Supply,0.64,needs-review,auto-resolved: price proximity,1744,Lighting Start 2.5 GAL.,0.626,3519.0,Lighting Start 2.5 Gallon,0.625,manual-review,Needs human confirmation,0.014000000000000012
hmh01190,f-h-d-super-saucer-8,"F.H.D. Super Saucer 8""",1.0,0.0,1976.0,"Mondi 8"" Saucer Black",0.754,366.0,1.89,1976,"Mondi 8"" Saucer Black",1 Pc,366.0,1.89,0,Nickel City Wholesale Garden Supply,0.754,needs-review,Verify vs alt 1781 (score 0.674),1781,"Bond 8'x1"" bamboo super pole",0.674,3647.0,Super Clean Neem Oil - 8oz,0.598,ready-strong-gap,Match score exceeds alt by 0.080,0.07999999999999996
,face-fat-auto-8-seed-pk,,,,3579.0,AUTO GMO Auto,1.099,0.0,,3579,AUTO GMO Auto,8 PK,0.0,,0,@Flowers-HEMP,1.099,needs-review,Needs review: close alt  (Δ=0.021),,Cannabis Seed AUTO,1.078,3257.0,"G.M.O. Auto ""OG""",1.011,ready-no-alt,No alternate candidate available,0.020999999999999908
,face-fat-auto-8-seed-pk,,,,3579.0,AUTO GMO Auto,1.099,0.0,,3579,AUTO GMO Auto,8 PK,0.0,,0,@Flowers-HEMP,1.099,needs-review,Needs review: close alt  (Δ=0.021),,Cannabis Seed AUTO,1.078,3257.0,"G.M.O. Auto ""OG""",1.011,ready-no-alt,No alternate candidate available,0.020999999999999908
hmh01038,final-phase-1-lt,Final Phase (1 lt),20.8,0.0,266.0,Final Phase 4L,0.741,-1.0,50.97,266,Final Phase 4L,4 Lt,-1.0,50.97,0,Advanced Nutrients,0.741,needs-review,auto-resolved: token overlap,255,Revive Lt,0.733,226.0,Overdrive Lt,0.725,manual-review,Needs human confirmation,0.008000000000000007
hmh00180,flora-bloom-16-oz,Flora Bloom 16 oz,10.39,0.0,2900.0,Physan 20™ 16 oz,0.773,1.0,11.99,29,Physan 20™ 16 oz,16 oz.,1.0,11.99,0,Sunlight Supply inc.,0.773,needs-review,Needs review: close alt 3154 (Δ=0.018),3154,ph up 16 oz,0.755,3229.0,Orca® Liquid Mycorrhizae 16 oz.,0.736,manual-alt-stronger,token overlap: best 1 >= alt 1.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: alt 0.1290 closer than best 0.1540; fuzzy ratio: best 0.4 >= alt 0.3673469387755102,0.018000000000000016
hmh01828,flora-bloom-275-gal,Flora Bloom 275 gal,3215.95,0.0,3502.0,N.C.R. Bloom 2.5 Gallon,0.97,0.0,149.0,3502,N.C.R. Bloom 2.5 Gallon,2.5 gallon,0.0,149.0,0,Hawthorne Hydoponics LLC,0.97,needs-review,Needs review: close alt 3281 (Δ=0.004),3281,Athena Bloom A 5 Gal,0.966,3282.0,Athena Bloom B 5 Gal,0.966,manual-alt-stronger,token overlap: best 2 >= alt 2.0; number overlap: best 0 >= alt 0.0; size overlap: best 0 >= alt 0.0; price delta: alt 0.9378 closer than best 0.9537; fuzzy ratio: best 0.5271317829457365 >= alt 0.5203252032520326,0.0040000000000000036
hmh00170,flora-micro-16-oz,Flora Micro 16 oz,11.22,0.0,2900.0,Physan 20™ 16 oz,0.773,1.0,11.99,29,Physan 20™ 16 oz,16 oz.,1.0,11.99,0,Sunlight Supply inc.,0.773,needs-review,Needs review: close alt 3154 (Δ=0.018),3154,ph up 16 oz,0.755,3229.0,Orca® Liquid Mycorrhizae 16 oz.,0.736,manual-alt-stronger,token overlap: best 1 >= alt 1.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: alt 0.0455 closer than best 0.0686; fuzzy ratio: best 0.4 >= alt 0.3673469387755102,0.018000000000000016
hmh01830,flora-micro-55-gal,Flora Micro 55 gal,1200.0,0.0,66.0,Flora Nova Grow Gal,0.72,15.0,115.34,66,Flora Nova Grow Gal,1 Gal,15.0,115.34,0,Nickel City Wholesale Garden Supply,0.72,needs-review,Verify vs alt 612 (score 0.671),612,Micro Hydro Gal,0.671,97.0,flora micro pt.,0.66,ready-alt-validated,token overlap: best 2 >= alt 2.0; number overlap: best 0 >= alt 0.0; size overlap: best 0 >= alt 0.0; price delta: best 0.9039 <= alt 0.9705; fuzzy ratio: best 0.4881889763779528 >= alt 0.2260869565217391; Score delta 0.049,0.04899999999999993
hmh00011,florablend-qt,FloraBlend qt,13.07,0.0,2758.0,G-10 qt,0.76,-1.0,58.45,2758,G-10 qt,qt,-1.0,58.45,0,Nickel City Wholesale Garden Supply,0.76,needs-review,Verify vs alt 3444 (score 0.710),3444,Floralicious plus qt.,0.71,2425.0,Decision Qt,0.698,ready-strong-gap,Match score exceeds alt by 0.050,0.050000000000000044
hmh00205,floraduo-a-1-gal,FloraDuo A 1 gal,35.89,0.0,196.0,FloraDuo (Part-B) Gal,1.346,7.0,40.96,196,FloraDuo (Part-B) Gal,1 Gal,7.0,40.96,0,NGW,1.346,needs-review,Needs review: close alt 197 (Δ=0.000),197,FloraDuo (Part-A) Gal,1.346,3138.0,Athena Grow A 4-0-1 Gal.,1.114,ready-alt-validated,token overlap: best 2 >= alt 2.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best 0.1413 <= alt 0.1418; fuzzy ratio: best 0.5925925925925926 >= alt 0.5925925925925926; Score delta 0.000,0.0
hmh00204,floraduo-a-1-qt,FloraDuo A 1 qt,15.89,0.0,193.0,FloraDuo (Part-B) Qt,1.337,21.0,16.37,193,FloraDuo (Part-B) Qt,1 Qt,21.0,16.37,0,NGW,1.337,needs-review,Needs review: close alt 195 (Δ=0.000),195,FloraDuo (Part-A) Qt,1.337,196.0,FloraDuo (Part-B) Gal,0.921,ready-alt-validated,token overlap: best 2 >= alt 2.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best 0.0302 <= alt 0.0302; fuzzy ratio: best 0.5769230769230769 >= alt 0.5769230769230769; Score delta 0.000,0.0
hmh00203,floraduo-a-16-oz,FloraDuo A 16 oz,11.09,0.0,3154.0,ph up 16 oz,0.826,0.0,11.73,3154,ph up 16 oz,16 oz,0.0,11.73,0,Nickel City Wholesale Garden Supply,0.826,needs-review,Needs review: close alt 2900 (Δ=0.003),29,Physan 20™ 16 oz,0.824,3229.0,Orca® Liquid Mycorrhizae 16 oz.,0.787,ready-alt-validated,token overlap: best 1 >= alt 1.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best 0.0577 <= alt 0.0812; fuzzy ratio: best 0.375 >= alt 0.3703703703703703; Score delta 0.002,0.0020000000000000018
