Variant SKU,Handle,Title,Variant Price,Variant Inventory Qty,Top Candidate Item Number,Top Candidate Item Name,Top Candidate Score,Top Candidate Qty Total,Top Candidate Regular Price,POS Item Number,POS Item Name,POS Size,POS Qty Total,POS Regular Price,POS On Order Qty,POS Vendor,Match Score,Confidence,Review Notes,Alt1 Item Number,Alt1 Item Name,Alt1 Score,Alt2 Item Number,Alt2 Item Name,Alt2 Score
hmh01061,sensizym-1-gal,Sensizym (1 gal),110.00,0,3138,Athena Grow A 4-0-1 Gal.,1.094,4,45.00,3138,Athena Grow A 4-0-1 Gal.,gallon,4,45.00,0,Athena,1.094,needs-review,Needs review: close alt 3139 (Δ=0.000),3139,Athena Grow B 1-3-5 Gal.,1.094,3631,Athena Grow A 1-3-5 /5 Gal.,1.092
hmh01762,silicium-500-ml,SilICIUM 500 ml,199.00,0,3350,Silicium 100 ML,1.232,17,45.00,3350,Silicium 100 ML,100 ml,17,45.00,0,Nickel City Wholesale Garden Supply,1.232,auto-high,,3221,MonoSi Silicium Bloom 500 ml,1.130,1420,Mono Silicium SI 250 ml,0.793
,scietetics-production-powder-bloom,Scietetics Production Powder Bloom,120.00,0,3501,N.C.R Bloom 1 gallon,0.611,-3,67.00,,,,0,,0,,0.611,low-score,Ambiguous: Δ=0.011,3502,N.C.R. Bloom 2.5 Gallon,0.601,677,Big Up Powder 8oz,0.591
hmh01103,sledgehammer-1-qt,SledgeHammer (1 qt),22.29,0,2425,Decision Qt,0.867,11,67.08,603,Grow Hydro Qt,1 Qt,15,11.44,0,Nickel City Wholesale Garden Supply,0.841,auto-high,auto-resolved: alt price proximity,603,Grow Hydro Qt,0.841,2416,Summer Shift Qt,0.830
,silicium-bloom-500-ml,Silicium Bloom 500 ML,199.00,0,3221,MonoSi Silicium Bloom 500 ml,1.348,5,199.00,3221,MonoSi Silicium Bloom 500 ml,,5,199.00,0,Phive8,1.348,auto-high,,3649,Bloom GREASE canna 500 ml,1.028,3220,MonoSi Silicium Bloom 250 ml,1.000
hmh01053,sensi-bloom-part-a-2-5-gal,Sensi Bloom part A (2.5 gal),82.50,0,3502,N.C.R. Bloom 2.5 Gallon,1.164,0,149.00,3502,N.C.R. Bloom 2.5 Gallon,2.5 gallon,0,149.00,0,Hawthorne Hydoponics LLC,1.164,auto-high,,3281,Athena Bloom A 5 Gal,1.100,3136,Athena Bloom A 4-0-5 Gal.,1.094
,scietetics-magcal-gallon,Scietetics MagCal Gallon,60.00,0,3411,Athena I.P.M. /5 Gal,0.815,0,425.00,3411,Athena I.P.M. /5 Gal,5 gal,0,425.00,0,Athena,0.815,auto-high,auto-resolved: text similarity,3138,Athena Grow A 4-0-1 Gal.,0.787,3139,Athena Grow B 1-3-5 Gal.,0.779
hmh01183,silica-blast-qt,Silica Blast Qt.,22.20,0,9,pure blend Silica Blast qt,1.000,5,22.39,9,pure blend Silica Blast qt,1 Qt,5,22.39,0,NGW,1.000,auto-high,,10,Pure blend Silica Blast Gal,0.727,2513,Armor SI Qt,0.700
hmh01056,sensi-grow-part-a-1-gal,Sensi Grow part A (1 gal),39.00,0,248,Sensi Grow (Part-B) Lt,1.125,5,18.56,248,Sensi Grow (Part-B) Lt,1 Lt,5,18.56,0,Advanced Nutrients,1.125,auto-high,,197,FloraDuo (Part-A) Gal,1.040,218,Mother Plant (Part-A) Gal,1.038
,silicium-mono-si-250-ml,SiLICIUM mono si 250 ml,85.00,0,1420,Mono Silicium SI 250 ml,1.528,13,165.00,1420,Mono Silicium SI 250 ml,250 ml.,13,165.00,0,Nickel City Wholesale Garden Supply,1.528,auto-high,,3220,MonoSi Silicium Bloom 250 ml,0.983,3350,Silicium 100 ML,0.833
,silicium-bloom-250-ml,Silicium Bloom 250 ML,99.00,0,3220,MonoSi Silicium Bloom 250 ml,1.348,3,165.00,3220,MonoSi Silicium Bloom 250 ml,,3,165.00,0,Phive8,1.348,auto-high,,1420,Mono Silicium SI 250 ml,1.032,3221,MonoSi Silicium Bloom 500 ml,1.000
hmh01763,silicium-qts,SiLICIUM QTS.,299.00,0,3350,Silicium 100 ML,0.806,17,45.00,3350,Silicium 100 ML,100 ml,17,45.00,0,Nickel City Wholesale Garden Supply,0.806,auto-high,,2999,MonoSi SiLICIUM Qt.,0.637,2998,MonoSi SilICIUM 500ml.,0.596
hmh01057,sensi-grow-part-a-2-5-gal,Sensi Grow part A (2.5 gal),79.96,0,198,FloraDuo (Part-A) 2.5Gal,0.951,1,92.99,198,FloraDuo (Part-A) 2.5Gal,2.5 Gal,1,92.99,0,NGW,0.951,needs-review,Needs review: close alt 199 (Δ=0.017),199,FloraDuo (Part-B) 2.5Gal,0.934,3139,Athena Grow B 1-3-5 Gal.,0.921
,self-watering-fabric-pot-base-4-pack,"Self-Watering Fabric Pot Base, 4-Pack",25.13,0,2876,Square Plastic Pot Black 4 in,0.632,10,0.28,2876,Square Plastic Pot Black 4 in,"4""",10,0.28,0,Sunlight Supply inc.,0.632,needs-review,auto-resolved: text similarity,1188,"Cow Pot 4""  /12 per",0.619,3422,"1/4"" TUBING BARBED tee (100/pk)",0.599
hmh01051,sensi-bloom-part-a-1-lt,Sensi Bloom part A (1 lt),15.60,0,248,Sensi Grow (Part-B) Lt,1.262,5,18.56,2167,Sensi Bloom A Lt (pHP),1 Lt,-3,18.66,0,Advanced Nutrients,1.253,auto-high,auto-resolved: alt text similarity,2167,Sensi Bloom A Lt (pHP),1.253,2168,Sensi Bloom B Lt (pHP),1.191
hmh01052,sensi-bloom-part-a-1-gal,Sensi Bloom part A (1 gal),40.56,0,3501,N.C.R Bloom 1 gallon,1.155,-3,67.00,3501,N.C.R Bloom 1 gallon,gallon,-3,67.00,0,Hawthorne Hydoponics LLC,1.155,auto-high,,2167,Sensi Bloom A Lt (pHP),1.051,2412,Thunder Bloom Gal,1.030
,scietetics-magcal-15-gallon,Scietetics MagCal 15 Gallon,650.00,0,1756,Decision 15 GAL.,0.881,0,2133.00,1756,Decision 15 GAL.,15 gallon,0,2133.00,0,Nickel City Wholesale Garden Supply,0.881,auto-high,,1758,Winter Frost 15 GAL.,0.779,1739,Spring Green 15 Gal.,0.771
,scietetics-magcal,Scietetics MagCal,24.95,0,,,,,,,,,0,,0,,,no-match,No match,,,,,,
,scietetics-magcal-2-5gal,Scietetics MagCal  2.5Gal.,130.00,0,2410,Equinox 2.5Gal,0.833,5,120.70,2410,Equinox 2.5Gal,2.5 Gal,5,120.70,0,Nickel City Wholesale Garden Supply,0.833,auto-high,auto-resolved: price proximity,1679,Grow Big 2.5Gal,0.811,576,FlavorFul 2.5Gal,0.777
,scietetics-magcal-5-gallon,Scietetics MagCal 5 Gallon,245.00,0,3631,Athena Grow A 1-3-5 /5 Gal.,1.014,4,200.00,3631,Athena Grow A 1-3-5 /5 Gal.,5  GALLON,4,200.00,0,Athena,1.014,needs-review,Needs review: close alt 3632 (Δ=0.007),3632,Athena Grow B 1-3-5 /5 Gal.,1.006,3411,Athena I.P.M. /5 Gal,0.997
,scietetics-grow-powder-12-oz-340g,Scietetics Grow Powder 12 OZ (340g),9.00,0,3655,Scietetics GrowPowder9.0-4.0-12,0.956,11,19.99,3655,Scietetics GrowPowder9.0-4.0-12,12 oz.,11,19.99,0,Nickel City Wholesale Garden Supply,0.956,auto-high,,3654,Scietetics BloomPowder4.0-14-12,0.918,148,Mykos WP 12oz,0.652
,scietetics-ful-v-tech-element-transfer-system-55-gallon,Scietetics Ful V Tech Element Transfer System 55 Gallon,2999.00,8,471,Ebb & Gro 55Gal Reservoir,0.643,2,112.36,471,Ebb & Gro 55Gal Reservoir,Drum,2,112.36,0,Nickel City Wholesale Garden Supply,0.643,needs-review,Verify vs alt 3610 (score 0.554),3610,"Ful acids""V""TECH  fulvic acids",0.554,3511,Rhizium element tranferr 2.5Ga.,0.512
,scietetics-ful-v-tech-element-transfer-system,Scietetics Ful V Tech Element Transfer System Quart,22.00,0,2415,Ruby Ful#$% Qt,0.562,40,26.84,,,,0,,0,,0.562,low-score,High stock (~40) - manual confirmation,3610,"Ful acids""V""TECH  fulvic acids",0.513,117,Flora Shield Qt,0.490
,scietetics-ful-v-tech-element-transfer-system-5-gallon,Scietetics Ful V Tech Element Transfer System 5 Gallon,250.00,3,3511,Rhizium element tranferr 2.5Ga.,0.850,3,1289.00,3511,Rhizium element tranferr 2.5Ga.,2.5 gallon,3,1289.00,0,Phive8,0.850,auto-high,,2420,Ruby Ful#$% 2.5Gal,0.723,3411,Athena I.P.M. /5 Gal,0.677
,scietetics-ful-v-tech-element-transfer-system-255-gallon,Scietetics Ful V Tech Element Transfer System 255 Gallon,14000.00,3,3610,"Ful acids""V""TECH  fulvic acids",0.552,2,79.95,,,,0,,0,,0.552,low-score,Ambiguous: Δ=0.042,3511,Rhizium element tranferr 2.5Ga.,0.510,1755,Ruby Ful#$% 15 GAL.,0.461
,scietetics-ful-v-tech-element-transfer-system-gallon,Scietetics Ful V Tech Element Transfer System Gallon,69.00,8,3610,"Ful acids""V""TECH  fulvic acids",0.680,2,79.95,3610,"Ful acids""V""TECH  fulvic acids",Gallon,2,79.95,0,Phive8,0.680,needs-review,Verify vs alt 3511 (score 0.619),3511,Rhizium element tranferr 2.5Ga.,0.619,1755,Ruby Ful#$% 15 GAL.,0.575
,scietetics-ful-v-tech-element-transfer-system-2-5-gallon,Scietetics Ful V Tech Element Transfer System 2.5 Gallon,140.00,8,3511,Rhizium element tranferr 2.5Ga.,0.860,3,1289.00,3511,Rhizium element tranferr 2.5Ga.,2.5 gallon,3,1289.00,0,Phive8,0.860,auto-high,,2420,Ruby Ful#$% 2.5Gal,0.726,3502,N.C.R. Bloom 2.5 Gallon,0.670
,scietetics-bloom-powder-12-oz-340g,Scietetics Bloom Powder 12 OZ (340g),9.00,0,3654,Scietetics BloomPowder4.0-14-12,0.899,-2,19.99,3654,Scietetics BloomPowder4.0-14-12,12 oz.,-2,19.99,0,Nickel City Wholesale Garden Supply,0.899,auto-high,auto-resolved: price proximity,1058,B'Cuzz Bloom 12oz,0.877,3655,Scietetics GrowPowder9.0-4.0-12,0.848
,scietetics-ful-v-tech-element-transfer-system-15-gallon,Scietetics Ful V Tech Element Transfer System 15 Gallon,69.00,8,1755,Ruby Ful#$% 15 GAL.,0.815,0,965.70,1755,Ruby Ful#$% 15 GAL.,15 gal,0,965.70,0,Nickel City Wholesale Garden Supply,0.815,auto-high,,1740,Summer Shift 15 GAL.,0.614,1753,Lighting Start 15 GAL.,0.606
,scietetics-development-powder-grow,Scietetics Development Powder Grow,120.00,0,1866,greenwway sulfur powder 10 lb,0.523,1,23.95,,,,0,,0,,0.523,low-score,Ambiguous: Δ=0.026,3320,AZOMITE® SR Powder - 5lb,0.497,1406,SULFUR POWDER 10LB BAG,0.474
hmh01273,safer-end-all-32oz-rtu-spray,Safer End All 32oz RTU Spray,10.00,0,982,Safer Fungicide RTU 32oz,0.799,33,10.25,982,Safer Fungicide RTU 32oz,32 Oz,33,10.25,0,NGW,0.799,auto-high,,980,Safer 3-in-1 Garden Spray RTU,0.749,2344,Azaguard 32oz,0.580
hmh01458,ruby-ful-quart,Ruby Ful#$% Quart,24.52,0,2415,Ruby Ful#$% Qt,1.302,40,26.84,2415,Ruby Ful#$% Qt,1 Qt,40,26.84,0,Nickel City Wholesale Garden Supply,1.302,auto-high,,2419,Ruby Ful#$% Gal,0.959,1755,Ruby Ful#$% 15 GAL.,0.939
,ruck-optimus-oscillating-fan,RUCK OPTIMUS Oscillating Fan,389.00,0,3255,Ruck Optimus oscillating  Fan,1.423,2,399.00,3255,Ruck Optimus oscillating  Fan,"10""",2,399.00,0,Phive8,1.423,auto-high,,3443,"Hurricane 12"" Oscillating fan",0.704,1760,"Hurricane 16"" Wall Fan",0.605
,ruck-optimus-oscillating-fan,,,,3255,Ruck Optimus oscillating  Fan,1.350,2,399.00,3255,Ruck Optimus oscillating  Fan,"10""",2,399.00,0,Phive8,1.350,auto-high,,3443,"Hurricane 12"" Oscillating fan",0.725,1760,"Hurricane 16"" Wall Fan",0.655
,ruck-optimus-oscillating-fan,,,,3255,Ruck Optimus oscillating  Fan,1.350,2,399.00,3255,Ruck Optimus oscillating  Fan,"10""",2,399.00,0,Phive8,1.350,auto-high,,3443,"Hurricane 12"" Oscillating fan",0.725,1760,"Hurricane 16"" Wall Fan",0.655
hmh01459,ruby-ful-gallon,Ruby Ful#$% Gallon,73.84,0,2419,Ruby Ful#$% Gal,1.298,15,80.49,2419,Ruby Ful#$% Gal,1 Gal,15,80.49,0,Nickel City Wholesale Garden Supply,1.298,auto-high,auto-resolved: price proximity,1755,Ruby Ful#$% 15 GAL.,1.278,2420,Ruby Ful#$% 2.5Gal,1.132
hmh01460,ruby-ful-2-5-gallon,Ruby Ful#$% 2.5 Gallon,172.28,0,2420,Ruby Ful#$% 2.5Gal,1.391,5,187.78,2420,Ruby Ful#$% 2.5Gal,2.5 Gal,5,187.78,0,Nickel City Wholesale Garden Supply,1.391,auto-high,,1755,Ruby Ful#$% 15 GAL.,1.177,2419,Ruby Ful#$% Gal,1.166
,russet,Russet,29.00,0,3355,Russet  MITE control.8 oz.,0.661,20,29.00,3355,Russet  MITE control.8 oz.,8 oz,20,29.00,0,Nickel City Wholesale Garden Supply,0.661,needs-review,,,,,,,
hmh00790,rsw-6ho-thermo-controlled-240v-413-cfm-3250-rpm,RSW 6HO Thermo/Controlled 240V 413 CFM 3250 RPM,359.99,0,2747,RSW 6HO Thermo/Controlled 240V,1.632,0,322.99,2747,RSW 6HO Thermo/Controlled 240V,240,0,322.99,0,Nickel City Wholesale Garden Supply,1.632,auto-high,,435,CanFan TCL 6HO 120v,0.699,1992,4HO Thermo/Contolled 110V  3 sp,0.331
hmh00309,royal-gold-4-liter,Royal Gold 4 liter,69.99,0,3270,Royal Gold 10 Litre,1.220,2,103.98,3270,Royal Gold 10 Litre,,2,103.98,0,Nickel City Wholesale Garden Supply,1.220,auto-high,,3264,Royal Gold Fulvic 20 liter,0.994,3280,Royal Black 10 liter,0.671
hmh00789,rsw-6ho-thermo-controlled-110v-413-cfm-3250-rpm,RSW 6HO Thermo/Controlled 110V 413 CFM 3250 RPM,359.99,0,2747,RSW 6HO Thermo/Controlled 240V,1.468,0,322.99,2747,RSW 6HO Thermo/Controlled 240V,240,0,322.99,0,Nickel City Wholesale Garden Supply,1.468,auto-high,,435,CanFan TCL 6HO 120v,0.699,1992,4HO Thermo/Contolled 110V  3 sp,0.508
hmh00308,royal-gold-1-liter,Royal Gold 1 liter,21.95,0,3270,Royal Gold 10 Litre,1.240,2,103.98,3270,Royal Gold 10 Litre,,2,103.98,0,Nickel City Wholesale Garden Supply,1.240,auto-high,,3264,Royal Gold Fulvic 20 liter,0.994,1593,Royal Gold 4L. 0-1-0,0.985
hmh00787,rsw-4ho-thermo-controlled-110v-161-cfm-3294-rpm,RSW 4HO Thermo/Controlled 110V 161 CFM 3294 RPM,299.00,0,2747,RSW 6HO Thermo/Controlled 240V,0.954,0,322.99,2747,RSW 6HO Thermo/Controlled 240V,240,0,322.99,0,Nickel City Wholesale Garden Supply,0.954,auto-high,,433,Can-Fan TCL 4HO 120v,0.569,1992,4HO Thermo/Contolled 110V  3 sp,0.544
hmh00788,rsw-4ho-thermo-controlled-240v-161-cfm-3294-rpm,RSW 4HO Thermo/Controlled 240V 161 CFM 3294 RPM,299.99,0,2747,RSW 6HO Thermo/Controlled 240V,1.118,0,322.99,2747,RSW 6HO Thermo/Controlled 240V,240,0,322.99,0,Nickel City Wholesale Garden Supply,1.118,auto-high,,433,Can-Fan TCL 4HO 120v,0.569,1992,4HO Thermo/Contolled 110V  3 sp,0.379
hmh01775,rosin-pro-press-co-manual-2,ROSIN PRO PRESS CO. Manual,950.00,0,3043,"ROSIN PRESS Pneumatic 20 6""X8""",0.709,0,1650.00,3043,"ROSIN PRESS Pneumatic 20 6""X8""",130 pounds,0,1650.00,0,Nickel City Wholesale Garden Supply,0.709,needs-review,auto-resolved: stronger numeric overlap,3042,"ROSIN PRESS Manual H12T 6""X8""",0.686,3488,Dyna Mag-Pro 2-15-4/5  gal,0.644
hmh00390,royal-flush-16-oz,Royal Flush 16 oz,8.33,0,3154,ph up 16 oz,0.767,0,11.73,3154,ph up 16 oz,16 oz,0,11.73,0,Nickel City Wholesale Garden Supply,0.767,needs-review,Needs review: close alt 2900 (Δ=0.003),2900,Physan 20™ 16 oz,0.763,597,Royal Flush Pt,0.726
hmh01777,rosin-pro-press-co-pneumatic-2,ROSIN PRO PRESS CO.Pneumatic,950.00,0,3043,"ROSIN PRESS Pneumatic 20 6""X8""",0.824,0,1650.00,3043,"ROSIN PRESS Pneumatic 20 6""X8""",130 pounds,0,1650.00,0,Nickel City Wholesale Garden Supply,0.824,auto-high,,3041,"ROSIN PRESS Pneumatic05 6""X8""",0.634,21,Pure Blend Pro Grow 2.5G,0.617
hmh00306,royal-black-1-liter,Royal Black 1 liter,24.99,0,3280,Royal Black 10 liter,1.256,2,104.49,3280,Royal Black 10 liter,10 liter,2,104.49,0,Nickel City Wholesale Garden Supply,1.256,auto-high,,3263,Royal Black 20 Litre,1.211,1603,Royal Black Lt. 0-0-1,0.995
hmh00307,royal-black-4-liter,Royal Black 4 liter,63.99,0,3280,Royal Black 10 liter,1.238,2,104.49,3280,Royal Black 10 liter,10 liter,2,104.49,0,Nickel City Wholesale Garden Supply,1.238,auto-high,auto-resolved: price proximity,3263,Royal Black 20 Litre,1.211,1604,Royal Black 4L. 0-0-1,0.927
hmh01773,rosin-pro-press-co-pneumatic-dual-element-2,ROSIN PRO PRESS CO. Pneumatic Dual Element,950.00,0,3043,"ROSIN PRESS Pneumatic 20 6""X8""",0.866,0,1650.00,3043,"ROSIN PRESS Pneumatic 20 6""X8""",130 pounds,0,1650.00,0,Nickel City Wholesale Garden Supply,0.866,auto-high,,3511,Rhizium element tranferr 2.5Ga.,0.582,3488,Dyna Mag-Pro 2-15-4/5  gal,0.574
hmh01736,revolt-digital-dimming-ballast,ReVolt Digital 1000 Watt Dimming Ballast,99.00,0,3491,1000 watt Basic ballast,0.953,0,99.00,3491,1000 watt Basic ballast,1000 w,0,99.00,0,Nickel City Wholesale Garden Supply,0.953,auto-high,,1643,eye1000W Gold E Ballast 120/240,0.694,3253,Optica 1000 Watt D/E,0.649
hmh01938,ripen-0-5-7-6-quarts,Ripen® 0.5-7-6 Quarts,34.89,0,888,G.H. Ripen® 0.5 - 7 - 6 Qt,0.996,14,32.99,888,G.H. Ripen® 0.5 - 7 - 6 Qt,Qt.,14,32.99,0,Sunlight Supply inc.,0.996,auto-high,,2583,G.H. Ripen® 0.5 - 7 - 6 Gal.,0.914,3510,Rhizium1.6-0.7-4.5 qt.,0.853
hmh01771,rosin-pro-press-auto-electirc-2,ROSIN PRO PRESS Auto Electirc,950.00,0,3043,"ROSIN PRESS Pneumatic 20 6""X8""",0.744,0,1650.00,3043,"ROSIN PRESS Pneumatic 20 6""X8""",130 pounds,0,1650.00,0,Nickel City Wholesale Garden Supply,0.744,needs-review,Verify vs alt 3554 (score 0.636),3554,Froot by Foot Auto 36.1%,0.636,21,Pure Blend Pro Grow 2.5G,0.615
hmh00903,robo-stick-lamp-stabilizer,Robo-Stick lamp stabilizer,31.95,0,364,Robo Stik,0.588,3,31.23,,,,0,,0,,0.588,low-score,Ambiguous: Δ=0.082,2979,"Sunblaster 18"" lamp",0.507,3659,UltraGrow 6 lamp T5 /4ft,0.462
hmh01423,rhino-skin-4l,Rhino Skin (4L),106.10,0,2120,Rhino Skin 4L,0.893,3,103.71,2120,Rhino Skin 4L,4L,3,103.71,0,Advanced Nutrients,0.893,auto-high,,268,Rhino Skin Lt,0.810,2933,AN Rino Skin 10 liter,0.616
hmh01939,ripen-0-5-7-6-gallon,Ripen® 0.5-7-6 Gallon,101.50,0,2583,G.H. Ripen® 0.5 - 7 - 6 Gal.,1.414,8,115.89,2583,G.H. Ripen® 0.5 - 7 - 6 Gal.,gallon,8,115.89,0,Hawthorne Hydoponics LLC,1.414,auto-high,,3411,Athena I.P.M. /5 Gal,0.992,3138,Athena Grow A 4-0-1 Gal.,0.906
hmh00978,replacemnt-probe-for-control-wizard-accurate-ph3-meter,Replacemnt probe for Control Wizard Accurate pH3 Meter,34.95,0,2832,Accurate pH 4 replacement probe,0.601,0,34.95,,,,0,,0,,0.601,low-score,Ambiguous: Δ=0.179,1950,pH-3 Replacement Probe,0.423,2983,Light control 8 light 120/240,0.402
hmh00242,rapid-start-275-ml,Rapid Start 275 ml,42.19,0,1535,Rapid Start 275ml,1.171,13,42.19,1535,Rapid Start 275ml,275 ml,13,42.19,0,Nickel City Wholesale Garden Supply,1.171,auto-high,,1534,Rapid Start 125ml,0.714,1536,Rapid Start 500ml,0.704
hmh00964,replacement-probe-for-24-7-meter,Replacement Probe for 24-7 Meter,49.00,0,1054,24-7 PPM Replacement Probe,1.145,2,48.83,1054,24-7 PPM Replacement Probe,1 Pc,2,48.83,0,Nickel City Wholesale Garden Supply,1.145,needs-review,Needs review: close alt 1053 (Δ=0.002),1053,24-7 pH Replacement Probe,1.143,1452,Tri-Meter replacement Probe,0.741
hmh00687,rare-earth-1-5-lb,Rare Earth 1.5 lb,8.24,0,664,Rare Earth 1.5lb,1.275,8,8.05,664,Rare Earth 1.5lb,1.5 Lb,8,8.05,0,NGW,1.275,auto-high,,666,Rare Earth 16lb,0.808,665,Rare Earth 4lb,0.800
hmh00241,rapid-start-125-ml,Rapid Start 125 ml,27.99,0,1534,Rapid Start 125ml,1.171,-2,27.98,1534,Rapid Start 125ml,125 ml,-2,27.98,0,Nickel City Wholesale Garden Supply,1.171,auto-high,,1535,Rapid Start 275ml,0.714,1536,Rapid Start 500ml,0.704
hmh00689,rare-earth-16-lb,Rare Earth 16 lb,47.00,0,666,Rare Earth 16lb,1.265,1,45.94,666,Rare Earth 16lb,16 Lb,1,45.94,0,NGW,1.265,auto-high,,664,Rare Earth 1.5lb,0.797,665,Rare Earth 4lb,0.792
hmh2014,q-max-ultra-quiet-10-fan,"Q-Max Ultra Quiet 10"" Fan",250.00,0,2278,"Q-Max 10"" Fan",0.968,1,475.69,2278,"Q-Max 10"" Fan",1 Box,1,475.69,0,Nickel City Wholesale Garden Supply,0.968,auto-high,,1128,"CAN Max-Fan 10""",0.808,3255,Ruck Optimus oscillating  Fan,0.632
hmh00244,rapid-start-1-qt,Rapid Start 1 qt,151.50,0,2241,Rapid Start Qt,1.226,11,151.95,2241,Rapid Start Qt,1 Qt,11,151.95,0,Nickel City Wholesale Garden Supply,1.226,auto-high,,2424,Lightning Start Qt,1.026,3518,Lighting Start Qt.,0.798
hmh00325,quick-roots-gel-8-oz,Quick Roots Gel 8 oz,41.04,0,863,B'Cuzz Root Aid Gel 8oz,0.939,0,34.92,863,B'Cuzz Root Aid Gel 8oz,8 Oz,0,34.92,0,Nickel City Wholesale Garden Supply,0.939,auto-high,,3393,Root Cleaner -8oz,0.791,301,Power Clone Gel 8oz,0.784
hmh00323,quick-roots-gel-2-oz,Quick Roots Gel 2 oz,22.57,0,2093,NSR Root Gel 2oz,0.970,14,13.67,862,B'Cuzz Root Aid Gel 2oz,2 Oz,17,15.25,0,Nickel City Wholesale Garden Supply,0.941,auto-high,auto-resolved: alt price proximity,862,B'Cuzz Root Aid Gel 2oz,0.941,2118,EZ Clone Rooting Gel 2oz,0.802
hmh00243,rapid-start-1-pt,Rapid Start 1 pt,78.40,0,2241,Rapid Start Qt,0.955,11,151.95,2241,Rapid Start Qt,1 Qt,11,151.95,0,Nickel City Wholesale Garden Supply,0.955,auto-high,,2424,Lightning Start Qt,0.722,594,Hydro Deuce Pt,0.716
hmh00324,quick-roots-gel-4-oz,Quick Roots Gel 4 oz,27.27,0,861,B'Cuzz Root Aid Gel 4oz,0.941,0,21.85,861,B'Cuzz Root Aid Gel 4oz,4 Oz,0,21.85,0,Nickel City Wholesale Garden Supply,0.941,auto-high,,2394,NSR Root Gel 4oz,0.902,2324,Dyna-Gro Root Gel 40z,0.792
,purple-label-indica,Purple Label * Indica,75.97,100,3538,Purple Label Indica 250ml.,1.128,0,74.95,3538,Purple Label Indica 250ml.,500 ml,0,74.95,0,GEASE,1.128,auto-high,,3619,GREASE PURPLE LABEL -INDICA 500,0.992,3618,GREASE PURPLE LABEL -INDICA 250,0.990
hmh01173,pure-blend-pro-soil-gal,Pure Blend Pro Soil Gal.,59.00,0,8,Pure Blend Pro Bloom Soil Gal,1.273,-2,73.00,8,Pure Blend Pro Bloom Soil Gal,1 Gal,-2,73.00,0,BFG,1.273,auto-high,,6,Pure Blend Pro Grow Gal,1.236,25,Pure Blend Pro Bloom Soil 5Gal,1.210
,pure-cocos-nucifera,Pure Cocos Nucifera,28.00,0,3504,Pure Cocos Nucifera 50L,1.273,191,32.00,3504,Pure Cocos Nucifera 50L,50 liter,191,32.00,0,Phive8,1.273,auto-high,,2207,Plagron Cocos B 0-4-2 /10 liter,0.793,2208,Plagron Cocos A 0-4-2 /10 liter,0.793
hmh01172,pure-blend-pro-soil-qt,Pure Blend Pro Soil Qt.,24.29,0,7,Pure Blend Pro Bloom Soil qt,1.276,21,27.83,7,Pure Blend Pro Bloom Soil qt,1 Qt,21,27.83,0,NGW,1.276,auto-high,,5,Pure Blend Pro Grow Qt,1.229,3,Pure Blend Pro Bloom Qt,1.135
hmh01675,pure-clean-powerful-natural-enzymes,Pure Clean Powerful natural enzymes,32.00,0,2977,Plagron Pure Clean 500 ml,0.575,9,33.60,,,,0,,0,,0.575,low-score,Ambiguous: Δ=0.040,2560,Pure Enzym Lt,0.535,3216,Athena Reset Clean Line 5 Gal.,0.420
hmh01676,pure-clean-powerful-natural-enzymes-1-liter,Pure Clean Powerful natural enzymes 1 liter,46.00,0,2560,Pure Enzym Lt,0.682,8,44.97,2560,Pure Enzym Lt,1 Lt,8,44.97,0,Nickel City Wholesale Garden Supply,0.682,needs-review,Verify vs alt 6 (score 0.627),6,Pure Blend Pro Grow Gal,0.627,3213,Athena Clean Line Perafoam 1 Ga,0.626
hmh01168,pure-blend-pro-grow-qt,Pure Blend Pro Grow Qt.,24.29,0,5,Pure Blend Pro Grow Qt,1.393,30,27.83,5,Pure Blend Pro Grow Qt,1 Qt,30,27.83,0,NGW,1.393,auto-high,,3,Pure Blend Pro Bloom Qt,1.224,6,Pure Blend Pro Grow Gal,1.137
hmh01169,pure-blend-pro-grow-gal,Pure Blend Pro Grow Gal.,59.00,0,6,Pure Blend Pro Grow Gal,1.398,0,67.60,6,Pure Blend Pro Grow Gal,1 Gal,0,67.60,0,NGW,1.398,auto-high,,26,Pure Blend Pro Grow 5Gal,1.284,21,Pure Blend Pro Grow 2.5G,1.261
hmh00857,pulse-start-metal-halide-3000k-for-flowering-growth,"Pulse Start Metal Halide 3,000K for Flowering Growth",59.95,0,1486,Pulse Start 600w MH 3000k,0.794,32,78.15,1483,Pulse Start 400w MH 3000k,1 Box,29,58.60,0,Nickel City Wholesale Garden Supply,0.794,auto-high,auto-resolved: alt price proximity,1483,Pulse Start 400w MH 3000k,0.794,1489,Pulse Start 1000w MH 3000k,0.792
hmh01171,pure-blend-pro-bloom-gal,Pure Blend Pro Bloom Gal.,59.00,0,24,Pure Blend Pro Bloom 5Gal,1.308,-1,274.95,4,Pure Blend Pro Bloom Gal,1 Gal,14,68.98,0,NGW,1.306,auto-high,auto-resolved: alt price proximity,4,Pure Blend Pro Bloom Gal,1.306,20,Pure Blend Pro Bloom 2.5G,1.286
