Product Title,SKU,Price,Handle,Product URL
Pre-Filter for Model Pro 125,hmh00749,$19.78,pre-filter-for-model-pro-125,https://h-moon-hydro.myshopify.com/products/pre-filter-for-model-pro-125
Pre-Filter for Model Pro 45s,hmh00744,$8.11,pre-filter-for-model-pro-45s,https://h-moon-hydro.myshopify.com/products/pre-filter-for-model-pro-45s
PPM-1500 TDS / 2.142 ms 8 oz,hmh00970,$8.75,ppm-1500-tds-2-142-ms-8-oz,https://h-moon-hydro.myshopify.com/products/ppm-1500-tds-2-142-ms-8-oz
Plantmax Dual Arc Tube Lamps,hmh01722,$159.95,plantmax-dual-arc-tube-lamps-2,https://h-moon-hydro.myshopify.com/products/plantmax-dual-arc-tube-lamps-2
Posiedonzyme Quart,hmh01410,$22.00,posiedonzyme-quart,https://h-moon-hydro.myshopify.com/products/posiedonzyme-quart
Plantmax Dual Arc Tube Lamps,hmh00599,$55.00,plantmax-dual-arc-tube-lamps,https://h-moon-hydro.myshopify.com/products/plantmax-dual-arc-tube-lamps
"Plantmax 940W. HPS Conversion 130,000 lumens",hmh01125,$39.95,plantmax-940w-hps-conversion-130000-lumens,https://h-moon-hydro.myshopify.com/products/plantmax-940w-hps-conversion-130000-lumens
Plantmax SUPER Metal Halide,hmh00600,$29.95,plantmax-super-metal-halide,https://h-moon-hydro.myshopify.com/products/plantmax-super-metal-halide
"Plantmax 750W. HPS High Output 106,000 lumens",hmh01124,$79.95,plantmax-750w-hps-high-output-106000-lumens,https://h-moon-hydro.myshopify.com/products/plantmax-750w-hps-high-output-106000-lumens
"Plantmax 1000W. MH Conversion 110,000 lumens",hmh00879,$39.95,plantmax-1000w-mh-conversion-110000-lumens,https://h-moon-hydro.myshopify.com/products/plantmax-1000w-mh-conversion-110000-lumens
PK APATITE Qt.,hmh01524,$49.00,pk-apatite-qt,https://h-moon-hydro.myshopify.com/products/pk-apatite-qt
pH Perfect Sensi Bloom part A (1 gal),hmh01213,$40.56,ph-perfect-sensi-bloom-part-a-1-gal,https://h-moon-hydro.myshopify.com/products/ph-perfect-sensi-bloom-part-a-1-gal
"Plantmax 600W. HPS High Output 90,000 lumens",hmh00873,$79.95,plantmax-600w-hps-high-output-90000-lumens,https://h-moon-hydro.myshopify.com/products/plantmax-600w-hps-high-output-90000-lumens
"Plantmax 1000W. 72K MH High Output 90,000 lumens",hmh01733,$79.99,plantmax-1000w-72k-mh-high-output-90000-lumens-2,https://h-moon-hydro.myshopify.com/products/plantmax-1000w-72k-mh-high-output-90000-lumens-2
Piranha Beneficial Fungi (130 g),hmh01050,$56.82,piranha-beneficial-fungi-130-g,https://h-moon-hydro.myshopify.com/products/piranha-beneficial-fungi-130-g
"Plantmax 400W. HPS High Output 50,000 lumens",hmh00871,$29.95,plantmax-400w-hps-high-output-50000-lumens,https://h-moon-hydro.myshopify.com/products/plantmax-400w-hps-high-output-50000-lumens
"Plantmax 400W. 72K MH High Output 32,000 lumens",hmh00868,$19.99,plantmax-400w-72k-mh-high-output-32000-lumens,https://h-moon-hydro.myshopify.com/products/plantmax-400w-72k-mh-high-output-32000-lumens
,,$0.00,plantmax-400w-72k-mh-high-output-32000-lumens,https://h-moon-hydro.myshopify.com/products/plantmax-400w-72k-mh-high-output-32000-lumens
Plagron Royal Rush 1 Liter,hmh01679,$109.00,plagron-royal-rush-1-liter,https://h-moon-hydro.myshopify.com/products/plagron-royal-rush-1-liter
PH-200: Waterproof pH Meter,hmh00974,$99.00,ph-200-waterproof-ph-meter-2,https://h-moon-hydro.myshopify.com/products/ph-200-waterproof-ph-meter-2
PK APATITE 2.5 Gal.,hmh01526,$296.32,pk-apatite-2-5-gal,https://h-moon-hydro.myshopify.com/products/pk-apatite-2-5-gal
pH Perfect Connoisseur part B (1 gal),hmh01211,$76.00,ph-perfect-connoisseur-part-b-1-gal,https://h-moon-hydro.myshopify.com/products/ph-perfect-connoisseur-part-b-1-gal
Plantmax 250W. MH Conversion,hmh01188,$39.95,plantmax-250w-mh-conversion,https://h-moon-hydro.myshopify.com/products/plantmax-250w-mh-conversion
pH Perfect Sensi Grow part A (1 lt),hmh01218,$15.60,ph-perfect-sensi-grow-part-a-1-lt,https://h-moon-hydro.myshopify.com/products/ph-perfect-sensi-grow-part-a-1-lt
Plagron Cocos B  liter,hmh01686,$14.00,plagron-cocos-b-liter,https://h-moon-hydro.myshopify.com/products/plagron-cocos-b-liter
Plagron Hydro A  5 Liter,hmh01690,$57.50,plagron-hydro-a-5-liter,https://h-moon-hydro.myshopify.com/products/plagron-hydro-a-5-liter
pH probe electrode 3' lead wire,hmh00976,$65.95,ph-probe-electrode-3-lead-wire,https://h-moon-hydro.myshopify.com/products/ph-probe-electrode-3-lead-wire
pH Up Dry 1.5 lb,hmh00982,$10.76,ph-up-dry-1-5-lb,https://h-moon-hydro.myshopify.com/products/ph-up-dry-1-5-lb
"Plantmax 430W. HPS High Output 58,000 lumens",hmh00872,$39.95,plantmax-430w-hps-high-output-58000-lumens,https://h-moon-hydro.myshopify.com/products/plantmax-430w-hps-high-output-58000-lumens
Plant Supports 50 in. retractable tension line (bag of 10),hmh00628,$18.90,plant-supports-50-in-retractable-tension-line-bag-of-10,https://h-moon-hydro.myshopify.com/products/plant-supports-50-in-retractable-tension-line-bag-of-10
"Plantmax 1000W. 72K MH High Output 90,000 lumens",hmh00869,$79.99,plantmax-1000w-72k-mh-high-output-90000-lumens,https://h-moon-hydro.myshopify.com/products/plantmax-1000w-72k-mh-high-output-90000-lumens
"Plantmax 400W. MH Conversion 36,000 lumens",hmh00877,$39.95,plantmax-400w-mh-conversion-36000-lumens,https://h-moon-hydro.myshopify.com/products/plantmax-400w-mh-conversion-36000-lumens
"Plantmax 400W. MH High Output 39,000 lumens",hmh00866,$29.95,plantmax-400w-mh-high-output-39000-lumens,https://h-moon-hydro.myshopify.com/products/plantmax-400w-mh-high-output-39000-lumens
"Plantmax 600W. MH Conversion 57,000 lumens",hmh00878,$39.95,plantmax-600w-mh-conversion-57000-lumens,https://h-moon-hydro.myshopify.com/products/plantmax-600w-mh-conversion-57000-lumens
Plagron Hydro A Liter,hmh01689,$14.75,plagron-hydro-a-liter,https://h-moon-hydro.myshopify.com/products/plagron-hydro-a-liter
Plagron Terra grow Qt.,hmh01627,$19.00,plagron-terra-grow-qt,https://h-moon-hydro.myshopify.com/products/plagron-terra-grow-qt
pH 7.0 /16 oz,hmh00969,$12.50,ph-7-0-16-oz,https://h-moon-hydro.myshopify.com/products/ph-7-0-16-oz
pH-Up 1 gal,hmh00981,$26.90,ph-up-1-gal,https://h-moon-hydro.myshopify.com/products/ph-up-1-gal
pH Perfect Sensi Grow part B (1 lt),hmh01221,$15.60,ph-perfect-sensi-grow-part-b-1-lt,https://h-moon-hydro.myshopify.com/products/ph-perfect-sensi-grow-part-b-1-lt
Piranha Beneficial Fungi (50 g),hmh01049,$32.48,piranha-beneficial-fungi-50-g,https://h-moon-hydro.myshopify.com/products/piranha-beneficial-fungi-50-g
pH Test indicator 8 oz,hmh00996,$10.76,ph-test-indicator-8-oz,https://h-moon-hydro.myshopify.com/products/ph-test-indicator-8-oz
pH Down 8 oz.,hmh00985,$7.91,ph-down-8-oz,https://h-moon-hydro.myshopify.com/products/ph-down-8-oz
Plant Life Easy Grow Plus 500 gm,,$30.96,plant-life-easy-grow-plus-500-gm,https://h-moon-hydro.myshopify.com/products/plant-life-easy-grow-plus-500-gm
pH-Up 1 qt,hmh00980,$11.39,ph-up-1-qt,https://h-moon-hydro.myshopify.com/products/ph-up-1-qt
pH Perfect Sensi Grow part A (2.5 gal),hmh01220,$82.50,ph-perfect-sensi-grow-part-a-2-5-gal,https://h-moon-hydro.myshopify.com/products/ph-perfect-sensi-grow-part-a-2-5-gal
pH Perfect Sensi Grow part A (1 gal),hmh01219,$40.56,ph-perfect-sensi-grow-part-a-1-gal,https://h-moon-hydro.myshopify.com/products/ph-perfect-sensi-grow-part-a-1-gal
"Plantmax 220W. HPS Conversion 25,000 lumens",hmh00875,$39.95,plantmax-220w-hps-conversion-25000-lumens,https://h-moon-hydro.myshopify.com/products/plantmax-220w-hps-conversion-25000-lumens
pH Up Dry 16 lb,hmh00984,$64.50,ph-up-dry-16-lb,https://h-moon-hydro.myshopify.com/products/ph-up-dry-16-lb
PK APATITE Gal,hmh01525,$147.66,pk-apatite-gal,https://h-moon-hydro.myshopify.com/products/pk-apatite-gal
Plagron Terra Bloom Gal.,hmh01626,$79.00,plagron-terra-bloom-gal,https://h-moon-hydro.myshopify.com/products/plagron-terra-bloom-gal
"Plantmax 250W. HPS High Output 29,000 lumens",hmh00870,$29.95,plantmax-250w-hps-high-output-29000-lumens,https://h-moon-hydro.myshopify.com/products/plantmax-250w-hps-high-output-29000-lumens
Plagron Hydro B  5 Liter,hmh01692,$57.50,plagron-hydro-b-5-liter,https://h-moon-hydro.myshopify.com/products/plagron-hydro-b-5-liter
Plagron Hydro B Liter,hmh01691,$14.75,plagron-hydro-b-liter,https://h-moon-hydro.myshopify.com/products/plagron-hydro-b-liter
pH Down Dry 1.5 lb,hmh00988,$10.76,ph-down-dry-1-5-lb,https://h-moon-hydro.myshopify.com/products/ph-down-dry-1-5-lb
pH Perfect Sensi Bloom part B (2.5 gal),hmh01217,$82.50,ph-perfect-sensi-bloom-part-b-2-5-gal,https://h-moon-hydro.myshopify.com/products/ph-perfect-sensi-bloom-part-b-2-5-gal
pH Perfect Sensi Grow part B (1 gal),hmh01222,$40.56,ph-perfect-sensi-grow-part-b-1-gal,https://h-moon-hydro.myshopify.com/products/ph-perfect-sensi-grow-part-b-1-gal
Plagron Power Roots Liter,hmh01682,$89.00,plagron-power-roots-liter,https://h-moon-hydro.myshopify.com/products/plagron-power-roots-liter
"Plantmax 250W. MH High Output 24,000 lumens",hmh00865,$29.95,plantmax-250w-mh-high-output-24000-lumens,https://h-moon-hydro.myshopify.com/products/plantmax-250w-mh-high-output-24000-lumens
pH-Up 8 oz,hmh00979,$7.54,ph-up-8-oz,https://h-moon-hydro.myshopify.com/products/ph-up-8-oz
Plantacillin 1 liter,hmh00553,$41.99,plantacillin-1-liter,https://h-moon-hydro.myshopify.com/products/plantacillin-1-liter
pH Test Kit 1 oz,hmh00995,$7.96,ph-test-kit-1-oz,https://h-moon-hydro.myshopify.com/products/ph-test-kit-1-oz
Plagron Power Roots 500 ML,hmh01681,$59.00,plagron-power-roots-500-ml,https://h-moon-hydro.myshopify.com/products/plagron-power-roots-500-ml
"Plantmax 360W. HPS Conversion 45,000 lumens",hmh00876,$39.95,plantmax-360w-hps-conversion-45000-lumens,https://h-moon-hydro.myshopify.com/products/plantmax-360w-hps-conversion-45000-lumens
pH Perfect Sensi Bloom part A (1 lt),hmh01212,$15.60,ph-perfect-sensi-bloom-part-a-1-lt,https://h-moon-hydro.myshopify.com/products/ph-perfect-sensi-bloom-part-a-1-lt
pH Perfect Sensi Grow part B (2.5 gal),hmh01223,$82.50,ph-perfect-sensi-grow-part-b-2-5-gal,https://h-moon-hydro.myshopify.com/products/ph-perfect-sensi-grow-part-b-2-5-gal
Plagron Terra Grow Gallon,hmh01628,$79.00,plagron-terra-grow-gallon,https://h-moon-hydro.myshopify.com/products/plagron-terra-grow-gallon
Plagron Terra Bloom Qt.,hmh01625,$19.00,plagron-terra-bloom-qt,https://h-moon-hydro.myshopify.com/products/plagron-terra-bloom-qt
Plagron Cocos A liter,hmh01684,$14.00,plagron-cocos-a-liter,https://h-moon-hydro.myshopify.com/products/plagron-cocos-a-liter
Plagron Royal Rush 500 ML,hmh01678,$70.85,plagron-royal-rush-500-ml,https://h-moon-hydro.myshopify.com/products/plagron-royal-rush-500-ml
Plagron Cocos A 5 liter,hmh01685,$52.50,plagron-cocos-a-5-liter,https://h-moon-hydro.myshopify.com/products/plagron-cocos-a-5-liter
Plagron Cocos B  5 liter,hmh01687,$52.50,plagron-cocos-b-5-liter,https://h-moon-hydro.myshopify.com/products/plagron-cocos-b-5-liter
"Plantmax 150W. HPS High Output 16,000 lumens",hmh01123,$19.95,plantmax-150w-hps-high-output-16000-lumens,https://h-moon-hydro.myshopify.com/products/plantmax-150w-hps-high-output-16000-lumens
"Plantmax 1000W. MH High Output 120,000 lumens",hmh00867,$59.95,plantmax-1000w-mh-high-output-120000-lumens,https://h-moon-hydro.myshopify.com/products/plantmax-1000w-mh-high-output-120000-lumens
pH 7.0 Calibration Solution 8 oz.,hmh00991,$7.96,ph-7-0-calibration-solution-8-oz,https://h-moon-hydro.myshopify.com/products/ph-7-0-calibration-solution-8-oz
"Peel and Stick Zipper, 7 ft. x 3 in. Double Sided, 2-Pack",,$15.99,peel-and-stick-zipper-7-ft-x-3-in-double-sided-2-pack,https://h-moon-hydro.myshopify.com/products/peel-and-stick-zipper-7-ft-x-3-in-double-sided-2-pack
Panda-Double Ended Reflector- Medium,hmh01553,$169.00,panda-double-ended-reflector-medium,https://h-moon-hydro.myshopify.com/products/panda-double-ended-reflector-medium
pH Down 1 qt,hmh00986,$11.39,ph-down-1-qt,https://h-moon-hydro.myshopify.com/products/ph-down-1-qt
ONA Pro Gel (1 gal),hmh01114,$39.95,ona-pro-gel-1-gal,https://h-moon-hydro.myshopify.com/products/ona-pro-gel-1-gal
ONA Pro Spray 8oz,hmh01354,$9.95,ona-pro-spray-8oz,https://h-moon-hydro.myshopify.com/products/ona-pro-spray-8oz
pH 7.0 Calibration Solution qt.,hmh00992,$22.69,ph-7-0-calibration-solution-qt,https://h-moon-hydro.myshopify.com/products/ph-7-0-calibration-solution-qt
pH Perfect Sensi Bloom part A (2.5 gal),hmh01214,$82.50,ph-perfect-sensi-bloom-part-a-2-5-gal,https://h-moon-hydro.myshopify.com/products/ph-perfect-sensi-bloom-part-a-2-5-gal
Organic Feeder packs - 20 ct.,hmh00100,$5.99,organic-feeder-packs-20-ct,https://h-moon-hydro.myshopify.com/products/organic-feeder-packs-20-ct
pH Perfect Sensi Bloom part B (1 lt),hmh01215,$15.60,ph-perfect-sensi-bloom-part-b-1-lt,https://h-moon-hydro.myshopify.com/products/ph-perfect-sensi-bloom-part-b-1-lt
pH Perfect Connoisseur part B (1 lt),hmh01210,$31.60,ph-perfect-connoisseur-part-b-1-lt,https://h-moon-hydro.myshopify.com/products/ph-perfect-connoisseur-part-b-1-lt
pH Perfect Sensi Bloom part B (1 gal),hmh01216,$40.56,ph-perfect-sensi-bloom-part-b-1-gal,https://h-moon-hydro.myshopify.com/products/ph-perfect-sensi-bloom-part-b-1-gal
pH 4.01 Calibration Solution 8 oz.,hmh00989,$8.66,ph-4-01-calibration-solution-8-oz,https://h-moon-hydro.myshopify.com/products/ph-4-01-calibration-solution-8-oz
pH Perfect Connoisseur part A (1 gal),hmh01209,$76.00,ph-perfect-connoisseur-part-a-1-gal,https://h-moon-hydro.myshopify.com/products/ph-perfect-connoisseur-part-a-1-gal
Overdrive (2.5 gal),hmh01048,$286.04,overdrive-2-5-gal,https://h-moon-hydro.myshopify.com/products/overdrive-2-5-gal
pH 4.01 Calibration Solution qt.,hmh00990,$22.69,ph-4-01-calibration-solution-qt,https://h-moon-hydro.myshopify.com/products/ph-4-01-calibration-solution-qt
pH Perfect Connoisseur part A (1 lt),hmh01208,$31.60,ph-perfect-connoisseur-part-a-1-lt,https://h-moon-hydro.myshopify.com/products/ph-perfect-connoisseur-part-a-1-lt
pH Down 1 gal,hmh00987,$28.39,ph-down-1-gal,https://h-moon-hydro.myshopify.com/products/ph-down-1-gal
Overdrive (1 gal),hmh01047,$118.54,overdrive-1-gal,https://h-moon-hydro.myshopify.com/products/overdrive-1-gal
ONA Gel Fresh Linen (1 gal),hmh01111,$39.95,ona-gel-fresh-linen-1-gal,https://h-moon-hydro.myshopify.com/products/ona-gel-fresh-linen-1-gal
ONA Pro Gel (1 qt),hmh01113,$17.95,ona-pro-gel-1-qt,https://h-moon-hydro.myshopify.com/products/ona-pro-gel-1-qt
ONA Pro Gel Bucket (5 gal),hmh01115,$167.95,ona-pro-gel-bucket-5-gal,https://h-moon-hydro.myshopify.com/products/ona-pro-gel-bucket-5-gal
ONA Mist Dispenser,hmh01116,$24.95,ona-mist-dispenser,https://h-moon-hydro.myshopify.com/products/ona-mist-dispenser
ONA Mist Polar Crystal 6oz,hmh01118,$11.95,ona-mist-polar-crystal-6oz,https://h-moon-hydro.myshopify.com/products/ona-mist-polar-crystal-6oz
pH 4.01 - 16 oz,hmh00968,$12.50,ph-4-01-16-oz,https://h-moon-hydro.myshopify.com/products/ph-4-01-16-oz
ONA Storm,hmh00147,$199.99,ona-storm,https://h-moon-hydro.myshopify.com/products/ona-storm
ONA Gel Fresh Linen (1 qt),hmh01110,$17.95,ona-gel-fresh-linen-1-qt,https://h-moon-hydro.myshopify.com/products/ona-gel-fresh-linen-1-qt
ONA Mist Fresh Linen Mist 6oz,hmh01117,$11.95,ona-mist-fresh-linen-mist-6oz,https://h-moon-hydro.myshopify.com/products/ona-mist-fresh-linen-mist-6oz
Pegasus Potion Gallon,hmh01409,$45.00,pegasus-potion-gallon,https://h-moon-hydro.myshopify.com/products/pegasus-potion-gallon
Pegasus Potion Quart,hmh01408,$15.00,pegasus-potion-quart,https://h-moon-hydro.myshopify.com/products/pegasus-potion-quart
ONA Liquid Polar Crystal (1 gal),hmh01109,$39.95,ona-liquid-polar-crystal-1-gal,https://h-moon-hydro.myshopify.com/products/ona-liquid-polar-crystal-1-gal
Ona Pro Gel Pail (1 Gal),hmh01493,$39.95,ona-pro-gel-pail-1-gal,https://h-moon-hydro.myshopify.com/products/ona-pro-gel-pail-1-gal
ONA Pro Block 6oz,hmh01106,$8.95,ona-pro-block-6oz,https://h-moon-hydro.myshopify.com/products/ona-pro-block-6oz
Overdrive (1 lt),hmh01046,$38.66,overdrive-1-lt,https://h-moon-hydro.myshopify.com/products/overdrive-1-lt
ONA Liquid Polar Crystal (1 qt),hmh01108,$17.95,ona-liquid-polar-crystal-1-qt,https://h-moon-hydro.myshopify.com/products/ona-liquid-polar-crystal-1-qt
ONA Gel Fresh Linen Bucket (5 gal),hmh01112,$167.95,ona-gel-fresh-linen-bucket-5-gal,https://h-moon-hydro.myshopify.com/products/ona-gel-fresh-linen-bucket-5-gal
ONA Gel Fresh Linen Pail (1Gal),hmh01494,$39.95,ona-gel-fresh-linen-pail-1gal,https://h-moon-hydro.myshopify.com/products/ona-gel-fresh-linen-pail-1gal
ONA Fresh Linen Spray 8oz,hmh01353,$9.95,ona-fresh-linen-spray-8oz,https://h-moon-hydro.myshopify.com/products/ona-fresh-linen-spray-8oz
ON/OFF Switcher 120V,hmh00940,$759.95,on-off-switcher-120v-3,https://h-moon-hydro.myshopify.com/products/on-off-switcher-120v-3
ONA Block Crystal 6oz,hmh01105,$8.95,ona-block-crystal-6oz,https://h-moon-hydro.myshopify.com/products/ona-block-crystal-6oz
ONA Breeze,hmh00146,$59.95,ona-breeze,https://h-moon-hydro.myshopify.com/products/ona-breeze
Nutradip pH Meter,hmh01233,$99.95,nutradip-ph-meter,https://h-moon-hydro.myshopify.com/products/nutradip-ph-meter
NL5 Haze Mist (Feminised) NL5 x Haze x Kali Mist. 5 Seed,,$40.00,4of91-nl5-haze-mist-feminised-nl5-x-haze-x-kali-mist-5-seed,https://h-moon-hydro.myshopify.com/products/4of91-nl5-haze-mist-feminised-nl5-x-haze-x-kali-mist-5-seed
,,$0.00,4of91-nl5-haze-mist-feminised-nl5-x-haze-x-kali-mist-5-seed,https://h-moon-hydro.myshopify.com/products/4of91-nl5-haze-mist-feminised-nl5-x-haze-x-kali-mist-5-seed
Nirvana (1 lt),hmh01044,$25.00,nirvana-1-lt,https://h-moon-hydro.myshopify.com/products/nirvana-1-lt
Nutradip EC TDS PPM Meter,hmh01232,$99.95,nutradip-ec-tds-ppm-meter,https://h-moon-hydro.myshopify.com/products/nutradip-ec-tds-ppm-meter
Nutradip GROWBOSS,hmh01588,$269.95,nurtadip-growboss,https://h-moon-hydro.myshopify.com/products/nurtadip-growboss
Nirvana (1 gal),hmh01045,$80.00,nirvana-1-gal,https://h-moon-hydro.myshopify.com/products/nirvana-1-gal
NanoLux Cube 600 Watt Dimmable,hmh01511,$50.00,nanolux-cube-600-watt-dimmable,https://h-moon-hydro.myshopify.com/products/nanolux-cube-600-watt-dimmable
Mykos 30 Mycorrhizal inoculant 2.2 lb.,hmh00102,$8.99,mykos-30-mycorrhizal-inoculant-2-2-lb,https://h-moon-hydro.myshopify.com/products/mykos-30-mycorrhizal-inoculant-2-2-lb
Myco Maximum Granular 8 oz,hmh00427,$30.00,myco-maximum-granular-8-oz,https://h-moon-hydro.myshopify.com/products/myco-maximum-granular-8-oz
Neville's Haze (Feminised) Almost pure Haze Landrace 5 Seed,,$50.00,nevilles-haze-feminised-almost-pure-haze-landrace-5-seed,https://h-moon-hydro.myshopify.com/products/nevilles-haze-feminised-almost-pure-haze-landrace-5-seed
,,$0.00,nevilles-haze-feminised-almost-pure-haze-landrace-5-seed,https://h-moon-hydro.myshopify.com/products/nevilles-haze-feminised-almost-pure-haze-landrace-5-seed
Myco Maximum Granular 5 lbs,hmh00429,$200.00,myco-maximum-granular-5-lbs,https://h-moon-hydro.myshopify.com/products/myco-maximum-granular-5-lbs
Myco Maximum Granular 1 lb,hmh00428,$50.00,myco-maximum-granular-1-lb,https://h-moon-hydro.myshopify.com/products/myco-maximum-granular-1-lb
Myco Madness Soluble 4 oz,hmh00423,$26.00,myco-madness-soluble-4-oz,https://h-moon-hydro.myshopify.com/products/myco-madness-soluble-4-oz
Myco Madness Soluble 8 oz,hmh00424,$50.00,myco-madness-soluble-8-oz,https://h-moon-hydro.myshopify.com/products/myco-madness-soluble-8-oz
Myco Madness Soluble 5 lbs,hmh00426,$400.00,myco-madness-soluble-5-lbs,https://h-moon-hydro.myshopify.com/products/myco-madness-soluble-5-lbs
Myco Madness Soluble 1 lb,hmh00425,$90.00,myco-madness-soluble-1-lb,https://h-moon-hydro.myshopify.com/products/myco-madness-soluble-1-lb
Mother Earth Grow (1 gal),hmh01041,$56.50,mother-earth-grow-1-gal,https://h-moon-hydro.myshopify.com/products/mother-earth-grow-1-gal
Multi 8 oz,,$30.00,63885,https://h-moon-hydro.myshopify.com/products/63885
Mother Earth® Terracraft™ Potting Soil,,$28.99,mother-earth-terracraft-potting-soil,https://h-moon-hydro.myshopify.com/products/mother-earth-terracraft-potting-soil
Mother Earth Grow (1 lt),hmh01040,$23.78,mother-earth-grow-1-lt,https://h-moon-hydro.myshopify.com/products/mother-earth-grow-1-lt
"Mondi Super Saucer 14""",hmh01193,$2.50,mondi-super-saucer-14,https://h-moon-hydro.myshopify.com/products/mondi-super-saucer-14
Mother Earth Bloom (1 lt),hmh01042,$23.78,mother-earth-bloom-1-lt,https://h-moon-hydro.myshopify.com/products/mother-earth-bloom-1-lt
Money Maker (Feminised) Original Master Kush x Hindu Kush x Skunk-5 Seed,,$40.00,money-maker-feminised-original-master-kush-x-hindu-kush-x-skunk-5-seed,https://h-moon-hydro.myshopify.com/products/money-maker-feminised-original-master-kush-x-hindu-kush-x-skunk-5-seed
,,$0.00,money-maker-feminised-original-master-kush-x-hindu-kush-x-skunk-5-seed,https://h-moon-hydro.myshopify.com/products/money-maker-feminised-original-master-kush-x-hindu-kush-x-skunk-5-seed
Mother Earth Bloom (1 gal),hmh01043,$56.50,mother-earth-bloom-1-gal,https://h-moon-hydro.myshopify.com/products/mother-earth-bloom-1-gal
"Mondi Super Saucer 12""",hmh01192,$2.00,mondi-super-saucer-12,https://h-moon-hydro.myshopify.com/products/mondi-super-saucer-12
"Mondi Super Saucer 10""",hmh01191,$1.50,mondi-super-saucer-10,https://h-moon-hydro.myshopify.com/products/mondi-super-saucer-10
Mondi Mist & Spray Delux Compression Sprayer 1.2 qt,hmh00613,$15.95,mondi-mist-spray-delux-compression-sprayer-1-2-qt,https://h-moon-hydro.myshopify.com/products/mondi-mist-spray-delux-compression-sprayer-1-2-qt
Mondi Propagation Tray Insert 55,hmh01198,$1.95,mondi-propagation-tray-insert-55,https://h-moon-hydro.myshopify.com/products/mondi-propagation-tray-insert-55
Mondi Propagation Tray,hmh01197,$2.99,mondi-propagation-tray,https://h-moon-hydro.myshopify.com/products/mondi-propagation-tray
Mondi Mist & Spray Premium Compression Sprayer 1.5 qt,hmh00612,$15.95,mondi-mist-spray-premium-compression-sprayer-1-5-qt,https://h-moon-hydro.myshopify.com/products/mondi-mist-spray-premium-compression-sprayer-1-5-qt
"Mondi Mini Greenhouse Humidity Dome 7"" with vents",hmh01196,$8.95,mondi-mini-greenhouse-humidity-dome-7-with-vents,https://h-moon-hydro.myshopify.com/products/mondi-mini-greenhouse-humidity-dome-7-with-vents
"Mondi Mini Greenhouse Humidity Dome 4"" with vents",hmh01195,$7.95,mondi-mini-greenhouse-humidity-dome-4-with-vents,https://h-moon-hydro.myshopify.com/products/mondi-mini-greenhouse-humidity-dome-4-with-vents
"Miniblocks 1.5 x 1.5 x 1.5, 6/15mm hole<br>(98 plugs per matt)",hmh00467,$19.95,miniblocks-1-5-x-1-5-x-1-5-6-15mm-hole98-plugs-per-matt,https://h-moon-hydro.myshopify.com/products/miniblocks-1-5-x-1-5-x-1-5-6-15mm-hole98-plugs-per-matt
"MLC 16 Lights (120/240 volt, Universal X-Plug)",hmh00939,$619.95,mlc-16-lights-120-240-volt-universal-x-plug,https://h-moon-hydro.myshopify.com/products/mlc-16-lights-120-240-volt-universal-x-plug
Mini Greenhouse Kit,hmh01420,$53.06,mini-greenhouse-kit,https://h-moon-hydro.myshopify.com/products/mini-greenhouse-kit
"Mighty Bomb 32 oz, Bottle RTU (16/cs)",hmh01443,$24.99,mighty-bomb-32-oz-bottle-rtu-16-cs,https://h-moon-hydro.myshopify.com/products/mighty-bomb-32-oz-bottle-rtu-16-cs
microBIOMETER® 10 Test Starter Kit,,$115.00,microbiometer-10-test-starter-kit,https://h-moon-hydro.myshopify.com/products/microbiometer-10-test-starter-kit
,,$0.00,microbiometer-10-test-starter-kit,https://h-moon-hydro.myshopify.com/products/microbiometer-10-test-starter-kit
Mendo Breath Auto – Seed-8 Pack,,$50.00,mendo-breath-auto-seed-8-pack,https://h-moon-hydro.myshopify.com/products/mendo-breath-auto-seed-8-pack
,,$0.00,mendo-breath-auto-seed-8-pack,https://h-moon-hydro.myshopify.com/products/mendo-breath-auto-seed-8-pack
Mega Morpheus Quart,hmh01405,$15.00,mega-morpheus-quart,https://h-moon-hydro.myshopify.com/products/mega-morpheus-quart
microBIOMETER® Refill Kit,hmh01903,$100.00,microbiometer-refill-kit,https://h-moon-hydro.myshopify.com/products/microbiometer-refill-kit
Medusa's Magic 2.5 Gallon,hmh01403,$90.00,medusas-magic-2-5-gallon,https://h-moon-hydro.myshopify.com/products/medusas-magic-2-5-gallon
Medusa's Magic Gallon,hmh01402,$45.00,medusas-magic-gallon,https://h-moon-hydro.myshopify.com/products/medusas-magic-gallon
Meet Source Turbo,,$600.00,meet-source-turbo,https://h-moon-hydro.myshopify.com/products/meet-source-turbo
Mega Morpheus Gallon,hmh01406,$45.00,mega-morpheus-gallon,https://h-moon-hydro.myshopify.com/products/mega-morpheus-gallon
Medusa's Magic Quart,hmh01401,$15.00,medusas-magic-quart,https://h-moon-hydro.myshopify.com/products/medusas-magic-quart
Mayan Microzyme1 gal,hmh00347,$250.00,mayan-microzyme1-gal-2,https://h-moon-hydro.myshopify.com/products/mayan-microzyme1-gal-2
Mayan Microzyme 16 oz,hmh00418,$45.00,mayan-microzyme-16-oz,https://h-moon-hydro.myshopify.com/products/mayan-microzyme-16-oz
Mayan Microzyme 4 oz,hmh00416,$20.00,mayan-microzyme-4-oz,https://h-moon-hydro.myshopify.com/products/mayan-microzyme-4-oz
