ID,"Product Name","Product description","Product short description",Date,"Post Type",Slug,Permalink,Brands,Brands,"Product categories","Product tags",Type,Visibility,Featured,"Shipping classes","Enable reviews","Grouped products","GTIN, UPC, EAN, or ISBN","Stock Status",Downloadable,Virtual,"Regular Price","Sale Price","Purchase Note",Weight,Length,Width,Height,Sku,"Sale Price Dates From","Sale Price Dates To",Price,"Sold Individually","Manage Stock",Stock,"Low Stock Amount","Upsell Ids","Crosssell Ids","Downloadable File Name","Downloadable Files","Download Limit","Download Expiry","Product Url","Button Text",Backorders,"Tax Status","Tax Class","Total Sales","Variation Description","Wc Rating Count","Wc Review Count","Wc Average Rating","SEO Title","SEO Meta Description","SEO Cornerstone Content","SEO Focus Keyphrase","SEO Page Analysis","SEO Score","SEO Facebook Title","SEO Facebook Description","SEO Facebook Image Source","SEO Facebook Image Custom Field Name","SEO Facebook Image Custom URL","SEO Facebook Video","SEO Facebook Object Type","SEO Facebook Article Section","SEO Facebook Article Tags","SEO Twitter Use Data from Facebook Tab","SEO Twitter Title","SEO Twitter Description","SEO Twitter Image Source","SEO Twitter Image Custom URL","SEO Twitter Image Custom Fields","SEO Twitter Card Type","SEO Robots Default","SEO Robots No Index","SEO Robots No Follow","SEO Robots No Archive","SEO Robots No Translate","SEO Robots No Image Index","SEO Robots No Snippet","SEO Robots No ODP","SEO Robots No Max Snippet","SEO Robots Max Video Preview","SEO Robots Max Image Preview","SEO Canonical URL","SEO Priority","SEO Frequency","SEO Keywords","SEO Schema","SEO Schema Type","SEO Schema Type Option","Image URL","Images Filename","Images Path","Images ID","Images Title","Images Caption","Images Description","Images Alt Text","Attachment URL","Attachments Filename","Attachments Path","Attachments ID","Attachments Title","Attachments Caption","Attachments Description","Attachments Alt Text","Author ID","Author Login","Author Email","Author First Name","Author Last Name",_fl_builder_data,_fl_builder_data_settings,_fl_builder_draft,_fl_builder_draft_settings,_fl_builder_history_position,_fl_builder_history_state_0,_fl_builder_history_state_1,_last_editor_used_jetpack,_monsterinsights_sitenote_active,_monsterinsights_sitenote_category,_monsterinsights_sitenote_id,_monsterinsights_sitenote_note,_ph_ups_hazardous_materials,_ph_ups_manufacture_country,_ph_ups_restricted_article,_ppcp_button_position,_pw_exclude_free_shipping,_w2s_shopify_data,_wf_ups_deliveryconfirmation,_wf_ups_direct_delivery,_woosea_exclude_product,_wp_old_date,_wp_old_slug,_yoast_wpseo_content_score,_yoast_wpseo_estimated-reading-time-minutes,_yoast_wpseo_focuskw,_yoast_wpseo_linkdex,_yoast_wpseo_metadesc,_yoast_wpseo_primary_product_cat,_yoast_wpseo_primary_pwb-brand,_yoast_wpseo_title,additional_property_33270,apartment_amenities_33270,article_items_33270,blogposting_items_33270,faq_question_33270,feed_element_33270,howto_step_33270,howto_supply_33270,howto_tool_33270,image_object_exif_data_33270,inline_featured_image,mc_cause_33270,mc_risk_factor_33270,mc_symptom_33270,music_album_track_33270,music_playlist_track_33270,newsarticle_items_33270,performer_33270,ph_ups_invoice_desc,product_reviews_33270,saswp_enable_disable_schema,saswp_modify_this_schema_33270,saswp_product_schema_availability_33270,saswp_product_schema_brand_name_33270,saswp_product_schema_condition_33270,saswp_product_schema_currency_33270,saswp_product_schema_description_33270,saswp_product_schema_enable_rating_33270,saswp_product_schema_image_33270,saswp_product_schema_image_33270_detail,saswp_product_schema_mpn_33270,saswp_product_schema_name_33270,saswp_product_schema_price_33270,saswp_product_schema_priceValidUntil_33270,saswp_product_schema_rating_33270,saswp_product_schema_review_count_33270,saswp_product_schema_sku_33270,saswp_product_schema_url_33270,saswp_schema_type_product_pros_enable_cons,tech_article_items_33270,trip_itinerary_33270,tvseries_actor_33270,tvseries_season_33270,Status,Format,Template,"Parent id",Parent,Password,Order,"Ping Status","Post Modified Date"
14933,"Ruby Ful#$% Gallon",,,"2019-09-03 16:34:15",product,ruby-ful-gallon,https://hmoonhydro.com/product/ruby-ful-gallon/,,,"Nutrients &amp; Supplements > New Millenium",,simple,hidden,No,Domestic,No,,,instock,no,no,73.84,,"Thanks you for your order!",10,12,12,12,hmh01459,,,73.84,no,no,,,,,,,0,0,,,no,taxable,,7,,,0,0,,,0,,,0,,,default,,,,default,,,0,,,default,,,default,1,0,0,0,0,0,0,0,,,large,,,,,"{""blockGraphs"":[],""customGraphs"":[],""default"":{""data"":{""Article"":[],""Course"":[],""Dataset"":[],""FAQPage"":[],""Movie"":[],""Person"":[],""Product"":[],""ProductReview"":[],""Car"":[],""Recipe"":[],""Service"":[],""SoftwareApplication"":[],""WebPage"":[]},""graphName"":"""",""isEnabled"":true},""graphs"":[]}",default,,,,,,,,,,,,,,,,,,1,nuwud,nuwud@nuwudmultimedia.com,Patrick,Wood,,,,,,,,,,0,,,no,,,,,"{""h-moon-hydro.myshopify.com"":{""_w2s_shopify_product_id"":""8043129765962"",""_w2s_shopify_variant_id"":""42665870852170"",""status"":""imported""}}",0,,no,,import-placeholder-for-1459,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,InStock,"Harvest Moon Hydroponics",NewCondition,USD,,0,,"{""height"":"""",""width"":"""",""thumbnail"":""""}",14933,"Ruby Ful#$% Gallon",69,2019-09-06T14:34:12-04:00,5,1,hmh01459,https://hmoonhydro.com/product/ruby-ful-gallon/,,,,,,publish,,,0,,,0,closed,"2024-09-16 01:33:28"
14934,"Ruby Ful#$% 2.5 Gallon",,,"2019-09-03 16:34:23",product,ruby-ful-2-5-gallon,https://hmoonhydro.com/product/ruby-ful-2-5-gallon/,"New Millenium",,"Nutrients &amp; Supplements > New Millenium",,simple,hidden,No,Domestic,No,,,instock,no,no,172.28,,"Thanks you for your order!",30,18,18,18,hmh01460,,,172.28,no,no,,,,,,,0,0,,,no,taxable,,1,,,0,0,,,0,,,0,,,default,,,,default,,,0,,,default,,,default,1,0,0,0,0,0,0,0,,,large,,,,,"{""blockGraphs"":[],""customGraphs"":[],""default"":{""data"":{""Article"":[],""Course"":[],""Dataset"":[],""FAQPage"":[],""Movie"":[],""Person"":[],""Product"":[],""ProductReview"":[],""Car"":[],""Recipe"":[],""Service"":[],""SoftwareApplication"":[],""WebPage"":[]},""graphName"":"""",""isEnabled"":true},""graphs"":[]}",default,,,,,,,,,,,,,,,,,,1,nuwud,nuwud@nuwudmultimedia.com,Patrick,Wood,,,,,,,,,,0,,,no,,,,,"{""h-moon-hydro.myshopify.com"":{""_w2s_shopify_product_id"":""8043129733194"",""_w2s_shopify_variant_id"":""42665870786634"",""status"":""imported""}}",0,,no,,import-placeholder-for-1460,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,InStock,"Harvest Moon Hydroponics",NewCondition,USD,,0,,"{""height"":"""",""width"":"""",""thumbnail"":""""}",14934,"Ruby Ful#$% 2.5 Gallon",161,2019-09-06T14:34:12-04:00,5,1,hmh01460,https://hmoonhydro.com/product/ruby-ful-2-5-gallon/,,,,,,publish,,,0,,,0,closed,"2024-09-16 01:33:31"
14935,Spring,"<p>Modeled after natural plant nutritional elemental releases during the Mediterranean</p>      <p>SPRING seasons:   for the times when soils are wet, warming, drying, and much decomposing of the prior growing seasons  leftovers are taking place causing tremendous amounts of nutrient uptake from organic matter and biological weathering of bedrock to be freed up and available for eager hungry starts (i.e. cuttings, seedlings, and young sensitive transplants).</p>  <p>Spring is designed to be used in conjunction with Equinox in a traditional A & B style application &  Dosage and dilution ratios are customizable to harness the perfect start to your crops</p>",,"2019-09-03 20:34:26",product,spring,https://hmoonhydro.com/product/spring/,"New Millenium",,"Nutrients &amp; Supplements > New Millenium",,grouped,visible,No,Domestic,No,"Spring Quart|~|Spring Gallon|~|Spring 2.5 Gallon",,instock,no,no,,,"Thanks you for your order!",0,12,12,12,hmh01461,,,18||103,yes,no,,,,,,,0,0,,,no,taxable,,0,,,0,0,,,0,,,0,,,default,,,,default,,,0,,,default,,,default,1,0,0,0,0,0,0,0,,,large,,,,,"{""blockGraphs"":[],""customGraphs"":[],""default"":{""data"":{""Article"":[],""Course"":[],""Dataset"":[],""FAQPage"":[],""Movie"":[],""Person"":[],""Product"":[],""ProductReview"":[],""Car"":[],""Recipe"":[],""Service"":[],""SoftwareApplication"":[],""WebPage"":[]},""graphName"":"""",""isEnabled"":true},""graphs"":[]}",default,,https://hmoonhydro.com/wp-content/uploads/2019/08/spring-print.jpg,spring-print.jpg,/home/wp_9dm4yz/hmoonhydro.com/wp-content/uploads/2019/08/spring-print.jpg,803,"spring print",,,,,,,,,,,,1,nuwud,nuwud@nuwudmultimedia.com,Patrick,Wood,,,,,,,,,,0,,,,,,,,,,,,,import-placeholder-for-1461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publish,,,0,,,0,closed,"2024-09-16 01:33:35"
14936,"Spring Quart",,,"2019-09-03 16:34:30",product,spring-quart,https://hmoonhydro.com/product/spring-quart/,"New Millenium",,"Nutrients &amp; Supplements > New Millenium",,simple,hidden,No,Domestic,No,,,instock,no,no,19.7,,"Thanks you for your order!",5,6,6,6,hmh01462,,,19.7,no,no,,,,,,,0,0,,,no,taxable,,1,,,0,0,,,0,,,0,,,default,,,,default,,,0,,,default,,,default,1,0,0,0,0,0,0,0,,,large,,,,,"{""blockGraphs"":[],""customGraphs"":[],""default"":{""data"":{""Article"":[],""Course"":[],""Dataset"":[],""FAQPage"":[],""Movie"":[],""Person"":[],""Product"":[],""ProductReview"":[],""Car"":[],""Recipe"":[],""Service"":[],""SoftwareApplication"":[],""WebPage"":[]},""graphName"":"""",""isEnabled"":true},""graphs"":[]}",default,,,,,,,,,,,,,,,,,,1,nuwud,nuwud@nuwudmultimedia.com,Patrick,Wood,,,,,,,,,,0,,,no,,,,,"{""h-moon-hydro.myshopify.com"":{""_w2s_shopify_product_id"":""8043131404362"",""_w2s_shopify_variant_id"":""42665873047626"",""status"":""imported""}}",0,,no,,import-placeholder-for-1462,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,InStock,"Harvest Moon Hydroponics",NewCondition,USD,,0,,"{""height"":"""",""width"":"""",""thumbnail"":""""}",14936,"Spring Quart",18,2019-09-06T14:34:41-04:00,5,1,hmh01462,https://hmoonhydro.com/product/spring-quart/,,,,,,publish,,,0,,,0,closed,"2024-09-16 01:33:35"
14938,"Spring Gallon",,,"2019-09-03 16:34:33",product,spring-gallon,https://hmoonhydro.com/product/spring-gallon/,"New Millenium",,"Nutrients &amp; Supplements > New Millenium",,simple,hidden,No,Domestic,No,,,instock,no,no,56.6,,"Thanks you for your order!",10,12,12,12,hmh01463,,,56.6,no,no,,,,,,,0,0,,,no,taxable,,0,,,0,0,,,0,,,0,,,default,,,,default,,,0,,,default,,,default,1,0,0,0,0,0,0,0,,,large,,,,,"{""blockGraphs"":[],""customGraphs"":[],""default"":{""data"":{""Article"":[],""Course"":[],""Dataset"":[],""FAQPage"":[],""Movie"":[],""Person"":[],""Product"":[],""ProductReview"":[],""Car"":[],""Recipe"":[],""Service"":[],""SoftwareApplication"":[],""WebPage"":[]},""graphName"":"""",""isEnabled"":true},""graphs"":[]}",default,,,,,,,,,,,,,,,,,,1,nuwud,nuwud@nuwudmultimedia.com,Patrick,Wood,,,,,,,,,,0,,,no,,,,,"{""h-moon-hydro.myshopify.com"":{""_w2s_shopify_product_id"":""8043133173834"",""_w2s_shopify_variant_id"":""42665874980938"",""status"":""imported""}}",0,,no,,import-placeholder-for-1463,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,InStock,"Harvest Moon Hydroponics",NewCondition,USD,,0,,"{""height"":"""",""width"":"""",""thumbnail"":""""}",14938,"Spring Gallon",52,2019-09-06T14:34:41-04:00,5,1,hmh01463,https://hmoonhydro.com/product/spring-gallon/,,,,,,publish,,,0,,,0,closed,"2024-09-16 01:33:38"
14939,"Spring 2.5 Gallon",,,"2019-09-03 16:34:36",product,spring-2-5-gallon,https://hmoonhydro.com/product/spring-2-5-gallon/,"New Millenium",,"Nutrients &amp; Supplements > New Millenium",,simple,hidden,No,Domestic,No,,,instock,no,no,110.74,,"Thanks you for your order!",30,18,18,18,hmh01464,,,110.74,no,no,,,,,,,0,0,,,no,taxable,,0,,,0,0,,,0,,,0,,,default,,,,default,,,0,,,default,,,default,1,0,0,0,0,0,0,0,,,large,,,,,"{""blockGraphs"":[],""customGraphs"":[],""default"":{""data"":{""Article"":[],""Course"":[],""Dataset"":[],""FAQPage"":[],""Movie"":[],""Person"":[],""Product"":[],""ProductReview"":[],""Car"":[],""Recipe"":[],""Service"":[],""SoftwareApplication"":[],""WebPage"":[]},""graphName"":"""",""isEnabled"":true},""graphs"":[]}",default,,,,,,,,,,,,,,,,,,1,nuwud,nuwud@nuwudmultimedia.com,Patrick,Wood,,,,,,,,,,0,,,no,,,,,"{""h-moon-hydro.myshopify.com"":{""_w2s_shopify_product_id"":""8043132616778"",""_w2s_shopify_variant_id"":""42665874063434"",""status"":""imported""}}",0,,no,,import-placeholder-for-1464,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,InStock,"Harvest Moon Hydroponics",NewCondition,USD,,0,,"{""height"":"""",""width"":"""",""thumbnail"":""""}",14939,"Spring 2.5 Gallon",103,2019-09-06T14:34:41-04:00,5,1,hmh01464,https://hmoonhydro.com/product/spring-2-5-gallon/,,,,,,publish,,,0,,,0,closed,"2024-09-16 01:33:42"
14940,Summer,"<p>SUMMER is a very special season and part of the New Millenium Fertilizer System!</p>    <p>Designed to be an integral part of the richest diet plants may consume during their frame building window of opportunity.  In nature s best Mediterranean Summer, the soils warm, nutrient rich colloids and decomposing organic matter rapidly release, thus making their nutrients easily accessible to root systems, and enabling plants to size up their frames which help provide much structure and support for numerous healthy flower, fruit, or seed pod sites.  This is easily the most robust of the seasonal inputs!</p>",,"2019-09-03 20:34:40",product,summer,https://hmoonhydro.com/product/summer/,"New Millenium",,"Nutrients &amp; Supplements > New Millenium",,grouped,visible,No,Domestic,No,"Summer Quart|~|Summer Gallon|~|Summer 2.5 Gallon",,instock,no,no,,,"Thanks you for your order!",0,12,12,12,hmh01465,,,18||103,yes,no,,,,,,,0,0,,,no,taxable,,0,,,0,0,,,0,,,0,,,default,,,,default,,,0,,,default,,,default,1,0,0,0,0,0,0,0,,,large,,,,,"{""blockGraphs"":[],""customGraphs"":[],""default"":{""data"":{""Article"":[],""Course"":[],""Dataset"":[],""FAQPage"":[],""Movie"":[],""Person"":[],""Product"":[],""ProductReview"":[],""Car"":[],""Recipe"":[],""Service"":[],""SoftwareApplication"":[],""WebPage"":[]},""graphName"":"""",""isEnabled"":true},""graphs"":[]}",default,,https://hmoonhydro.com/wp-content/uploads/2019/08/summer-print.jpg,summer-print.jpg,/home/wp_9dm4yz/hmoonhydro.com/wp-content/uploads/2019/08/summer-print.jpg,839,"summer print",,,,,,,,,,,,1,nuwud,nuwud@nuwudmultimedia.com,Patrick,Wood,,,,,,,,,,0,,,,,,,,,,,,,import-placeholder-for-1465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publish,,,0,,,0,closed,"2024-09-16 01:33:47"
14941,"Summer Quart",,,"2019-09-03 16:34:44",product,summer-quart,https://hmoonhydro.com/product/summer-quart/,"New Millenium",,"Nutrients &amp; Supplements > New Millenium",,simple,hidden,No,Domestic,No,,,instock,no,no,19.7,,"Thanks you for your order!",5,6,6,6,hmh01466,,,19.7,no,no,,,,,,,0,0,,,no,taxable,,2,,,0,0,,,0,,,0,,,default,,,,default,,,0,,,default,,,default,1,0,0,0,0,0,0,0,,,large,,,,,"{""blockGraphs"":[],""customGraphs"":[],""default"":{""data"":{""Article"":[],""Course"":[],""Dataset"":[],""FAQPage"":[],""Movie"":[],""Person"":[],""Product"":[],""ProductReview"":[],""Car"":[],""Recipe"":[],""Service"":[],""SoftwareApplication"":[],""WebPage"":[]},""graphName"":"""",""isEnabled"":true},""graphs"":[]}",default,,,,,,,,,,,,,,,,,,1,nuwud,nuwud@nuwudmultimedia.com,Patrick,Wood,,,,,,,,,,0,,,no,,,,,"{""h-moon-hydro.myshopify.com"":{""_w2s_shopify_product_id"":""8043131437130"",""_w2s_shopify_variant_id"":""42665873080394"",""status"":""imported""}}",0,,no,,import-placeholder-for-1466,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,InStock,"Harvest Moon Hydroponics",NewCondition,USD,,0,,"{""height"":"""",""width"":"""",""thumbnail"":""""}",14941,"Summer Quart",18,2019-09-06T14:34:41-04:00,5,1,hmh01466,https://hmoonhydro.com/product/summer-quart/,,,,,,publish,,,0,,,0,closed,"2024-09-16 01:33:48"
14943,"Summer Gallon",,,"2019-09-03 16:34:47",product,summer-gallon,https://hmoonhydro.com/product/summer-gallon/,"New Millenium",,"Nutrients &amp; Supplements > New Millenium",,simple,hidden,No,Domestic,No,,,instock,no,no,56.6,,"Thanks you for your order!",10,12,12,12,hmh01467,,,56.6,no,no,,,,,,,0,0,,,no,taxable,,2,,,0,0,,,0,,,0,,,default,,,,default,,,0,,,default,,,default,1,0,0,0,0,0,0,0,,,large,,,,,"{""blockGraphs"":[],""customGraphs"":[],""default"":{""data"":{""Article"":[],""Course"":[],""Dataset"":[],""FAQPage"":[],""Movie"":[],""Person"":[],""Product"":[],""ProductReview"":[],""Car"":[],""Recipe"":[],""Service"":[],""SoftwareApplication"":[],""WebPage"":[]},""graphName"":"""",""isEnabled"":true},""graphs"":[]}",default,,,,,,,,,,,,,,,,,,1,nuwud,nuwud@nuwudmultimedia.com,Patrick,Wood,,,,,,,,,,0,,,no,,,,,"{""h-moon-hydro.myshopify.com"":{""_w2s_shopify_product_id"":""8043131469898"",""_w2s_shopify_variant_id"":""42665873014858"",""status"":""imported""}}",0,,no,,import-placeholder-for-1467,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,InStock,"Harvest Moon Hydroponics",NewCondition,USD,,0,,"{""height"":"""",""width"":"""",""thumbnail"":""""}",14943,"Summer Gallon",52,2019-09-06T14:34:40-04:00,5,1,hmh01467,https://hmoonhydro.com/product/summer-gallon/,,,,,,publish,,,0,,,0,closed,"2024-09-16 01:33:51"
14945,"Summer 2.5 Gallon",,,"2019-09-03 16:34:54",product,summer-2-5-gallon,https://hmoonhydro.com/product/summer-2-5-gallon/,"New Millenium",,"Nutrients &amp; Supplements > New Millenium",,simple,hidden,No,Domestic,No,,,instock,no,no,110.74,,"Thanks you for your order!",30,18,18,18,hmh01469,,,110.74,no,no,,,,,,,0,0,,,no,taxable,,4,,,0,0,,,0,,,0,,,default,,,,default,,,0,,,default,,,default,1,0,0,0,0,0,0,0,,,large,,,,,"{""blockGraphs"":[],""customGraphs"":[],""default"":{""data"":{""Article"":[],""Course"":[],""Dataset"":[],""FAQPage"":[],""Movie"":[],""Person"":[],""Product"":[],""ProductReview"":[],""Car"":[],""Recipe"":[],""Service"":[],""SoftwareApplication"":[],""WebPage"":[]},""graphName"":"""",""isEnabled"":true},""graphs"":[]}",default,,,,,,,,,,,,,,,,,,1,nuwud,nuwud@nuwudmultimedia.com,Patrick,Wood,,,,,,,,,,0,,,no,,,,,"{""h-moon-hydro.myshopify.com"":{""_w2s_shopify_product_id"":""8043133763658"",""_w2s_shopify_variant_id"":""42665875636298"",""status"":""imported""}}",0,,no,,import-placeholder-for-1469,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,InStock,"Harvest Moon Hydroponics",NewCondition,USD,,0,,"{""height"":"""",""width"":"""",""thumbnail"":""""}",14945,"Summer 2.5 Gallon",103,2019-09-06T14:34:40-04:00,5,1,hmh01469,https://hmoonhydro.com/product/summer-2-5-gallon/,,,,,,publish,,,0,,,0,closed,"2024-09-16 01:33:54"
14946,Autumn,"<p>AUTUMN -A superb recipe that compliments all the hard work put into securing foundation and structure!</p>    <p>Once a plant has decided that it needs to devote energy and reserves into building flower and fruit development,  Autumn will ensure all cravings and voids are fulfilled.  The select blend of ingredients was chosen for their direct response on aggressive hungry annuals</p>",,"2019-09-03 20:35:01",product,autumn,https://hmoonhydro.com/product/autumn/,"New Millenium",,"Nutrients &amp; Supplements > New Millenium",,grouped,visible,No,Domestic,No,"Autumn Quart|~|Autumn Gallon|~|Autumn 2.5 Gallon",,instock,no,no,,,"Thanks you for your order!",0,12,12,12,hmh01470,,,18||103,yes,no,,,,,,,0,0,,,no,taxable,,0,,,0,0,,,0,,,0,,,default,,,,default,,,0,,,default,,,default,1,0,0,0,0,0,0,0,,,large,,,,,"{""blockGraphs"":[],""customGraphs"":[],""default"":{""data"":{""Article"":[],""Course"":[],""Dataset"":[],""FAQPage"":[],""Movie"":[],""Person"":[],""Product"":[],""ProductReview"":[],""Car"":[],""Recipe"":[],""Service"":[],""SoftwareApplication"":[],""WebPage"":[]},""graphName"":"""",""isEnabled"":true},""graphs"":[]}",default,,https://hmoonhydro.com/wp-content/uploads/2019/08/autum-gold.jpg,autum-gold.jpg,/home/wp_9dm4yz/hmoonhydro.com/wp-content/uploads/2019/08/autum-gold.jpg,169,"autum gold",,,,,,,,,,,,1,nuwud,nuwud@nuwudmultimedia.com,Patrick,Wood,,,,,,,,,,0,,,,,,,,,,,,,import-placeholder-for-1470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publish,,,0,,,0,closed,"2024-09-16 01:33:58"
14947,"Autumn Quart",,,"2019-09-03 16:35:05",product,autumn-quart,https://hmoonhydro.com/product/autumn-quart/,"New Millenium",,"Nutrients &amp; Supplements > New Millenium",,simple,hidden,No,Domestic,No,,,instock,no,no,19.7,,"Thanks you for your order!",5,6,6,6,hmh01471,,,19.7,no,no,,,,,,,0,0,,,no,taxable,,3,,,0,0,,,0,,,0,,,default,,,,default,,,0,,,default,,,default,1,0,0,0,0,0,0,0,,,large,,,,,"{""blockGraphs"":[],""customGraphs"":[],""default"":{""data"":{""Article"":[],""Course"":[],""Dataset"":[],""FAQPage"":[],""Movie"":[],""Person"":[],""Product"":[],""ProductReview"":[],""Car"":[],""Recipe"":[],""Service"":[],""SoftwareApplication"":[],""WebPage"":[]},""graphName"":"""",""isEnabled"":true},""graphs"":[]}",default,,,,,,,,,,,,,,,,,,1,nuwud,nuwud@nuwudmultimedia.com,Patrick,Wood,,,,,,,,,,0,,,no,,,,,"{""h-moon-hydro.myshopify.com"":{""_w2s_shopify_product_id"":""8043097817162"",""_w2s_shopify_variant_id"":""42665837133898"",""status"":""imported""}}",0,,no,,import-placeholder-for-1471,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,InStock,"Harvest Moon Hydroponics",NewCondition,USD,,0,,"{""height"":"""",""width"":"""",""thumbnail"":""""}",14947,"Autumn Quart",18,2019-09-06T14:34:40-04:00,5,1,hmh01471,https://hmoonhydro.com/product/autumn-quart/,,,,,,publish,,,0,,,0,closed,"2024-09-16 01:33:59"
14949,"Autumn Gallon",,,"2019-09-03 16:35:08",product,autumn-gallon,https://hmoonhydro.com/product/autumn-gallon/,"New Millenium",,"Nutrients &amp; Supplements > New Millenium",,simple,hidden,No,Domestic,No,,,instock,no,no,56.6,,"Thanks you for your order!",10,12,12,12,hmh01472,,,56.6,no,no,,,,,,,0,0,,,no,taxable,,5,,,0,0,,,0,,,0,,,default,,,,default,,,0,,,default,,,default,1,0,0,0,0,0,0,0,,,large,,,,,"{""blockGraphs"":[],""customGraphs"":[],""default"":{""data"":{""Article"":[],""Course"":[],""Dataset"":[],""FAQPage"":[],""Movie"":[],""Person"":[],""Product"":[],""ProductReview"":[],""Car"":[],""Recipe"":[],""Service"":[],""SoftwareApplication"":[],""WebPage"":[]},""graphName"":"""",""isEnabled"":true},""graphs"":[]}",default,,,,,,,,,,,,,,,,,,1,nuwud,nuwud@nuwudmultimedia.com,Patrick,Wood,,,,,,,,,,0,,,no,,,,,"{""h-moon-hydro.myshopify.com"":{""_w2s_shopify_product_id"":""8043100012618"",""_w2s_shopify_variant_id"":""42665839755338"",""status"":""imported""}}",0,,no,,import-placeholder-for-1472,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,InStock,"Harvest Moon Hydroponics",NewCondition,USD,,0,,"{""height"":"""",""width"":"""",""thumbnail"":""""}",14949,"Autumn Gallon",52,2019-09-06T14:34:40-04:00,5,1,hmh01472,https://hmoonhydro.com/product/autumn-gallon/,,,,,,publish,,,0,,,0,closed,"2024-09-16 01:34:03"
14950,"Autumn 2.5 Gallon",,,"2019-09-03 16:35:12",product,autumn-2-5-gallon,https://hmoonhydro.com/product/autumn-2-5-gallon/,"New Millenium",,"Nutrients &amp; Supplements > New Millenium",,simple,hidden,No,Domestic,No,,,instock,no,no,120.74,,"Thanks you for your order!",30,18,18,18,hmh01473,,,120.74,no,no,,,,,,,0,0,,,no,taxable,,6,,,0,0,,,0,,,0,,,default,,,,default,,,0,,,default,,,default,1,0,0,0,0,0,0,0,'-1,'-1,large,,,default,,"{""blockGraphs"":[],""customGraphs"":[],""default"":{""data"":{""Article"":[],""Course"":[],""Dataset"":[],""FAQPage"":[],""Movie"":[],""Person"":[],""Product"":[],""ProductReview"":[],""Car"":[],""Recipe"":[],""Service"":[],""SoftwareApplication"":[],""WebPage"":[]},""graphName"":"""",""isEnabled"":true},""graphs"":[]}",default,,,,,,,,,,,,,,,,,,1,nuwud,nuwud@nuwudmultimedia.com,Patrick,Wood,,,,,,,,,,0,,,no,,,,,"{""h-moon-hydro.myshopify.com"":{""_w2s_shopify_product_id"":""8043097784394"",""_w2s_shopify_variant_id"":""42665837101130"",""status"":""imported""}}",0,,no,,import-placeholder-for-1473,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,InStock,"Harvest Moon Hydroponics",NewCondition,USD,,0,,"{""height"":"""",""width"":"""",""thumbnail"":""""}",14950,"Autumn 2.5 Gallon",103,2019-09-06T14:34:39-04:00,5,1,hmh01473,https://hmoonhydro.com/product/autumn-2-5-gallon/,,,,,,publish,,,0,,,0,closed,"2024-09-16 01:34:06"
14951,"Winter Frost","<p>A very powerful ripening solution made to accentuate terpene production and recycle the last remaining energy left in the plant towards fruit development. The winter like effects can be seen through exuberant oil production, immense purple, red, and burgundy coloration shifts from remaining chlorophyll are not uncommon, and last minute swelling of vine ripened fruits the plant has yielded</p>  <p>When dosed properly, the affected plant system uses everything left in reserve power to defend against frost and ensure swollen fruit pods are available for next year’s sowing</p>",,"2019-09-03 20:35:15",product,winter-frost,https://hmoonhydro.com/product/winter-frost/,"Nectar For The Gods",,"Nutrients &amp; Supplements > New Millenium",,grouped,visible,No,Domestic,No,"Winter Frost Quart|~|Winter Frost Gallon|~|Winter Frost 2.5 Gallon",,instock,no,no,,,"Thanks you for your order!",0,12,12,12,hmh01474,,,41||248,yes,no,,,,,,,0,0,,,no,taxable,,0,,,0,0,,,0,,,0,,,default,,,,default,,,0,,,default,,,default,1,0,0,0,0,0,0,0,,,large,,,,,"{""blockGraphs"":[],""customGraphs"":[],""default"":{""data"":{""Article"":[],""Course"":[],""Dataset"":[],""FAQPage"":[],""Movie"":[],""Person"":[],""Product"":[],""ProductReview"":[],""Car"":[],""Recipe"":[],""Service"":[],""SoftwareApplication"":[],""WebPage"":[]},""graphName"":"""",""isEnabled"":true},""graphs"":[]}",default,,https://hmoonhydro.com/wp-content/uploads/2019/08/winterfrost-print.jpg,winterfrost-print.jpg,/home/wp_9dm4yz/hmoonhydro.com/wp-content/uploads/2019/08/winterfrost-print.jpg,40,"winterfrost print",,,,,,,,,,,,1,nuwud,nuwud@nuwudmultimedia.com,Patrick,Wood,,,,,,,,,,0,,,,,,,,,,,,,import-placeholder-for-1474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publish,,,0,,,0,closed,"2024-09-16 01:34:10"
