Handle,Title,SKU,Price,Inventory_Qty,Status
pulse-start-m-h-1000w-7000k-for-vegative-growth,"Pulse Start M.H.1000W. 7,000K for Vegative Growth",hmh00862,99.95,0,active
pro-50-6-reversible-450-cfm,"PRO 50 - 6"" Reversible-450 cfm.",hmh00733,206.95,0,active
pro-70s-6-non-rev-400-cfm,"PRO 70s - 6"" Non-rev.-400 cfm.",hmh00734,199.95,0,active
profilter-replacement-carbon,ProFilter Replacement Carbon,hmh00739,51.95,0,active
pro-75-6-reversible-640-cfm,"PRO 75 - 6"" Reversible - 640 cfm.",hmh00735,249.95,0,active
prop-o-gator-4-liter,Prop-O-Gator 4 liter,hmh00322,109.35,0,active
prop-o-gator-1-liter,Prop-O-Gator 1 liter,hmh00321,36.39,0,active
premier-tech-pro-mix-hp-mycorrhizae3-8-cf,Premier Tech Pro-Mix® HP Mycorrhizae™3.8 cf.,,66.95,0,active
pre-filter-for-model-pro-70s,Pre-Filter for Model Pro 70s,hmh00746,9.56,0,active
pro-125-10-reversible-1140-cfm-freight-shipping-only,"PRO 125 - 10"" Reversible - 1140 cfm (freight shipping ONLY)",hmh00737,326.95,0,active
pre-filter-for-model-pro-75,Pre-Filter for Model Pro 75,hmh00747,12.56,0,active
pro-100-8-reversible-900-cfmfreight-shipping-only,"PRO 100 - 8"" Reversible - 900 cfm(freight shipping ONLY)",hmh00736,283.95,0,active
premier-tech-pro-mix-hp-mycorrhizae-loose-fill,Premier Tech Pro-Mix® HP Mycorrhizae™ - Loose Fill,,34.95,0,active
pre-filter-for-model-pro-100,Pre-Filter for Model Pro 100,hmh00748,14.33,0,active
pre-filter-for-model-pro-50,Pre-Filter for Model Pro 50,hmh00745,9.56,0,active
ppm-1500-tds-2-142-ms-16-oz,PPM-1500 TDS / 2.142 ms 16 oz,hmh00971,12.5,0,active
pre-filter-for-model-pro-125,Pre-Filter for Model Pro 125,hmh00749,19.78,0,active
pre-filter-for-model-pro-45s,Pre-Filter for Model Pro 45s,hmh00744,8.11,0,active
ppm-1500-tds-2-142-ms-8-oz,PPM-1500 TDS / 2.142 ms 8 oz,hmh00970,8.75,0,active
plantmax-dual-arc-tube-lamps-2,Plantmax Dual Arc Tube Lamps,hmh01722,159.95,0,active
posiedonzyme-quart,Posiedonzyme Quart,hmh01410,22.0,0,active
plantmax-dual-arc-tube-lamps,Plantmax Dual Arc Tube Lamps,hmh00599,55.0,0,active
plantmax-940w-hps-conversion-130000-lumens,"Plantmax 940W. HPS Conversion 130,000 lumens",hmh01125,39.95,0,active
plantmax-super-metal-halide,Plantmax SUPER Metal Halide,hmh00600,29.95,0,active
plantmax-750w-hps-high-output-106000-lumens,"Plantmax 750W. HPS High Output 106,000 lumens",hmh01124,79.95,0,active
plantmax-1000w-mh-conversion-110000-lumens,"Plantmax 1000W. MH Conversion 110,000 lumens",hmh00879,39.95,0,active
pk-apatite-qt,PK APATITE Qt.,hmh01524,49.0,0,active
ph-perfect-sensi-bloom-part-a-1-gal,pH Perfect Sensi Bloom part A (1 gal),hmh01213,40.56,0,active
plantmax-600w-hps-high-output-90000-lumens,"Plantmax 600W. HPS High Output 90,000 lumens",hmh00873,79.95,0,active
plantmax-1000w-72k-mh-high-output-90000-lumens-2,"Plantmax 1000W. 72K MH High Output 90,000 lumens",hmh01733,79.99,0,active
piranha-beneficial-fungi-130-g,Piranha Beneficial Fungi (130 g),hmh01050,56.82,0,active
plantmax-400w-hps-high-output-50000-lumens,"Plantmax 400W. HPS High Output 50,000 lumens",hmh00871,29.95,0,active
plantmax-400w-72k-mh-high-output-32000-lumens,"Plantmax 400W. 72K MH High Output 32,000 lumens",hmh00868,19.99,0,active
plantmax-400w-72k-mh-high-output-32000-lumens,,,0.0,0,
plagron-royal-rush-1-liter,Plagron Royal Rush 1 Liter,hmh01679,109.0,0,active
ph-200-waterproof-ph-meter-2,PH-200: Waterproof pH Meter,hmh00974,99.0,0,active
pk-apatite-2-5-gal,PK APATITE 2.5 Gal.,hmh01526,296.32,0,active
ph-perfect-connoisseur-part-b-1-gal,pH Perfect Connoisseur part B (1 gal),hmh01211,76.0,0,active
plantmax-250w-mh-conversion,Plantmax 250W. MH Conversion,hmh01188,39.95,0,active
ph-perfect-sensi-grow-part-a-1-lt,pH Perfect Sensi Grow part A (1 lt),hmh01218,15.6,0,active
plagron-cocos-b-liter,Plagron Cocos B  liter,hmh01686,14.0,0,active
plagron-hydro-a-5-liter,Plagron Hydro A  5 Liter,hmh01690,57.5,0,active
ph-probe-electrode-3-lead-wire,pH probe electrode 3' lead wire,hmh00976,65.95,0,active
ph-up-dry-1-5-lb,pH Up Dry 1.5 lb,hmh00982,10.76,0,active
plantmax-430w-hps-high-output-58000-lumens,"Plantmax 430W. HPS High Output 58,000 lumens",hmh00872,39.95,0,active
plant-supports-50-in-retractable-tension-line-bag-of-10,Plant Supports 50 in. retractable tension line (bag of 10),hmh00628,18.9,0,active
plantmax-1000w-72k-mh-high-output-90000-lumens,"Plantmax 1000W. 72K MH High Output 90,000 lumens",hmh00869,79.99,0,active
plantmax-400w-mh-conversion-36000-lumens,"Plantmax 400W. MH Conversion 36,000 lumens",hmh00877,39.95,0,active
plantmax-400w-mh-high-output-39000-lumens,"Plantmax 400W. MH High Output 39,000 lumens",hmh00866,29.95,0,active
plantmax-600w-mh-conversion-57000-lumens,"Plantmax 600W. MH Conversion 57,000 lumens",hmh00878,39.95,0,active
plagron-hydro-a-liter,Plagron Hydro A Liter,hmh01689,14.75,0,active
plagron-terra-grow-qt,Plagron Terra grow Qt.,hmh01627,19.0,0,active
ph-7-0-16-oz,pH 7.0 /16 oz,hmh00969,12.5,0,active
ph-up-1-gal,pH-Up 1 gal,hmh00981,26.9,0,active
ph-perfect-sensi-grow-part-b-1-lt,pH Perfect Sensi Grow part B (1 lt),hmh01221,15.6,0,active
piranha-beneficial-fungi-50-g,Piranha Beneficial Fungi (50 g),hmh01049,32.48,0,active
ph-test-indicator-8-oz,pH Test indicator 8 oz,hmh00996,10.76,0,active
ph-down-8-oz,pH Down 8 oz.,hmh00985,7.91,0,active
plant-life-easy-grow-plus-500-gm,Plant Life Easy Grow Plus 500 gm,,30.96,0,active
ph-up-1-qt,pH-Up 1 qt,hmh00980,11.39,0,active
ph-perfect-sensi-grow-part-a-2-5-gal,pH Perfect Sensi Grow part A (2.5 gal),hmh01220,82.5,0,active
ph-perfect-sensi-grow-part-a-1-gal,pH Perfect Sensi Grow part A (1 gal),hmh01219,40.56,0,active
plantmax-220w-hps-conversion-25000-lumens,"Plantmax 220W. HPS Conversion 25,000 lumens",hmh00875,39.95,0,active
ph-up-dry-16-lb,pH Up Dry 16 lb,hmh00984,64.5,0,active
pk-apatite-gal,PK APATITE Gal,hmh01525,147.66,0,active
plagron-terra-bloom-gal,Plagron Terra Bloom Gal.,hmh01626,79.0,0,active
plantmax-250w-hps-high-output-29000-lumens,"Plantmax 250W. HPS High Output 29,000 lumens",hmh00870,29.95,0,active
plagron-hydro-b-5-liter,Plagron Hydro B  5 Liter,hmh01692,57.5,0,active
plagron-hydro-b-liter,Plagron Hydro B Liter,hmh01691,14.75,0,active
ph-down-dry-1-5-lb,pH Down Dry 1.5 lb,hmh00988,10.76,0,active
ph-perfect-sensi-bloom-part-b-2-5-gal,pH Perfect Sensi Bloom part B (2.5 gal),hmh01217,82.5,0,active
ph-perfect-sensi-grow-part-b-1-gal,pH Perfect Sensi Grow part B (1 gal),hmh01222,40.56,0,active
plagron-power-roots-liter,Plagron Power Roots Liter,hmh01682,89.0,0,active
plantmax-250w-mh-high-output-24000-lumens,"Plantmax 250W. MH High Output 24,000 lumens",hmh00865,29.95,0,active
ph-up-8-oz,pH-Up 8 oz,hmh00979,7.54,0,active
plantacillin-1-liter,Plantacillin 1 liter,hmh00553,41.99,0,active
ph-test-kit-1-oz,pH Test Kit 1 oz,hmh00995,7.96,0,active
plagron-power-roots-500-ml,Plagron Power Roots 500 ML,hmh01681,59.0,0,active
plantmax-360w-hps-conversion-45000-lumens,"Plantmax 360W. HPS Conversion 45,000 lumens",hmh00876,39.95,0,active
ph-perfect-sensi-bloom-part-a-1-lt,pH Perfect Sensi Bloom part A (1 lt),hmh01212,15.6,0,active
ph-perfect-sensi-grow-part-b-2-5-gal,pH Perfect Sensi Grow part B (2.5 gal),hmh01223,82.5,0,active
plagron-terra-grow-gallon,Plagron Terra Grow Gallon,hmh01628,79.0,0,active
plagron-terra-bloom-qt,Plagron Terra Bloom Qt.,hmh01625,19.0,0,active
plagron-cocos-a-liter,Plagron Cocos A liter,hmh01684,14.0,0,active
plagron-royal-rush-500-ml,Plagron Royal Rush 500 ML,hmh01678,70.85,0,active
plagron-cocos-a-5-liter,Plagron Cocos A 5 liter,hmh01685,52.5,0,active
plagron-cocos-b-5-liter,Plagron Cocos B  5 liter,hmh01687,52.5,0,active
plantmax-150w-hps-high-output-16000-lumens,"Plantmax 150W. HPS High Output 16,000 lumens",hmh01123,19.95,0,active
plantmax-1000w-mh-high-output-120000-lumens,"Plantmax 1000W. MH High Output 120,000 lumens",hmh00867,59.95,0,active
ph-7-0-calibration-solution-8-oz,pH 7.0 Calibration Solution 8 oz.,hmh00991,7.96,0,active
peel-and-stick-zipper-7-ft-x-3-in-double-sided-2-pack,"Peel and Stick Zipper, 7 ft. x 3 in. Double Sided, 2-Pack",,15.99,0,active
panda-double-ended-reflector-medium,Panda-Double Ended Reflector- Medium,hmh01553,169.0,0,active
ph-down-1-qt,pH Down 1 qt,hmh00986,11.39,0,active
ona-pro-gel-1-gal,ONA Pro Gel (1 gal),hmh01114,39.95,0,active
ona-pro-spray-8oz,ONA Pro Spray 8oz,hmh01354,9.95,0,active
ph-7-0-calibration-solution-qt,pH 7.0 Calibration Solution qt.,hmh00992,22.69,0,active
ph-perfect-sensi-bloom-part-a-2-5-gal,pH Perfect Sensi Bloom part A (2.5 gal),hmh01214,82.5,0,active
organic-feeder-packs-20-ct,Organic Feeder packs - 20 ct.,hmh00100,5.99,0,active
ph-perfect-sensi-bloom-part-b-1-lt,pH Perfect Sensi Bloom part B (1 lt),hmh01215,15.6,0,active
ph-perfect-connoisseur-part-b-1-lt,pH Perfect Connoisseur part B (1 lt),hmh01210,31.6,0,active
ph-perfect-sensi-bloom-part-b-1-gal,pH Perfect Sensi Bloom part B (1 gal),hmh01216,40.56,0,active
ph-4-01-calibration-solution-8-oz,pH 4.01 Calibration Solution 8 oz.,hmh00989,8.66,0,active
ph-perfect-connoisseur-part-a-1-gal,pH Perfect Connoisseur part A (1 gal),hmh01209,76.0,0,active
overdrive-2-5-gal,Overdrive (2.5 gal),hmh01048,286.04,0,active
ph-4-01-calibration-solution-qt,pH 4.01 Calibration Solution qt.,hmh00990,22.69,0,active
ph-perfect-connoisseur-part-a-1-lt,pH Perfect Connoisseur part A (1 lt),hmh01208,31.6,0,active
ph-down-1-gal,pH Down 1 gal,hmh00987,28.39,0,active
overdrive-1-gal,Overdrive (1 gal),hmh01047,118.54,0,active
ona-gel-fresh-linen-1-gal,ONA Gel Fresh Linen (1 gal),hmh01111,39.95,0,active
ona-pro-gel-1-qt,ONA Pro Gel (1 qt),hmh01113,17.95,0,active
ona-pro-gel-bucket-5-gal,ONA Pro Gel Bucket (5 gal),hmh01115,167.95,0,active
ona-mist-dispenser,ONA Mist Dispenser,hmh01116,24.95,0,active
ona-mist-polar-crystal-6oz,ONA Mist Polar Crystal 6oz,hmh01118,11.95,0,active
ph-4-01-16-oz,pH 4.01 - 16 oz,hmh00968,12.5,0,active
ona-storm,ONA Storm,hmh00147,199.99,0,active
ona-gel-fresh-linen-1-qt,ONA Gel Fresh Linen (1 qt),hmh01110,17.95,0,active
ona-mist-fresh-linen-mist-6oz,ONA Mist Fresh Linen Mist 6oz,hmh01117,11.95,0,active
pegasus-potion-gallon,Pegasus Potion Gallon,hmh01409,45.0,0,active
pegasus-potion-quart,Pegasus Potion Quart,hmh01408,15.0,0,active
ona-liquid-polar-crystal-1-gal,ONA Liquid Polar Crystal (1 gal),hmh01109,39.95,0,active
ona-pro-gel-pail-1-gal,Ona Pro Gel Pail (1 Gal),hmh01493,39.95,0,active
ona-pro-block-6oz,ONA Pro Block 6oz,hmh01106,8.95,0,active
overdrive-1-lt,Overdrive (1 lt),hmh01046,38.66,0,active
ona-liquid-polar-crystal-1-qt,ONA Liquid Polar Crystal (1 qt),hmh01108,17.95,0,active
ona-gel-fresh-linen-bucket-5-gal,ONA Gel Fresh Linen Bucket (5 gal),hmh01112,167.95,0,active
ona-gel-fresh-linen-pail-1gal,ONA Gel Fresh Linen Pail (1Gal),hmh01494,39.95,0,active
ona-fresh-linen-spray-8oz,ONA Fresh Linen Spray 8oz,hmh01353,9.95,0,active
on-off-switcher-120v-3,ON/OFF Switcher 120V,hmh00940,759.95,0,active
ona-block-crystal-6oz,ONA Block Crystal 6oz,hmh01105,8.95,0,active
ona-breeze,ONA Breeze,hmh00146,59.95,0,active
nutradip-ph-meter,Nutradip pH Meter,hmh01233,99.95,0,active
4of91-nl5-haze-mist-feminised-nl5-x-haze-x-kali-mist-5-seed,NL5 Haze Mist (Feminised) NL5 x Haze x Kali Mist. 5 Seed,,40.0,0,active
4of91-nl5-haze-mist-feminised-nl5-x-haze-x-kali-mist-5-seed,,,0.0,0,
nirvana-1-lt,Nirvana (1 lt),hmh01044,25.0,0,active
nutradip-ec-tds-ppm-meter,Nutradip EC TDS PPM Meter,hmh01232,99.95,0,active
nurtadip-growboss,Nutradip GROWBOSS,hmh01588,269.95,0,active
nirvana-1-gal,Nirvana (1 gal),hmh01045,80.0,0,active
nanolux-cube-600-watt-dimmable,NanoLux Cube 600 Watt Dimmable,hmh01511,50.0,0,active
mykos-30-mycorrhizal-inoculant-2-2-lb,Mykos 30 Mycorrhizal inoculant 2.2 lb.,hmh00102,8.99,0,active
myco-maximum-granular-8-oz,Myco Maximum Granular 8 oz,hmh00427,30.0,0,active
nevilles-haze-feminised-almost-pure-haze-landrace-5-seed,Neville's Haze (Feminised) Almost pure Haze Landrace 5 Seed,,50.0,0,active
nevilles-haze-feminised-almost-pure-haze-landrace-5-seed,,,0.0,0,
myco-maximum-granular-5-lbs,Myco Maximum Granular 5 lbs,hmh00429,200.0,0,active
myco-maximum-granular-1-lb,Myco Maximum Granular 1 lb,hmh00428,50.0,0,active
myco-madness-soluble-4-oz,Myco Madness Soluble 4 oz,hmh00423,26.0,0,active
myco-madness-soluble-8-oz,Myco Madness Soluble 8 oz,hmh00424,50.0,0,active
myco-madness-soluble-5-lbs,Myco Madness Soluble 5 lbs,hmh00426,400.0,0,active
myco-madness-soluble-1-lb,Myco Madness Soluble 1 lb,hmh00425,90.0,0,active
mother-earth-grow-1-gal,Mother Earth Grow (1 gal),hmh01041,56.5,0,active
63885,Multi 8 oz,,30.0,0,active
mother-earth-terracraft-potting-soil,Mother Earth® Terracraft™ Potting Soil,,28.99,0,active
mother-earth-grow-1-lt,Mother Earth Grow (1 lt),hmh01040,23.78,0,active
mondi-super-saucer-14,"Mondi Super Saucer 14""",hmh01193,2.5,0,active
mother-earth-bloom-1-lt,Mother Earth Bloom (1 lt),hmh01042,23.78,0,active
money-maker-feminised-original-master-kush-x-hindu-kush-x-skunk-5-seed,Money Maker (Feminised) Original Master Kush x Hindu Kush x Skunk-5 Seed,,40.0,0,active
money-maker-feminised-original-master-kush-x-hindu-kush-x-skunk-5-seed,,,0.0,0,
mother-earth-bloom-1-gal,Mother Earth Bloom (1 gal),hmh01043,56.5,0,active
mondi-super-saucer-12,"Mondi Super Saucer 12""",hmh01192,2.0,0,active
mondi-super-saucer-10,"Mondi Super Saucer 10""",hmh01191,1.5,0,active
mondi-mist-spray-delux-compression-sprayer-1-2-qt,Mondi Mist & Spray Delux Compression Sprayer 1.2 qt,hmh00613,15.95,0,active
mondi-propagation-tray-insert-55,Mondi Propagation Tray Insert 55,hmh01198,1.95,0,active
mondi-propagation-tray,Mondi Propagation Tray,hmh01197,2.99,0,active
mondi-mist-spray-premium-compression-sprayer-1-5-qt,Mondi Mist & Spray Premium Compression Sprayer 1.5 qt,hmh00612,15.95,0,active
mondi-mini-greenhouse-humidity-dome-7-with-vents,"Mondi Mini Greenhouse Humidity Dome 7"" with vents",hmh01196,8.95,0,active
mondi-mini-greenhouse-humidity-dome-4-with-vents,"Mondi Mini Greenhouse Humidity Dome 4"" with vents",hmh01195,7.95,0,active
miniblocks-1-5-x-1-5-x-1-5-6-15mm-hole98-plugs-per-matt,"Miniblocks 1.5 x 1.5 x 1.5, 6/15mm hole<br>(98 plugs per matt)",hmh00467,19.95,0,active
mlc-16-lights-120-240-volt-universal-x-plug,"MLC 16 Lights (120/240 volt, Universal X-Plug)",hmh00939,619.95,0,active
mini-greenhouse-kit,Mini Greenhouse Kit,hmh01420,53.06,0,active
mighty-bomb-32-oz-bottle-rtu-16-cs,"Mighty Bomb 32 oz, Bottle RTU (16/cs)",hmh01443,24.99,0,active
microbiometer-10-test-starter-kit,microBIOMETER® 10 Test Starter Kit,,115.0,0,active
microbiometer-10-test-starter-kit,,,0.0,0,
mendo-breath-auto-seed-8-pack,Mendo Breath Auto – Seed-8 Pack,,50.0,0,active
mendo-breath-auto-seed-8-pack,,,0.0,0,
mega-morpheus-quart,Mega Morpheus Quart,hmh01405,15.0,0,active
microbiometer-refill-kit,microBIOMETER® Refill Kit,hmh01903,100.0,0,active
medusas-magic-2-5-gallon,Medusa's Magic 2.5 Gallon,hmh01403,90.0,0,active
medusas-magic-gallon,Medusa's Magic Gallon,hmh01402,45.0,0,active
meet-source-turbo,Meet Source Turbo,,600.0,0,active
mega-morpheus-gallon,Mega Morpheus Gallon,hmh01406,45.0,0,active
medusas-magic-quart,Medusa's Magic Quart,hmh01401,15.0,0,active
mayan-microzyme1-gal-2,Mayan Microzyme1 gal,hmh00347,250.0,0,active
mayan-microzyme-16-oz,Mayan Microzyme 16 oz,hmh00418,45.0,0,active
mayan-microzyme-4-oz,Mayan Microzyme 4 oz,hmh00416,20.0,0,active
mayan-microzyme-8-oz,Mayan Microzyme 8 oz,hmh00417,32.0,0,active
mayan-microzyme1-gal,Mayan Microzyme1 gal,hmh00346,250.0,0,active
mayan-microzyme-1-qt,Mayan Microzyme 1 qt,hmh00419,80.0,0,active
maxibloom-50-lb,MaxiBloom 50 lb,hmh00198,348.5,0,active
maxigro-16-lb,MaxiGro 16 lb,hmh00194,124.5,0,active
maxigro-50-lb,MaxiGro 50 lb,hmh00195,348.5,0,active
maxigro-2-2-lb,MaxiGro 2.2 lb,hmh00193,17.19,0,active
maxibloom-2-2-lb,MaxiBloom 2.2 lb,hmh00196,17.19,0,active
mag-drive-7-pump-700-gph,Mag Drive #7 Pump 700 gph,hmh00917,104.49,0,active
make-america-grow-again,MAKE AMERICA GROW AGAIN,,18.99,0,active
maxibloom-16-lb,MaxiBloom 16 lb,hmh00197,124.5,0,active
mag-drive-pump-filter,mag drive pump filter,hmh00918,5.98,0,active
mag-drive-3-pump-350-gph,Mag Drive #3 Pump 350 gph,hmh00916,74.98,0,active
ls1-4-light-high-load-switcher-120v-supply-120v-receptacles,LS1 - 4 Light High Load Switcher (120V supply 120V receptacles),hmh00938,145.0,0,active
mag-drive-2-pump-250-gph,Mag Drive #2 Pump 250 gph,hmh00915,73.33,0,active
liquid-ton-o-bud-4l,Liquid Ton-O-Bud 4L,hmh01345,102.99,0,active
liquid-ton-o-bud-500ml,Liquid Ton-O-Bud 500ml,hmh01343,25.49,0,active
liquid-ton-o-bud-6-gal,Liquid Ton O Bud 6 gal,hmh01851,324.95,0,active
liquid-ton-o-bud-2-5-gal,Liquid Ton-O-Bud 2.5 gal,hmh01850,203.95,0,active
liquid-ton-o-bud-250ml,Liquid Ton-O-Bud 250ml,hmh01342,18.51,0,active
liquid-koolbloom-6-gal,Liquid KoolBloom 6 gal,hmh00240,322.5,0,active
liquid-ton-o-bud-1l,Liquid Ton-O-Bud 1L,hmh01344,31.88,0,active
liquid-koolbloom-2-5-gal,Liquid KoolBloom 2.5 gal,hmh00239,136.3,0,active
liquid-carbo-blast-6-gal,Liquid Carbo Blast 6 Gal.,hmh01862,198.0,0,active
liquid-karma-gal,Liquid Karma Gal.,hmh01177,84.5,0,active
liquid-koolbloom-1-gal,Liquid KoolBloom 1 gal,hmh00238,63.5,0,active
liquid-karma-qt,Liquid Karma Qt.,hmh01176,35.05,0,active
liquid-carbo-blast-2-5-gal,Liquid Carbo Blast 2.5 Gal,hmh01861,109.0,0,active
liquid-carbo-blast-1l,Liquid Carbo Blast 1L,hmh01348,19.99,0,active
liquid-carbo-blast-500ml,Liquid Carbo Blast 500ml,hmh01347,18.98,0,active
liquid-carbo-blast-4l,Liquid Carbo Blast 4L,hmh01349,50.95,0,active
liquid-bud-strart-2-5-gal,Liquid Bud Strart 2.5 gal,hmh01847,203.95,0,active
liquid-bud-start-4l,Liquid Bud Start 4L,hmh01337,102.99,0,active
liquid-bud-start-500ml,Liquid Bud Start 500ml,hmh01335,26.95,0,active
liquid-bud-start-1l,Liquid Bud Start 1L,hmh01336,31.99,0,active
liquid-bud-start-250ml,Liquid Bud Start 250ml,hmh01338,18.15,0,active
liquid-bud-start-6-gal,Liquid Bud Start  6 gal,hmh01848,326.95,0,active
liquid-bud-boom-6-gal,Liquid Bud Boom 6 gal,hmh01845,140.99,0,active
liquid-bud-boom-4l,Liquid Bud Boom 4L,hmh01341,41.9,0,active
liquid-bud-boom-1l,Liquid Bud Boom 1L,hmh01340,16.99,0,active
liquid-bud-boom-500ml,Liquid Bud Boom 500ml,hmh01350,9.3,0,active
liquid-bud-boom-250ml,Liquid Bud Boom 250ml,hmh01339,16.99,0,active
lightning-start-2-5-gallon,Lightning Start 2.5 Gallon,hmh01456,241.0,0,active
lightning-start-quart,Lightning Start Quart,hmh01454,36.92,0,active
light-rail-5-motor-crossbar-8-rail,"Light Rail 5 Motor, Crossbar, 8' rail",hmh00894,499.95,0,active
liquid-bud-boom-2-5-gal,Liquid Bud Boom  2.5 gal,hmh01844,87.95,0,active
lightning-start-gallon,Lightning Start Gallon,hmh01455,113.2,0,active
humboldt-oneness-1-qt,Humboldt Oneness 1 qt,hmh00375,24.0,0,active
introducing-the-scietetics-coco-8-block-1-5gal,"Introducing the SCIETETICS COCO 8"" BLOCK / 1.5Gal,",,4.88,0,active
introducing-the-scietetics-coco-8-block-1-5gal,,,0.0,0,
hydro-deuce-1-gal,Hydro-Deuce 1 gal,hmh00389,76.25,0,active
humboldt-micro-5-gal,Humboldt Micro 5 gal,hmh00349,159.12,0,active
jungle-green-10-kg,Jungle Green 10 kg,hmh00305,400.0,0,active
jack-herer-auto-feminised-jack-herer-x-ruderalis-5-seed,Jack Herer Auto (Feminised) Jack Herer x Ruderalis-5 Seed,,42.0,0,active
hydroplex-gal,Hydroplex Gal.,hmh01175,98.6,0,active
ionic-pk-boost-0-5-6-premium-plant-nutrient-2-5-gallon,Ionic® PK Boost 0-5-6 Premium Plant Nutrient 2.5 Gallon,hmh01614,100.0,0,active
ionic-pk-boost-0-5-6-premium-plant-nutrient-qt,Ionic® PK Boost 0-5-6 Premium Plant Nutrient Qt.,hmh01612,22.44,0,active
lec-315-240v-2,LEC 315 240V,hmh01600,429.0,0,active
hurricane-inline-fan-6,"Hurricane Inline Fan 6""",hmh01245,129.95,0,active
light-rail-5-4ft-auxilary-rail,Light Rail 5 4ft auxilary rail,hmh00896,71.98,0,active
hydro-logic-preevolution-high-capacity-pre-filter,Hydro-Logic® PreEvolution™ High Capacity Pre-Filter,,399.0,0,active
humboldt-roots-250-ml,Humboldt Roots 250 ml,hmh00440,70.0,0,active
humboldt-roots-125-ml,Humboldt Roots 125 ml,hmh00439,42.0,0,active
koolbloom-4-oz,KoolBloom 4 oz,hmh00235,15.28,0,active
jungle-green-2-5-kg,Jungle Green 2.5 kg,hmh00304,174.99,0,active
koolbloom-2-2-lb,KoolBloom 2.2 lb,hmh00236,31.09,0,active
humboldt-master-a-5-gal,Humboldt Master A 5 gal,hmh00367,257.4,0,active
humboldt-roots-500-ml,Humboldt Roots 500 ml,hmh00441,115.0,0,active
ionic-coco-bloom-soil-hydro-qt,Ionic Coco Bloom Soil/hydro Qt.,hmh01616,22.44,0,active
jetfan-blower-12-in-1140-cfm,JetFan Blower 12 in. @1140 cfm,hmh00781,279.95,0,active
hydrodynamics-clonex-mist-100-ml,HydroDynamics Clonex Mist 100 ml,hmh01744,0.0,0,active
hygrozyme-1-l,HYGROZYME 1 L,hmh00445,36.99,0,active
ionic-bloom-3-2-6-premium-plant-nutrient-gallon,Ionic® Bloom 3-2-6 Premium Plant Nutrient Gallon,hmh01603,56.1,0,active
jungle-green-500-gm,Jungle Green 500 gm,hmh00303,26.99,0,active
humboldt-nutrients-calyx-magnum-2-0-0-gal,Humboldt Nutrients Calyx Magnum 2 - 0 - 0/Gal.,hmh01663,48.0,0,active
hygeias-hydration-gallon,Hygeia's Hydration Gallon,hmh01399,45.0,0,active
hygeias-hydration-quart,Hygeia's Hydration Quart,hmh01398,15.0,0,active
light-rail-5-crossbar-mounting-kit,Light Rail 5 Crossbar Mounting Kit,hmh00895,4.95,0,active
humboldt-sea-mag-1-qt,Humboldt Sea Mag 1 qt,hmh00361,24.0,0,active
hydro-deuce-1-qt,Hydro-Deuce 1 qt,hmh00388,21.94,0,active
hydrodyamics-clonex-mist-300ml,Hydrodyamics Clonex Mist 300Ml,hmh01745,25.26,0,active
hydro-deuce-16-oz,Hydro-Deuce 16 oz,hmh00387,12.62,0,active
humboldt-oneness-5-gal,Humboldt Oneness 5 gal,hmh00378,365.0,0,active
humboldt-nutrients-s-i-structural-integrity-gal,Humboldt Nutrients S.I. Structural Integrity Gal.,hmh01660,85.05,0,active
humboldt-nutrients-s-i-structural-integrity-gal,,,0.0,0,
humboldt-sticky-foliar-feed-1-qt,Humboldt Sticky Foliar Feed 1 qt,hmh00443,30.0,0,active
hygrozyme-500-ml,HYGROZYME 500 ml,hmh00444,21.95,0,active
ionic-coco-grow-soil-hydro-qt,Ionic Coco Grow Soil/Hydro Qt,hmh01617,22.44,0,active
humboldt-oneness-2-5-gal,Humboldt Oneness 2.5 gal,hmh00377,195.0,0,active
hydrodynamics-ionic-grow-3-1-5-premium-plant-nutrient-qt,HydroDynamics Ionic® Grow 3-1-5 Premium Plant Nutrient Qt.,hmh01606,22.44,0,active
humboldt-sea-mag-1-gal,Humboldt Sea Mag 1 gal,hmh00362,80.0,0,active
humboldt-master-b-1-qt,Humboldt Master B 1 qt,hmh00368,23.4,0,active
humboldt-sea-mag-2-5-gal,Humboldt Sea Mag 2.5 gal,hmh00363,190.0,0,active
hydrodynamics-ionic-grow-3-1-5-premium-plant-nutrient-gallon,HydroDynamics Ionic® Grow 3-1-5 Premium Plant Nutrient Gallon,hmh01607,56.1,0,active
hydrodynamics-ionic-grow-3-1-5-premium-plant-nutrient-2-5-gallon,HydroDynamics Ionic® Grow 3-1-5 Premium Plant Nutrient 2.5 gallon,hmh01608,100.0,0,active
humboldt-nutrients-s-i-structural-integrity-qt,Humboldt Nutrients S.I. Structural Integrity qt.,hmh01659,24.96,0,active
ionic-pk-boost-0-5-6-premium-plant-nutrient-gallon,Ionic® PK Boost 0-5-6 Premium Plant Nutrient Gallon,hmh01613,56.1,0,active
8of32-kings-juice-feminised-mimosa-x-kings-kush-5-seed,King's Juice (Feminised) Mimosa x King's Kush-5 Seed,,45.0,0,active
8of32-kings-juice-feminised-mimosa-x-kings-kush-5-seed,,,0.0,0,
kings-kush-feminised-og-kush-x-grape-5-seed,King's Kush (Feminised) OG Kush x Grape -5 Seed,,45.0,0,active
